Date	Tmax	Tmin	Tavg
03/11/2018	32.2	7.8	17
04/11/2018	25.7	4.6	14
05/11/2018	27.8	5.1	14.1
06/11/2018	26.8	-0.1	11.4
07/11/2018	27.1	2.2	12.3
08/11/2018	22.8	6	16.7
09/11/2018	18.3	0.6	9.3
10/11/2018	18.6	-1.6	6.2
11/11/2018	23.8	0.1	13.5
12/11/2018	23.3	-0.2	10
13/11/2018	20.2	1.5	8.9
14/11/2018	20.5	-2	7.9
15/11/2018	20.7	-0.6	7.9
16/11/2018	18.7	-1.9	6.6
17/11/2018	18.9	-2.4	6.7
18/11/2018	19.5	-2.7	6.2
19/11/2018	22.4	1.2	8.7
20/11/2018	18.9	-1.6	8.1
21/11/2018	14.3	8.3	11.5
22/11/2018	16.5	7.9	12.8
23/11/2018	16.5	10.5	13.6
24/11/2018	19.5	8.8	13.8
25/11/2018	21	5.5	11.2
26/11/2018	20.9	5	11.7
27/11/2018	13.7	6.4	10.9
28/11/2018	18.6	11.6	14.2
29/11/2018	15.1	7.3	12
30/11/2018	16.5	4.6	8.6
01/12/2018	14.2	3.1	8.3
02/12/2018	14.6	-0.1	6
03/12/2018	13.9	1.4	8.3
04/12/2018	13.2	7.4	10.8
05/12/2018	12.3	5.4	8.9
06/12/2018	18.4	4.1	9
07/12/2018	17.3	1.9	7.7
08/12/2018	17.7	2.5	8.4
09/12/2018	13.9	2.6	7.9
10/12/2018	15.6	2.9	9.2
11/12/2018	15.4	-0.5	6.9
12/12/2018	19.6	3.6	9.8
13/12/2018	19	1.4	8.3
14/12/2018	15.2	3.6	9.8
15/12/2018	15.9	8.5	11.6
16/12/2018	14.4	10.1	12.3
17/12/2018	14.2	5.4	9.9
18/12/2018	14.3	3.2	9.5
19/12/2018	15.7	5.8	11.1
20/12/2018	13.6	4.5	9.6
21/12/2018	17.3	4	10.8
22/12/2018	12.4	0.5	6.6
23/12/2018	14	4.8	9.1
24/12/2018	15.2	7.5	10
25/12/2018	17.2	3	10
26/12/2018	15.9	1.6	7.7
27/12/2018	15.2	0.9	8.2
28/12/2018	16.1	5.2	10.5
29/12/2018	15.4	1.1	7.1
30/12/2018	15.3	0	6
31/12/2018	13	1.8	9.6
01/01/2019	15.5	-0.2	7.7
02/01/2019	14	-3.2	3.7
03/01/2019	14.6	-1.7	5.4
04/01/2019	14.7	-0.2	5.7
05/01/2019	12.6	2.4	8.1
06/01/2019	10.8	4.7	8.1
07/01/2019	13.1	5.8	9.2
08/01/2019	14	8.3	10.6
09/01/2019	15.4	8.5	12.4
10/01/2019	16.7	5	9.8
11/01/2019	13.1	5	9.7
12/01/2019	17.7	5	10.3
13/01/2019	17	3.8	9.3
14/01/2019	13.3	5.5	9.5
15/01/2019	11.9	7.1	9.1
16/01/2019	15.5	11	12.8
17/01/2019	14.5	8.2	12.5
18/01/2019	15.4	7.7	11.3
19/01/2019	16.7	10.6	13
20/01/2019	16	4.9	11.8
21/01/2019	15	2.2	7.3
22/01/2019	19.2	2.9	10.7
23/01/2019	17.3	0.6	7.4
24/01/2019	19.3	1.2	8.6
25/01/2019	21.7	0.8	8.6
26/01/2019	16.8	2.5	9.2
27/01/2019	19.9	4.3	11.2
28/01/2019	18.3	6.6	11.5
29/01/2019	18	7.7	11.7
30/01/2019	18.3	9.4	11.9
