Date	Tavg	RHmax
01/01/2004	-13	94.2
02/01/2004	-10.3	94.2
03/01/2004	-9	96.1
04/01/2004	-4.9	96.7
05/01/2004	-10	96.8
06/01/2004	-3.9	97.9
07/01/2004	-4.6	97.1
08/01/2004	-5.9	97.5
09/01/2004	-2.2	98
10/01/2004	-3.9	97.6
11/01/2004	-2.6	99.5
12/01/2004	-1.6	100
13/01/2004	-0.1	100
14/01/2004	-0.5	100
15/01/2004	-7.9	100
16/01/2004	-18.2	93.2
17/01/2004	-21	92.8
18/01/2004	-11.8	96.9
19/01/2004	-11.5	99
20/01/2004	-14.8	95.8
21/01/2004	-16.7	89.5
22/01/2004	-16.8	90
23/01/2004	-10.9	96.8
24/01/2004	-2	99.3
25/01/2004	-3.3	96.2
26/01/2004	-3.8	97.4
27/01/2004	-7.5	97.4
28/01/2004	-6	97.8
29/01/2004	-4.8	97.2
30/01/2004	-5.2	96.5
31/01/2004	-6.8	97.7
01/02/2004	-12.4	96.4
02/02/2004	-7.6	96.5
03/02/2004	-0.2	99.2
04/02/2004	3	100
05/02/2004	-1.2	99.3
06/02/2004	-1.2	100
07/02/2004	-3.6	98.5
08/02/2004	-4.5	95.8
09/02/2004	-7.9	95.1
10/02/2004	-11	96.7
11/02/2004	-11.1	98.4
12/02/2004	-7.7	97.7
13/02/2004	-9.9	97.1
14/02/2004	-3	99.4
15/02/2004	-0.6	98.7
16/02/2004	-4.9	99.5
17/02/2004	0.3	98.3
18/02/2004	-1.5	90.3
19/02/2004	-6.4	98.6
20/02/2004	-7.8	97.1
21/02/2004	-5.5	98.8
22/02/2004	-3.2	97.6
23/02/2004	-5.1	83.1
24/02/2004	-1.2	95.6
25/02/2004	-5.2	91.6
26/02/2004	-7.6	96.2
27/02/2004	-7.9	97.4
28/02/2004	-9	96.4
29/02/2004	-13.5	90.3
01/03/2004	-6.2	93.9
02/03/2004	-0.6	95.4
03/03/2004	-8.5	86.4
04/03/2004	-11.9	93.2
05/03/2004	-13.9	96.3
06/03/2004	-10.8	92.2
07/03/2004	-4.4	93.7
08/03/2004	1.6	84
09/03/2004	-0.9	91.6
10/03/2004	-0.8	95.7
11/03/2004	-3.4	98.7
12/03/2004	-3.5	96.2
13/03/2004	-1.9	94.4
14/03/2004	1	96.1
15/03/2004	3.6	95.6
16/03/2004	3.5	99.3
17/03/2004	5.1	97.5
18/03/2004	3.4	94.8
19/03/2004	3	94.8
20/03/2004	1.9	99.1
21/03/2004	2	99
22/03/2004	1.1	98.5
23/03/2004	-0.4	97.1
24/03/2004	-1.1	96.7
25/03/2004	-1.4	96.2
26/03/2004	-1.4	95.3
27/03/2004	3.4	94.4
28/03/2004	0.7	84
