Station	Date	Tmin	Tmax	Tavg	I
28/08/2018	12.8	18.9	16	11
29/08/2018	12.6	21.5	16.7	12.8
30/08/2018	14.4	16.9	15.8	2.1
31/08/2018	13.7	18.5	15.6	9.7
01/09/2018	11.8	18.5	15.1	12.6
02/09/2018	12	20.7	16.3	10.5
03/09/2018	13.6	21.5	17.4	13.3
04/09/2018	12.3	22.1	16.7	16.4
05/09/2018	10.7	22	16.6	15.3
06/09/2018	11.7	21.2	16.6	13.3
07/09/2018	12.2	19.3	16.5	6.7
08/09/2018	10.9	17.9	14	9
09/09/2018	13.5	18.9	16.2	13.1
10/09/2018	13.4	19.8	16.8	8.9
11/09/2018	13.1	17.6	15.1	2.6
12/09/2018	12.2	15.7	14	6.5
13/09/2018	8	17.3	13.4	14.1
14/09/2018	10.9	17.3	14.7	10.8
15/09/2018	9.5	16.4	14.1	10.2
16/09/2018	4.9	18	13	10.4
17/09/2018	13.6	19.6	16.8	9.1
18/09/2018	11.8	25.6	18.7	15.2
19/09/2018	14.3	22.1	17.6	11.4
20/09/2018	16	19.9	17.8	6.7
21/09/2018	11.1	21.8	15.9	5.2
22/09/2018	10.3	15.5	12.2	12
23/09/2018	9.7	13.7	11.3	9.4
24/09/2018	8.6	13.1	10.5	12.5
25/09/2018	7.5	13.7	10.6	13.6
26/09/2018	10.9	15.3	13.2	2.8
27/09/2018	12.6	18.1	15.5	6.7
28/09/2018	9	13.6	11.2	11.8
29/09/2018	5.8	13.8	10.4	8.6
30/09/2018	10.3	14.5	12.4	7.3
01/10/2018	5.3	12.8	9.4	10.5
02/10/2018	6.9	9.6	8.4	1.5
03/10/2018	7.9	13.7	10.5	11.6
04/10/2018	5.7	15.3	11	4.8
05/10/2018	10.4	15.5	13.4	4.6
06/10/2018	5.9	15.6	10.9	6.6
07/10/2018	6.1	11.9	9	10.1
08/10/2018	6	12.8	10.6	5.3
09/10/2018	9.8	15.1	12.6	9
10/10/2018	6	18.5	12.4	10
11/10/2018	12.3	18.4	14.5	9.8
12/10/2018	12.2	19.5	15.2	9
13/10/2018	13.2	21.8	17.4	8.9
14/10/2018	12.3	17.9	15.3	9.1
15/10/2018	9.7	19	14	8.9
16/10/2018	8.1	19.1	13	8.1
17/10/2018	8.5	18.4	12.9	7.1
18/10/2018	6.7	13.8	11.3	8.2
19/10/2018	1.5	12.3	7.4	7
20/10/2018	6.9	13.1	10.4	6.5
21/10/2018	4.6	13.4	10.7	3.1
22/10/2018	8.2	12.9	10.2	7.7
23/10/2018	9.2	12.7	10.9	4.4
24/10/2018	7	10.2	8.8	7.8
25/10/2018	8.1	11.5	10.2	6.6
26/10/2018	4.3	10.7	8.4	2.1
27/10/2018	0.1	8	4.5	4.4
28/10/2018	-1.7	4.6	1.4	7
29/10/2018	2	6.5	4.5	2.5
30/10/2018	4.9	15.4	9.4	3.5
31/10/2018	5.6	9.9	7.8	3.4
01/11/2018	5.9	12.5	9	5
02/11/2018	4.4	11.4	8.4	2.8
03/11/2018	2.9	10.2	6.2	5.7
04/11/2018	2.5	9.7	6.7	2.7
05/11/2018	7.9	10.1	9.3	0.9
06/11/2018	4.9	10.1	8	2.7
07/11/2018	5.1	11.5	7.7	3.5
08/11/2018	2	11.8	6.7	3.1
09/11/2018	2.1	10	7.4	2.1
10/11/2018	7.6	10.2	8.9	1.8
11/11/2018	9.4	11.3	10.3	2.1
12/11/2018	8.5	10.4	9.7	1.2
13/11/2018	7	10.4	9.1	2.1
14/11/2018	8.4	9.9	9.1	2.1
15/11/2018	6.5	11.1	8.7	3.9
16/11/2018	3.4	9.2	6.3	4.1
17/11/2018	0	6.4	3.4	3.8
18/11/2018	0.3	7.3	4.1	2.5
19/11/2018	3.2	5.7	4.4	1.7
20/11/2018	3.1	5.5	4.3	1.6
21/11/2018	3.6	6.1	4.8	2.8
22/11/2018	1.4	4.9	3.6	1.3
23/11/2018	0.1	1.5	0.9	0.5
24/11/2018	1.2	3.2	2.1	0.7
25/11/2018	-0.2	3.4	2.1	0.8
26/11/2018	-4.5	2.9	-0.9	3.4
27/11/2018	-3.7	0.5	-1.7	3.3
28/11/2018	-1.1	3.4	1.2	3.1
29/11/2018	1.1	4.1	2.4	0.5
30/11/2018	3.5	5.8	4.5	1.1
01/12/2018	3.4	6.9	5.6	0.7
