Date	Tavg	RHmax
01/01/2018	-1.9	100
02/01/2018	-7.4	100
03/01/2018	-2.9	100
04/01/2018	-1.1	99.9
05/01/2018	-2.9	100
06/01/2018	-7.6	100
07/01/2018	-8.3	98.8
08/01/2018	-6.5	100
09/01/2018	-9.7	98.5
10/01/2018	-5.5	98
11/01/2018	-2.3	100
12/01/2018	-3.3	98.2
13/01/2018	-2.8	98.3
14/01/2018	-2.3	98.7
15/01/2018	-0.1	100
16/01/2018	-1.4	100
17/01/2018	-4.2	100
18/01/2018	-5.9	100
19/01/2018	-3.1	100
20/01/2018	-2.7	100
21/01/2018	-3.2	100
22/01/2018	-5.4	99.5
23/01/2018	-1.5	100
24/01/2018	3.1	100
25/01/2018	4.1	96.8
26/01/2018	-2.6	100
27/01/2018	-6.8	100
28/01/2018	-1.2	100
29/01/2018	-1.7	100
30/01/2018	-6.2	100
31/01/2018	1.3	100
01/02/2018	-0.2	100
02/02/2018	-5.8	80.5
03/02/2018	-7.1	82.2
04/02/2018	-9.2	95.6
05/02/2018	-11.4	94.7
06/02/2018	-6.4	97.1
07/02/2018	-7	99.2
08/02/2018	-5.8	99.5
09/02/2018	0.4	98.2
10/02/2018	-0.5	100
11/02/2018	-1.8	100
12/02/2018	-1.7	100
13/02/2018	-8	100
14/02/2018	0.4	100
15/02/2018	0	100
16/02/2018	-2.4	100
17/02/2018	-5.1	100
18/02/2018	-2.3	100
19/02/2018	-1.6	92.8
20/02/2018	-4.4	99.4
21/02/2018	-5.6	98.1
22/02/2018	-5.8	98.4
23/02/2018	-6.5	97.1
24/02/2018	-3.7	95.4
25/02/2018	-7.2	98.8
26/02/2018	-11.5	92.7
27/02/2018	-8.7	67.7
28/02/2018	-10.9	67.2
01/03/2018	-10.8	70.9
02/03/2018	-8.3	67.3
03/03/2018	-5.7	77.3
04/03/2018	-4.9	79.9
05/03/2018	-4.8	95.7
06/03/2018	-4.4	95.3
07/03/2018	-2.1	94.8
08/03/2018	-2.3	97.7
09/03/2018	-4.3	98.7
10/03/2018	-5.4	97.5
11/03/2018	-3.4	100
12/03/2018	-1.8	100
13/03/2018	0.5	83.6
14/03/2018	-2.4	93.6
15/03/2018	-5	97.6
16/03/2018	-6.2	77.2
17/03/2018	-8.4	78.7
18/03/2018	-9.6	85.6
19/03/2018	-4.5	96.3
20/03/2018	0.5	78.9
21/03/2018	-0.1	96.8
22/03/2018	-1.9	100
23/03/2018	-0.3	100
24/03/2018	2.6	100
25/03/2018	1.4	100
26/03/2018	-1.8	98.8
27/03/2018	-3.1	73.6
28/03/2018	-5.1	80.4
29/03/2018	-4.2	80.7
30/03/2018	-4.1	81.1
31/03/2018	-3.1	78.7
01/04/2018	-2	72.1
02/04/2018	-2.1	82.6
03/04/2018	-2.6	100
04/04/2018	1.7	100
05/04/2018	2.5	100
06/04/2018	3.9	82.5
07/04/2018	1.4	98.5
08/04/2018	1.9	100
09/04/2018	2.7	99.5
10/04/2018	3.2	84.6
11/04/2018	2.3	85.5
12/04/2018	4.1	79.6
13/04/2018	6.2	56.3
14/04/2018	8	70.5
15/04/2018	7.4	97.9
16/04/2018	3.2	100
17/04/2018	5.3	95.6
18/04/2018	9.6	99.7
19/04/2018	7.7	100
20/04/2018	7.6	100
21/04/2018	9.8	85.4
22/04/2018	7.4	97.9
23/04/2018	7.3	99.9
24/04/2018	8	85
25/04/2018	9	91.9
26/04/2018	7.1	96.3
27/04/2018	6.5	97.8
28/04/2018	6.4	99.4
29/04/2018	6.1	100
30/04/2018	7.6	90.6
01/05/2018	4	98.5
02/05/2018	7.8	99.4
03/05/2018	7.2	99.8
04/05/2018	7.8	96.8
05/05/2018	12	97.7
06/05/2018	12.8	99.5
07/05/2018	12.3	99.6
08/05/2018	13	100
09/05/2018	14.3	99.6
10/05/2018	15.5	99.3
11/05/2018	13.7	100
12/05/2018	12.4	98.7
13/05/2018	14.6	99.7
14/05/2018	17.6	100
15/05/2018	18	91.8
16/05/2018	18.2	94.2
17/05/2018	13.1	87.1
18/05/2018	13.8	93.8
19/05/2018	13.7	90
20/05/2018	14.6	98.7
21/05/2018	14.8	98.8
22/05/2018	15.3	95.3
23/05/2018	16	95.3
24/05/2018	17.2	99.4
25/05/2018	18.9	94.3
26/05/2018	20	76.7
27/05/2018	19.5	92.4
28/05/2018	15.7	95.4
29/05/2018	18.4	96
30/05/2018	21.9	95.6
31/05/2018	20.2	95.7
