Date	Time	GlobRad	Tair	Rhair	Windspeed
01/01/2022	0	1.3	7.3	95.9	3.4
01/01/2022	1	1.2	7	95.9	3
01/01/2022	2	1.2	6.8	96	2.5
01/01/2022	3	1.9	6.7	96	2.3
01/01/2022	4	2.6	6.6	96	2.3
01/01/2022	5	3.7	6.7	96	1.4
01/01/2022	6	4.4	6.7	96	1
01/01/2022	7	4.2	6.8	96	1
01/01/2022	8	4.5	6.8	96.1	1.3
01/01/2022	9	9.2	6.8	96	0.9
01/01/2022	10	32.4	6.9	96	0.3
01/01/2022	11	51.6	7.3	96.1	0.8
01/01/2022	12	39.3	7.4	96.1	1.7
01/01/2022	13	55.5	7.5	96.1	2.6
01/01/2022	14	15.5	7.5	96.2	2.6
01/01/2022	15	5.1	7.7	96.2	2.7
01/01/2022	16	1.7	8	96.3	3
01/01/2022	17	2.9	8.3	96.3	4
01/01/2022	18	4.1	8.6	96.3	4.4
01/01/2022	19	3.5	8.8	96.2	3.4
01/01/2022	20	0.9	8.9	96.2	3.2
01/01/2022	21	0.6	9	96	3.4
01/01/2022	22	0.9	9.1	95.9	3.6
01/01/2022	23	1.5	9.2	95.8	3.3
02/01/2022	0	1.2	9.3	95.6	3.2
02/01/2022	1	1.2	9.3	95.6	2.9
02/01/2022	2	1.4	9.2	95.5	3.1
02/01/2022	3	3.2	9.1	95.5	3
02/01/2022	4	3.2	9	95.4	2.6
02/01/2022	5	3.4	8.9	95.5	2.9
02/01/2022	6	3.2	8.7	95.5	3.4
02/01/2022	7	2.9	8.7	95.4	3.3
02/01/2022	8	3.4	8.6	95.1	3.3
02/01/2022	9	7.6	8.5	94.6	3.4
02/01/2022	10	14.6	8.6	93.9	3
02/01/2022	11	27.5	8.6	93.7	3.2
02/01/2022	12	24.5	8.6	93.8	2.9
02/01/2022	13	19.7	8.5	94	2.1
02/01/2022	14	12.2	8.5	94.4	1.5
02/01/2022	15	4	8.3	94.7	1.5
02/01/2022	16	2.8	8.1	95	2.1
02/01/2022	17	1.9	8	95.1	2.5
02/01/2022	18	1.9	7.8	95	3.1
02/01/2022	19	2.1	7.8	94.7	3.3
02/01/2022	20	1.3	7.8	94.1	3.9
02/01/2022	21	1.2	7.6	92.5	3.9
02/01/2022	22	1.2	7.5	90.9	3.5
02/01/2022	23	3	7.4	91	3.4
03/01/2022	0	2.3	7.3	90.2	3.4
03/01/2022	1	1.7	7.4	90.9	2.5
03/01/2022	2	1.4	7.4	91.6	2.6
03/01/2022	3	1.4	7.3	92.1	3
03/01/2022	4	2	7.4	92.2	3.3
03/01/2022	5	2.2	7.4	91.1	3.5
03/01/2022	6	1.7	7.2	91.4	2.8
03/01/2022	7	3.4	7.3	91.9	3.3
03/01/2022	8	2.4	7.4	91.5	3.6
03/01/2022	9	12.3	7.5	91.5	4.1
03/01/2022	10	28.9	7.7	89.5	4.4
03/01/2022	11	39.2	7.6	89.4	4.5
03/01/2022	12	44.6	7.7	87.9	4.7
03/01/2022	13	39.9	7.7	87.8	5.1
03/01/2022	14	32.6	7.5	88	4.8
03/01/2022	15	10.8	7.4	88.2	5
03/01/2022	16	3.6	7.4	87.4	4.8
03/01/2022	17	1.8	7.3	87.6	5.1
03/01/2022	18	0.6	7.4	85.6	5.4
03/01/2022	19	0.4	7	85.8	5.5
03/01/2022	20	0.9	5.4	89.7	4.6
03/01/2022	21	0.5	4.8	91.1	2.8
03/01/2022	22	0.7	4.5	90.5	3
03/01/2022	23	0.2	3.8	88.6	2.7
04/01/2022	0	0.4	3.1	88.1	2.4
04/01/2022	1	0.1	2.6	89.6	2.1
04/01/2022	2	0	1.9	89.5	1.6
04/01/2022	3	0	1.4	88.8	1.3
04/01/2022	4	0.1	1	88.6	1.4
04/01/2022	5	0	0.7	87.9	1.5
04/01/2022	6	0	0.5	86.6	2
04/01/2022	7	0.1	0.5	86	2.3
04/01/2022	8	0.7	0.5	84.7	2.5
04/01/2022	9	10.9	0.3	85	2.5
04/01/2022	10	72	0.7	84.6	2.6
04/01/2022	11	148.3	1.8	82.1	2.8
04/01/2022	12	124.3	2.6	83.7	3
04/01/2022	13	103	3	83.2	3.1
04/01/2022	14	81.3	3	83.3	3.4
04/01/2022	15	18.3	2.6	86.1	2.9
04/01/2022	16	1.9	2	87.9	3.2
04/01/2022	17	1.2	1.7	89.1	2.8
04/01/2022	18	0	1.4	90.1	2.1
04/01/2022	19	0	1.5	88.8	2.4
04/01/2022	20	0.3	1.7	85.1	3.1
04/01/2022	21	0	1.4	86	3.3
04/01/2022	22	0	1.4	89.3	3.7
04/01/2022	23	0.1	1.6	89.3	3.2
05/01/2022	0	0	1.6	89	3.6
05/01/2022	1	0.1	1.7	89.3	3.7
05/01/2022	2	0.2	1.4	90.2	3.6
05/01/2022	3	0.6	1.4	92.2	3.7
05/01/2022	4	0.1	1.8	92.8	2.6
05/01/2022	5	0.3	2.1	93.2	2.3
05/01/2022	6	0.2	2.1	93.1	2.5
05/01/2022	7	0.1	1.8	92.2	3.5
05/01/2022	8	1.2	1.8	92	2.8
05/01/2022	9	10.3	1	92.8	2.1
05/01/2022	10	63.4	1.5	93.7	1.9
05/01/2022	11	69.8	1.4	93.9	1.9
05/01/2022	12	98.7	2.3	94	2.5
05/01/2022	13	41.9	2.6	91.7	3.8
05/01/2022	14	35.3	2	83.4	4.9
05/01/2022	15	17.7	1.1	83	3.7
05/01/2022	16	0.8	0	85.6	2.3
05/01/2022	17	0.3	0	84	2.6
05/01/2022	18	0	0.2	80.7	3.1
05/01/2022	19	0	-0.3	80.8	1.9
05/01/2022	20	0	-0.8	81.9	1.5
05/01/2022	21	0	-0.7	80.3	1.9
05/01/2022	22	0	0.1	76.5	2.3
05/01/2022	23	0.2	0.2	76.6	1.2
06/01/2022	0	0	-0.1	79.6	1
06/01/2022	1	0	-0.5	80	1.2
06/01/2022	2	0	-1.5	79	0.4
06/01/2022	3	0	-2.7	82.6	0.2
06/01/2022	4	0.1	-3.4	84.6	0.1
06/01/2022	5	0.1	-2.3	86.9	0.9
06/01/2022	6	0	-2.6	86.5	1.1
06/01/2022	7	0	-3.3	87	0.5
06/01/2022	8	1.2	-3.3	87.6	0.6
06/01/2022	9	73.5	-3	87.8	0.8
06/01/2022	10	188.4	-1.6	84.5	1.1
06/01/2022	11	204.6	-0.2	80	1.9
06/01/2022	12	185	0.9	78.8	1.8
06/01/2022	13	152.7	1.6	77	2
06/01/2022	14	96.4	2	75.4	1.6
06/01/2022	15	26.4	1.2	78.5	1.7
06/01/2022	16	0.9	0.1	82.9	1.3
06/01/2022	17	0	-0.6	85.8	1.1
06/01/2022	18	0	-0.5	87.8	2.3
06/01/2022	19	0	-0.6	88.5	2
06/01/2022	20	0	-0.1	89.3	2.4
06/01/2022	21	0	0.3	89.3	2.8
06/01/2022	22	0.1	0.7	89.9	3.3
06/01/2022	23	0	1	90.2	3.2
07/01/2022	0	0	1.2	90.2	3.7
07/01/2022	1	0	1.4	90.4	3.8
07/01/2022	2	0	1.6	91.2	3.9
07/01/2022	3	0	2.1	92.1	4.2
07/01/2022	4	0.2	2.2	92	4.8
07/01/2022	5	0.1	2	92	5
07/01/2022	6	0	1.8	91.8	5.4
07/01/2022	7	0.3	1.9	91.6	5.6
07/01/2022	8	1.3	2	92.1	5.1
07/01/2022	9	8	2.3	92.5	4.5
07/01/2022	10	24.2	2.8	92.6	4.3
07/01/2022	11	88.7	3.2	92.3	4.1
07/01/2022	12	101.2	3.5	90.6	3.6
07/01/2022	13	74.3	3.1	89.2	3.2
07/01/2022	14	91.9	3.3	89.3	3.3
07/01/2022	15	25.4	3	87.1	2.7
07/01/2022	16	0.4	2.1	88.8	2.7
07/01/2022	17	0.1	1.7	89.8	2.8
07/01/2022	18	0	1.4	90	2.5
07/01/2022	19	0	0.7	91.4	2.6
07/01/2022	20	0	0.6	92	3
07/01/2022	21	0	0.4	92.6	3
07/01/2022	22	0	0.3	92.9	2.3
07/01/2022	23	0	0.1	93	2.7
08/01/2022	0	0	0.3	93.1	2.9
08/01/2022	1	0	0.5	92.9	2.7
08/01/2022	2	0	0.4	93	3
08/01/2022	3	0.2	0.8	92.8	3.5
08/01/2022	4	0	0.8	92.8	3.3
08/01/2022	5	0.1	0.2	93.6	3.2
08/01/2022	6	0.1	0.3	94.4	3.8
08/01/2022	7	0.6	0.6	94.8	3.6
08/01/2022	8	1.8	1.6	94.6	3.7
08/01/2022	9	18.6	2.2	93.4	4
08/01/2022	10	46.1	2.4	92.5	3.7
08/01/2022	11	53.4	2.6	92.3	3.2
08/01/2022	12	129.9	3	90.2	3.1
08/01/2022	13	102.3	3.2	89.7	2.5
08/01/2022	14	35.7	2.9	90.5	1.4
08/01/2022	15	19.2	2.2	91.6	0.8
08/01/2022	16	0.6	1.5	92.5	1.5
08/01/2022	17	0	1.1	92.8	1.7
08/01/2022	18	0	1.2	92.9	2.3
08/01/2022	19	0	1.2	92.9	2.5
08/01/2022	20	0	1.4	92.5	3.3
08/01/2022	21	0	1.4	91.6	3.5
08/01/2022	22	0	1.3	90.8	3.7
08/01/2022	23	0	1.4	89.3	4
09/01/2022	0	0	1.3	89.7	4.2
09/01/2022	1	0	1.3	90.8	4.3
09/01/2022	2	0.1	1.3	91.7	4.5
09/01/2022	3	0	1	92.8	4
09/01/2022	4	0.1	0.8	93.6	4
09/01/2022	5	0	0.5	94.1	3.7
09/01/2022	6	0.2	0.4	94.5	3.2
09/01/2022	7	0.1	0.2	94.8	3.1
09/01/2022	8	0.3	0.1	95.2	3.2
09/01/2022	9	8.3	0.2	95.4	3.6
09/01/2022	10	22	0.1	95.6	3.4
09/01/2022	11	35.3	0.2	95.7	2.9
09/01/2022	12	54.7	0.3	95.8	2.8
09/01/2022	13	109.5	0.5	95.8	3.1
09/01/2022	14	46.3	0.7	95.8	3
09/01/2022	15	19	0.9	95.7	2.8
09/01/2022	16	1.1	0.8	95.7	3.1
09/01/2022	17	0	0.6	95.7	3.3
09/01/2022	18	0.4	0.3	95.7	3.2
09/01/2022	19	0.1	0.2	95.8	3.3
09/01/2022	20	0.1	0.2	95.8	3
09/01/2022	21	0.1	0.2	95.8	2.7
09/01/2022	22	0.1	0.6	95.8	3
09/01/2022	23	0.2	0.7	95.6	2.7
10/01/2022	0	0.1	0.7	95.5	2.5
10/01/2022	1	0.1	1.1	95.4	2.8
10/01/2022	2	0.1	1.4	95.2	2.5
10/01/2022	3	0	1.5	94.8	2.7
10/01/2022	4	0.1	1.6	93.7	2.6
10/01/2022	5	0	1.4	92.8	1.8
10/01/2022	6	0.1	1.2	92.7	1.7
10/01/2022	7	0	0.9	92.7	2.1
10/01/2022	8	0.8	0.8	92.5	1.9
10/01/2022	9	18.2	0.7	90.2	2.2
10/01/2022	10	44.3	1.1	88.3	2.4
10/01/2022	11	47.8	1.7	85.2	2.6
10/01/2022	12	52.2	2.1	83.9	2.7
10/01/2022	13	49.4	2.4	83.8	3
10/01/2022	14	86.5	2.5	81.7	3.3
10/01/2022	15	24.2	2.1	83.3	2.3
10/01/2022	16	1.4	2.1	84.6	1.7
10/01/2022	17	0	2	85.4	1.9
10/01/2022	18	0	1.8	85.9	2.2
10/01/2022	19	0	1.8	87.7	1.6
10/01/2022	20	0.1	2	87	2.4
10/01/2022	21	0	2.1	86	3.4
10/01/2022	22	0	1.7	85.9	4
10/01/2022	23	0	1.1	87.6	3.5
11/01/2022	0	0	0.5	89	3.4
11/01/2022	1	0.2	0.8	90.4	3.3
11/01/2022	2	0.1	1.1	91.2	3.4
11/01/2022	3	0.1	1.2	92	2.9
11/01/2022	4	0.1	1.3	92.2	3
11/01/2022	5	0	1.5	92.7	3.5
11/01/2022	6	0	1.6	92.6	3.4
11/01/2022	7	0.2	1.7	91.4	3.5
11/01/2022	8	2.1	1.9	90.4	3.9
11/01/2022	9	16.8	1.9	91.2	3.8
11/01/2022	10	27.3	2.1	92.2	4.5
11/01/2022	11	49.4	2.4	91.8	4.4
11/01/2022	12	58.2	2.7	89.8	4.5
11/01/2022	13	77.2	3.4	85	4.8
11/01/2022	14	25.2	3.4	84.1	4.3
11/01/2022	15	6	3	87.8	3.6
11/01/2022	16	1.6	2.9	89.8	3.6
11/01/2022	17	0.1	2.8	91.4	3.8
11/01/2022	18	0	2.8	92.3	3.7
11/01/2022	19	0.1	3	93.2	3
11/01/2022	20	0.1	3.3	93.7	2.5
11/01/2022	21	0	3.4	94	2.2
11/01/2022	22	0	2.9	94.5	1.9
11/01/2022	23	0	1.9	95	1.9
12/01/2022	0	0	1.1	95.6	1.7
12/01/2022	1	0	0.8	96	1.7
12/01/2022	2	0	1.3	96	1.6
12/01/2022	3	0	1.3	96.1	1.6
12/01/2022	4	0	1.3	96.2	1.8
12/01/2022	5	0.1	1.4	96.3	2.2
12/01/2022	6	0	1.6	96.3	2.5
12/01/2022	7	0	1.6	96.3	1.5
12/01/2022	8	2.5	2.2	96.3	1.9
12/01/2022	9	20.6	3	96	2.4
12/01/2022	10	66.8	4.2	95.9	2.7
12/01/2022	11	76	5.2	95.8	2.8
12/01/2022	12	77.2	6.2	95.3	3.3
12/01/2022	13	83.9	6.8	92.9	4.1
12/01/2022	14	59.9	7	90.4	3.9
12/01/2022	15	16.2	6.9	90.2	3.6
12/01/2022	16	0.5	6.7	90.8	3.8
12/01/2022	17	0	6.6	91.7	3.5
12/01/2022	18	0.1	6.9	91.9	3.8
12/01/2022	19	0	6.8	92.2	3.1
12/01/2022	20	0	6.8	92.8	3.6
12/01/2022	21	0	7	92.7	4.4
12/01/2022	22	0	7.3	91.8	5
12/01/2022	23	0	7.4	90.8	5
13/01/2022	0	0	7.4	90.1	4.9
13/01/2022	1	0	7.4	89.5	5.4
13/01/2022	2	0	7.4	88.9	5
13/01/2022	3	0	7.4	87.5	5
13/01/2022	4	0	7.4	88.4	4.6
13/01/2022	5	0	7.6	86.9	5
13/01/2022	6	0.1	7.5	88	5.1
13/01/2022	7	0	7.3	88.3	5.2
13/01/2022	8	0.4	7	89.3	4.7
13/01/2022	9	20.2	7	89.2	4.9
13/01/2022	10	58.9	7.4	87.9	4.8
13/01/2022	11	87.9	7.8	86.1	5.5
13/01/2022	12	104.3	8.2	84.2	5.7
13/01/2022	13	136.2	8.2	84.4	5.3
13/01/2022	14	107.7	8.3	84.3	5
13/01/2022	15	34.9	7.9	84.2	5.3
13/01/2022	16	2.7	7.1	85.5	4.9
13/01/2022	17	0	6.7	87.2	4.6
13/01/2022	18	0	6.7	89.1	4.7
13/01/2022	19	0	6.9	89	5
13/01/2022	20	0	7.3	88.2	5.7
13/01/2022	21	0.1	7.8	88	6
13/01/2022	22	0.1	8.3	85.1	6.4
13/01/2022	23	0.1	8.8	81.7	7.4
14/01/2022	0	0.1	8.5	81.6	7.1
14/01/2022	1	0	8.5	80.8	7.8
14/01/2022	2	0	8.3	83.8	8.6
14/01/2022	3	0	8.2	85.2	8.9
14/01/2022	4	0	8.4	84.6	8.8
14/01/2022	5	0	8.3	85.3	8.7
14/01/2022	6	0.1	7.8	87.7	7
14/01/2022	7	0.1	6.8	80.2	6.3
14/01/2022	8	1.6	6.1	75.8	5.9
14/01/2022	9	36	6	75.8	5.9
14/01/2022	10	114.3	6	67.8	6.4
14/01/2022	11	167.2	6	70.5	5.3
14/01/2022	12	190.7	6.2	69.4	5.5
14/01/2022	13	172.4	6.2	66.3	5.2
14/01/2022	14	111.4	5.9	67.7	4.8
14/01/2022	15	41.2	5.1	71.4	3.6
14/01/2022	16	2.3	3.9	75.8	2.8
14/01/2022	17	0	3	78.8	2.1
14/01/2022	18	0	2.3	80.8	2.1
14/01/2022	19	0	2	81.4	1.4
14/01/2022	20	0	1.6	79.5	1.8
14/01/2022	21	0	0.6	82.7	1.3
14/01/2022	22	0	0.2	85	1.1
14/01/2022	23	0	0	86.8	0.9
15/01/2022	0	0	0	87.3	1.3
15/01/2022	1	0	-0.2	87.3	1.2
15/01/2022	2	0	-0.4	87.4	1.1
15/01/2022	3	0	-0.4	87.2	1.3
15/01/2022	4	0	-0.6	88.2	1.5
15/01/2022	5	0	-0.8	89.5	1.3
15/01/2022	6	0	-0.6	90.1	1.3
15/01/2022	7	0	-0.5	90.1	1.3
15/01/2022	8	2.7	-0.4	90.2	1.5
15/01/2022	9	39.8	0.2	90.4	1.6
15/01/2022	10	71.1	0.9	88.8	1.7
15/01/2022	11	100.6	1.7	86.5	1.9
15/01/2022	12	112.6	2.6	85.2	1.8
15/01/2022	13	92	3.2	85.2	1.6
15/01/2022	14	114.5	4.3	82.7	1.9
15/01/2022	15	33	4.4	83.1	2
15/01/2022	16	2.5	4.1	86.3	1.6
15/01/2022	17	0	3.7	88.1	2
15/01/2022	18	0	3.7	88.4	2.1
15/01/2022	19	0.2	4	89.1	2
15/01/2022	20	0.1	4.4	89.6	3.2
15/01/2022	21	0.1	4.4	90.1	2.8
15/01/2022	22	0.1	4.4	90.5	3.2
15/01/2022	23	0.1	4.3	91.4	3.6
16/01/2022	0	0	4.2	92.5	3.5
16/01/2022	1	0	4.1	93.3	3.6
16/01/2022	2	0	3.9	93.5	3.6
16/01/2022	3	0.1	3.9	93.6	3.2
16/01/2022	4	0.1	4	93	3.4
16/01/2022	5	0	3.8	91.6	3.1
16/01/2022	6	0	3.7	92.2	2.9
16/01/2022	7	0.1	3.9	92.6	3.1
16/01/2022	8	0.2	4.1	93.1	2.9
16/01/2022	9	6.6	4.2	93.5	3.6
16/01/2022	10	25.3	4.6	93.5	3.7
16/01/2022	11	57.9	5.1	93	3.8
16/01/2022	12	57.6	5.8	91.8	4
16/01/2022	13	62.1	6.4	88.2	4.8
16/01/2022	14	32.5	6.4	87.8	4.7
16/01/2022	15	20.5	6.6	87.4	5.4
16/01/2022	16	2.4	5.9	81.1	6.5
16/01/2022	17	0	4.7	76.1	6.2
16/01/2022	18	0	4.7	72.6	6.6
16/01/2022	19	0	4.6	71.1	6.7
16/01/2022	20	0	5	74.2	6.2
16/01/2022	21	0	5.3	79	7.1
16/01/2022	22	0	5.5	82.1	7
16/01/2022	23	0	5.9	84.3	7.1
17/01/2022	0	0.2	6.2	86.1	8.2
17/01/2022	1	0.4	6.2	90	8
17/01/2022	2	0.4	6.8	89.2	7.4
17/01/2022	3	0.8	6.6	88.6	8.3
17/01/2022	4	0.1	5.4	84	8.7
17/01/2022	5	0	5	75.7	9.1
17/01/2022	6	0	4.8	71.7	8.2
17/01/2022	7	0	4.3	71.7	6.7
17/01/2022	8	1.7	3	65.1	4.3
17/01/2022	9	50.4	2.4	65.8	3.6
17/01/2022	10	128.7	3.1	64.1	3.8
17/01/2022	11	192.1	3.8	56.3	5.3
17/01/2022	12	211.9	4.4	55.4	5.1
17/01/2022	13	192.8	4.6	59	4.6
17/01/2022	14	131.8	4.4	59.7	4.9
17/01/2022	15	55.3	3.7	64.7	4.7
17/01/2022	16	3.5	2.6	69.8	3.5
17/01/2022	17	0	2.1	73.9	2.7
17/01/2022	18	0	1.5	75.8	2
17/01/2022	19	0	1.6	77.2	2.7
17/01/2022	20	0	2	76.8	3.4
17/01/2022	21	0	2	79.8	2.7
17/01/2022	22	0	2.1	82.9	2.6
17/01/2022	23	0	2.3	85	2
18/01/2022	0	0	3	87.4	2.3
18/01/2022	1	0	3.5	88.4	3.1
18/01/2022	2	0	4.2	89.2	2.8
18/01/2022	3	0	4.4	90.6	3
18/01/2022	4	0.1	4.6	92	3.4
18/01/2022	5	0	5	91.7	2.6
18/01/2022	6	0.1	5.4	90.2	2.2
18/01/2022	7	0.3	5.8	88	4.6
18/01/2022	8	3.2	5.7	88.7	5
18/01/2022	9	26.5	5.4	90	4.2
18/01/2022	10	53.5	5.3	91.4	4.9
18/01/2022	11	74.7	5.6	89.5	5.2
18/01/2022	12	64.7	5.6	88.3	5.1
18/01/2022	13	81.9	5.9	85.8	4.4
18/01/2022	14	116.3	6.5	82.8	5
18/01/2022	15	51.8	5.8	83.5	4.6
18/01/2022	16	3.6	4.5	87.8	3
18/01/2022	17	0	4.1	89.1	2.3
18/01/2022	18	0	4.5	89.6	3.3
18/01/2022	19	0	4.7	91.3	3.7
18/01/2022	20	0	4.9	90.5	3.7
18/01/2022	21	0	4.8	89.5	3.4
18/01/2022	22	0	4.8	89.2	3.5
18/01/2022	23	0	4.5	88.4	3
19/01/2022	0	0	4.1	90	2.8
19/01/2022	1	0	4.3	90	3
19/01/2022	2	0	4.3	90.5	3.8
19/01/2022	3	0	4.8	91.4	4.2
19/01/2022	4	0	5.1	89.2	4.5
19/01/2022	5	0	4.9	87.5	4.8
19/01/2022	6	0.1	5.1	87.8	4.9
19/01/2022	7	0.2	5.3	87.9	4.8
19/01/2022	8	1	5.9	86.2	5
19/01/2022	9	6.6	6.2	84.3	5.3
19/01/2022	10	15.4	6	84.9	5.2
19/01/2022	11	19.3	5.8	86.5	5.7
19/01/2022	12	19	5.7	87.3	5.7
19/01/2022	13	20.5	5.5	90.4	5.4
19/01/2022	14	12.3	5.6	92	5.3
19/01/2022	15	13	5.9	92.4	4.9
19/01/2022	16	1.1	6.2	91.4	5.4
19/01/2022	17	1.3	4.9	86.1	6
19/01/2022	18	0	4.2	74.3	7.6
19/01/2022	19	0	3.4	62.9	8.3
19/01/2022	20	0	2.7	59.2	9
19/01/2022	21	0	2.4	60.9	8.6
19/01/2022	22	0	2	59.7	8.9
19/01/2022	23	0	1.6	58.5	8.2
20/01/2022	0	0	1	52.1	7.9
20/01/2022	1	0	0.5	52.7	7.2
20/01/2022	2	0	0.2	57.1	6.6
20/01/2022	3	0	0.2	52.2	6.9
20/01/2022	4	0	0.4	55.7	6.6
20/01/2022	5	0	1.1	59.1	7.1
20/01/2022	6	0	1	63.1	6.9
20/01/2022	7	0	1	63	6
20/01/2022	8	2.3	0.8	58.9	6.2
20/01/2022	9	59.5	0.6	59.2	5.8
20/01/2022	10	135.3	1	54.5	5.3
20/01/2022	11	198.7	1.4	49.2	5.7
20/01/2022	12	232.8	1.6	46.5	6.1
20/01/2022	13	215.8	1.7	44.3	6.1
20/01/2022	14	154.3	1.6	43.8	5.4
20/01/2022	15	70.6	1.1	46.8	5.1
20/01/2022	16	6.8	0.2	49.5	4.1
20/01/2022	17	0	-0.1	51.1	4
20/01/2022	18	0	-0.1	49.8	3.9
20/01/2022	19	0	0	52.6	3.3
20/01/2022	20	0	-0.3	60.9	2.9
20/01/2022	21	0	-0.5	63.9	2.8
20/01/2022	22	0	-0.8	66.9	2.8
20/01/2022	23	0	-0.9	69.2	2.8
21/01/2022	0	0	-1.5	72.9	2.1
21/01/2022	1	0	-1.4	73	2.2
21/01/2022	2	0	-1.5	71.2	2.5
21/01/2022	3	0	-1.3	69.9	2.1
21/01/2022	4	0	-1.7	73.2	1.8
21/01/2022	5	0	-1.4	74.9	2.2
21/01/2022	6	0.1	-1.5	74.8	1.9
21/01/2022	7	0	-0.5	72.6	2
21/01/2022	8	3.4	0	75.1	2.5
21/01/2022	9	32.7	1.1	77.9	3.1
21/01/2022	10	129.2	2.3	78.8	3.3
21/01/2022	11	162.1	3.5	79.9	3.1
21/01/2022	12	114.5	3.8	84.8	3.4
21/01/2022	13	72.3	4.5	90	3.6
21/01/2022	14	84.2	5.1	90.1	3.8
21/01/2022	15	19	5.3	90.8	4.1
21/01/2022	16	4.4	5.3	92.6	5.2
21/01/2022	17	1.1	5.5	91.6	4.3
21/01/2022	18	0	5.4	90.2	4.3
21/01/2022	19	0	4.5	90.3	3.5
21/01/2022	20	0	3.7	90.6	2.3
21/01/2022	21	0	3.3	91.4	0.8
21/01/2022	22	0	3	92.1	0.7
21/01/2022	23	0	2.6	92.9	0.4
22/01/2022	0	0	1.9	93.2	0.3
22/01/2022	1	0.3	1.2	93.8	0.4
22/01/2022	2	0	0.6	94.1	0.5
22/01/2022	3	0.5	0.4	94.7	0.8
22/01/2022	4	0.7	1.1	94.9	1
22/01/2022	5	1.3	1.5	95	1.1
22/01/2022	6	0.7	1.9	95.2	1.3
22/01/2022	7	1.1	2.6	95.2	0.8
22/01/2022	8	2.6	4.1	95.2	1.1
22/01/2022	9	21.8	4.7	95.4	1.8
22/01/2022	10	41.2	5	95.4	1.9
22/01/2022	11	65	5.4	95.3	2.1
22/01/2022	12	102.2	5.9	94.4	2.9
22/01/2022	13	65.9	6.2	90.4	3.3
22/01/2022	14	35.5	6	91.4	3.4
22/01/2022	15	19.2	5.8	92.7	3.5
22/01/2022	16	3.5	5.8	91.8	3.7
22/01/2022	17	0	5.5	92.1	3.6
22/01/2022	18	1.5	5.5	92.4	2.8
22/01/2022	19	0.9	5.6	91.6	3.3
22/01/2022	20	0.9	5.7	91.5	2.9
22/01/2022	21	0.3	5.9	91.7	3.1
22/01/2022	22	0.1	5.8	91.8	3.4
22/01/2022	23	0.1	5.7	93.1	3.6
23/01/2022	0	0	5.8	94.3	3.3
23/01/2022	1	0.1	6	94.9	3.4
23/01/2022	2	0.1	6.1	95.2	3.6
23/01/2022	3	0.1	6.1	95.4	3.6
23/01/2022	4	0.1	6.1	95.6	3.4
23/01/2022	5	0.1	6.1	95.6	3.8
23/01/2022	6	0.1	5.9	95.7	3.5
23/01/2022	7	0.1	5.8	95.7	3.5
23/01/2022	8	3	5.8	95.8	3.4
23/01/2022	9	22.1	6.2	95.9	2.4
23/01/2022	10	53.4	6.4	95.8	2.2
23/01/2022	11	83.7	7	95.7	2.6
23/01/2022	12	100.1	7.6	95.2	2.8
23/01/2022	13	61.9	7.6	94.2	3
23/01/2022	14	65.8	7.8	93.2	3.1
23/01/2022	15	17.1	7.4	92	3.8
23/01/2022	16	1.5	6.4	93.3	3.9
23/01/2022	17	0	6	94	3.6
23/01/2022	18	0	5.7	94.2	3.7
23/01/2022	19	0	5.9	93.8	3.3
23/01/2022	20	0	6	93	2.3
23/01/2022	21	0	6	93.1	2.5
23/01/2022	22	0	6	93.4	2.7
23/01/2022	23	0	6.1	91.8	3.1
24/01/2022	0	0	6.1	88.7	4
24/01/2022	1	0	5.7	89.8	4
24/01/2022	2	0	5.2	90.4	3.9
24/01/2022	3	0.1	5	90.7	4.1
24/01/2022	4	0.1	4.9	90.1	4
24/01/2022	5	0	4.8	90	3.6
24/01/2022	6	0	4.7	88.2	3.9
24/01/2022	7	0.1	4.6	87.7	4.1
24/01/2022	8	0.9	4.6	87.3	3.8
24/01/2022	9	6.7	4.7	87.2	3.5
24/01/2022	10	15.2	4.8	87.9	3.5
24/01/2022	11	25.1	4.8	88	3.5
24/01/2022	12	23.6	4.7	89.5	3.6
24/01/2022	13	26.3	4.7	89.4	3.7
24/01/2022	14	21.8	4.8	90.3	3.3
24/01/2022	15	24.8	5.1	90.7	3.1
24/01/2022	16	2.6	5.4	90	3.3
24/01/2022	17	0	5.6	89.7	3.4
24/01/2022	18	0	5.8	88.7	3.9
24/01/2022	19	0.1	5.9	88	3.8
24/01/2022	20	0.1	6	88	3.4
24/01/2022	21	0.1	6.1	88.3	3.1
24/01/2022	22	0.1	6.2	87	3.5
24/01/2022	23	0.2	6.2	87	3.9
25/01/2022	0	0.1	6.3	87.9	4.1
25/01/2022	1	0.1	6.3	89.5	4.5
25/01/2022	2	0.1	6	91.9	5.3
25/01/2022	3	0.2	6	93	4.2
25/01/2022	4	0.1	6	93.3	4.4
25/01/2022	5	0.1	5.6	92.8	4.5
25/01/2022	6	0	4.9	91.9	3.8
25/01/2022	7	0	4.3	91.7	3.1
25/01/2022	8	5.7	3.9	92.3	2.8
25/01/2022	9	69.3	4	92.9	2.7
25/01/2022	10	133.1	4.8	92.6	2.9
25/01/2022	11	200.1	5.5	90.7	3.2
25/01/2022	12	244.7	6.3	83	3.5
25/01/2022	13	229.7	6.8	77.4	3.9
25/01/2022	14	138.8	6.8	78.1	3.4
25/01/2022	15	41.4	6.4	82.4	3.2
