Date	Time	GlobRad	Tair	Rhair	Windspeed
28/10/2022	15	78.1	16.3	91.7	2.1
28/10/2022	16	20.7	15.7	92.2	2.3
28/10/2022	17	0.2	14.9	92.5	2.6
28/10/2022	18	0	14.8	92.5	3
28/10/2022	19	0.1	14.8	92.5	2
28/10/2022	20	1.8	14.7	92.5	2.4
28/10/2022	21	1.7	14.7	92.5	3.1
28/10/2022	22	1.6	14.7	92.5	3.6
28/10/2022	23	0.4	13.8	92	3.8
29/10/2022	0	0	12.2	89.7	3.6
29/10/2022	1	0	11.1	90.4	2.9
29/10/2022	2	0	10.5	90.8	2.6
29/10/2022	3	0	10.2	91.6	2.5
29/10/2022	4	0	10.1	92.4	2.3
29/10/2022	5	0	10.1	92.4	2.2
29/10/2022	6	0	10.2	92.4	2
29/10/2022	7	3.2	10.2	92.4	2.3
29/10/2022	8	43.8	10.9	92.5	2.4
29/10/2022	9	92.7	11.7	92.5	3
29/10/2022	10	156.7	12.4	92.5	2.9
29/10/2022	11	232.5	13.7	91.2	3
29/10/2022	12	237	14.6	86.3	3.4
29/10/2022	13	196.5	15	79.9	3.4
29/10/2022	14	126.1	14.6	80.3	2.7
29/10/2022	15	84.8	14.3	82.2	2.4
29/10/2022	16	13	13.6	88	1.6
29/10/2022	17	0	12.8	89.6	1.5
29/10/2022	18	0.1	12.4	91.6	1.3
29/10/2022	19	0	12.5	91.6	1.8
29/10/2022	20	0	12.5	91.6	1.4
29/10/2022	21	0	12.3	91.6	1.2
29/10/2022	22	0	12.1	91.9	1.4
29/10/2022	23	0.1	12	94.1	1.4
30/10/2022	0	0.3	12.1	94.1	1.3
30/10/2022	1	0	12	94.1	1.1
30/10/2022	2	0	11.5	94.1	1
30/10/2022	3	0.7	11.5	94.1	1.7
30/10/2022	4	0.3	11.6	94.1	2
30/10/2022	5	0.6	11.7	94.1	2.5
30/10/2022	6	0.1	12	94.1	2.5
30/10/2022	7	3.6	12.1	93.7	2.5
30/10/2022	8	42.7	12.2	93.3	1.8
30/10/2022	9	87.1	12.8	93.5	3.6
30/10/2022	10	90.3	13.2	94.2	3
30/10/2022	11	94.3	13.4	94.2	2.9
30/10/2022	12	86.9	13.7	94.2	2.4
30/10/2022	13	77.7	14.2	94.2	2.2
30/10/2022	14	71.7	14.9	94.2	1.9
30/10/2022	15	35.8	15.1	94.2	1.6
30/10/2022	16	8.9	14.6	94.2	1
30/10/2022	17	0	13.8	94.1	0.9
30/10/2022	18	0	13.5	94.1	0.6
30/10/2022	19	0.6	13.4	94.1	1.1
30/10/2022	20	0	13.7	94.1	1.1
30/10/2022	21	0.1	13.9	94.1	1.5
30/10/2022	22	0	13.8	94.2	1.3
30/10/2022	23	0	13.2	94.1	1
31/10/2022	0	0	13.1	94.1	1.8
31/10/2022	1	0	13.1	94.1	1.4
31/10/2022	2	0	13.1	94.1	1.4
31/10/2022	3	0	12.9	94.1	1.7
31/10/2022	4	0	12.2	94.1	1.7
31/10/2022	5	0	11.6	94.1	1.3
31/10/2022	6	0	11	94.1	0.8
31/10/2022	7	2.9	10.3	94.1	1
31/10/2022	8	26.8	11.2	94.1	1.3
31/10/2022	9	64.4	11.7	94.1	1.8
31/10/2022	10	96.7	12.1	94.1	1.7
31/10/2022	11	131.5	12.4	94.1	2.4
31/10/2022	12	148.9	12.7	94.1	2.4
31/10/2022	13	278.4	14.1	91.5	2.3
31/10/2022	14	137.5	14.1	89.5	2
31/10/2022	15	95.1	14.1	89.2	1.7
31/10/2022	16	20.8	13	91.7	1.4
31/10/2022	17	0	11.7	92.5	0.9
31/10/2022	18	0	10.9	92.5	0.6
31/10/2022	19	0	10.3	93.4	0.7
31/10/2022	20	0	10	93.5	1.2
31/10/2022	21	0.1	10.1	93.5	2.1
31/10/2022	22	0.2	10	93.5	2.3
31/10/2022	23	0	9.8	93.5	1.6
01/11/2022	0	0	8.8	93.6	2.1
01/11/2022	1	0.3	9.7	94.7	3.2
01/11/2022	2	1.3	10.3	94.7	4
01/11/2022	3	2.1	10.5	94.7	4.2
01/11/2022	4	0.6	10.8	94.7	5.1
01/11/2022	5	0.6	11.5	94.7	5.9
01/11/2022	6	0	11.8	94.7	5.6
01/11/2022	7	2.6	12.2	94.7	5.8
01/11/2022	8	5.8	12.1	94.7	6.1
01/11/2022	9	11.9	12.1	94.7	5.9
01/11/2022	10	16.9	12.3	94.7	5.6
01/11/2022	11	31.9	12.7	94.7	4.8
01/11/2022	12	74.8	13.3	94.7	4
01/11/2022	13	129.1	14.1	89.6	3.8
01/11/2022	14	80.4	13.5	82.3	4.6
01/11/2022	15	27.6	13	86.6	4
01/11/2022	16	13.6	12.4	91.9	3.3
01/11/2022	17	1.1	12.3	92	3.2
01/11/2022	18	0	12.2	93.6	3.4
01/11/2022	19	1.1	12.6	93.6	4.4
01/11/2022	20	0.9	12.7	93.2	4.5
01/11/2022	21	1.3	13	89.6	4.3
01/11/2022	22	0	13.1	84.6	4.8
01/11/2022	23	0	13.1	79.2	5
02/11/2022	0	0	12.6	80.4	5
02/11/2022	1	0	12.2	82.6	5
02/11/2022	2	0	11.8	85.4	4.8
02/11/2022	3	0	11.7	86.8	4
02/11/2022	4	0	11.6	88.6	4.2
02/11/2022	5	0	11.7	88.8	4.4
02/11/2022	6	0.6	10.6	92.3	4.4
02/11/2022	7	3.2	9.8	92.2	4.6
02/11/2022	8	45.7	9.2	93.5	4.3
02/11/2022	9	84.3	9.3	93.4	4.3
02/11/2022	10	141	9.5	91.8	4.5
02/11/2022	11	223.4	10.3	89.3	3.7
02/11/2022	12	212.4	11.1	85.4	4.2
02/11/2022	13	175	11.4	81.8	4.1
02/11/2022	14	119.7	11.5	73.2	4.4
02/11/2022	15	73.3	11	78.4	3.3
02/11/2022	16	11.2	10.3	83.7	2.9
02/11/2022	17	0	9.5	86	2.3
02/11/2022	18	0	8.9	90.4	2.1
02/11/2022	19	0	7.9	92.4	2
02/11/2022	20	0	7.5	92.4	2.4
02/11/2022	21	0	7.2	92.4	2.5
02/11/2022	22	0	7.2	92.4	3.2
02/11/2022	23	0	7.7	92.6	4
03/11/2022	0	0	8.3	93.5	4.2
03/11/2022	1	0	8.8	93.5	4.3
03/11/2022	2	0	8.7	93.5	4.5
03/11/2022	3	0	8.9	92	4.7
03/11/2022	4	0	8.7	91.1	5.1
03/11/2022	5	0	8.7	89.7	5.6
03/11/2022	6	0	9	88	6
03/11/2022	7	2.4	8.8	90.8	6.1
03/11/2022	8	40.4	9.1	89.4	5.7
03/11/2022	9	150.3	9.6	89.1	5.5
03/11/2022	10	112.1	9.9	88	5.4
03/11/2022	11	133.7	10.3	87.6	5.1
03/11/2022	12	145.4	11.1	84	5.2
03/11/2022	13	116.9	11.1	82.6	5.3
03/11/2022	14	87.6	10.9	84.8	4.9
03/11/2022	15	42.7	11	85.6	5
03/11/2022	16	6.3	10.6	87.9	4.8
03/11/2022	17	0	10.3	89.7	4.8
03/11/2022	18	0	10.3	90.8	5.1
03/11/2022	19	0	10.3	90.8	5.2
03/11/2022	20	0	10.4	90	4.6
03/11/2022	21	0	10.3	90.2	4.7
03/11/2022	22	0	10.4	91.6	5
03/11/2022	23	0	10.1	91.8	4.4
04/11/2022	0	0	9.6	91.8	4.8
04/11/2022	1	0	9.8	88.3	4.7
04/11/2022	2	0	9.9	88.5	3.9
04/11/2022	3	0	9.9	90.6	4.1
04/11/2022	4	0.1	9.9	91.3	4.3
04/11/2022	5	0	9.8	91.6	4.1
04/11/2022	6	0	9.7	93.1	4.2
04/11/2022	7	0.2	9.6	93.6	4.3
04/11/2022	8	4.8	9.5	94.7	4.2
04/11/2022	9	19.7	9.8	95.2	3.9
04/11/2022	10	36.3	10.4	95.2	4.4
04/11/2022	11	106	11	91	6.2
04/11/2022	12	88.5	10.7	88.6	7.1
04/11/2022	13	127.8	10.7	86.8	7.7
04/11/2022	14	64.8	10.1	83.4	8.6
04/11/2022	15	33.7	9.4	87.6	8.4
04/11/2022	16	4.3	8.7	90.4	7.7
04/11/2022	17	0.1	8.5	93.6	6.3
04/11/2022	18	0.1	8.4	94.8	5.8
04/11/2022	19	0.1	8	95.4	5.6
04/11/2022	20	0.1	8	95.4	4.8
04/11/2022	21	0.1	8.2	93.8	3.7
04/11/2022	22	0	8.1	88.5	3.1
04/11/2022	23	0.1	8	91.1	3.3
05/11/2022	0	0	7.8	91.8	3.1
05/11/2022	1	0	7.9	91.8	3
05/11/2022	2	0	7.7	92.8	2.7
05/11/2022	3	0	7.5	93.5	2.8
05/11/2022	4	0	7.6	94	2.9
05/11/2022	5	0	7.6	94	2.5
05/11/2022	6	0	7.4	94	2.3
05/11/2022	7	1.2	7.2	94	1.9
05/11/2022	8	38.6	7	94	1.3
05/11/2022	9	127.5	8.4	94	2.1
05/11/2022	10	175.5	9.7	92.6	2.6
05/11/2022	11	199.9	10.4	89.2	2.9
05/11/2022	12	277.9	11.2	85	2.9
05/11/2022	13	147.3	9.6	85.5	3
05/11/2022	14	130.4	9.6	89.9	2.3
05/11/2022	15	60.4	9.9	88.8	2
05/11/2022	16	5.4	9.4	91	1.7
05/11/2022	17	0	7.9	92.4	1.5
05/11/2022	18	0	7.7	92.4	2.1
05/11/2022	19	0	7.8	92.4	2
05/11/2022	20	0	7.7	92.4	2.7
05/11/2022	21	1.1	8.2	92.4	3.1
05/11/2022	22	1.8	8.4	92.4	3.3
05/11/2022	23	0	8.5	92.4	3.8
06/11/2022	0	0	9.1	92.4	4.2
06/11/2022	1	0	9.5	92.4	4.3
06/11/2022	2	0	9.4	92.4	5
06/11/2022	3	0.1	9.4	92.4	5.2
06/11/2022	4	0.1	9.2	93	5.5
06/11/2022	5	0.1	9.3	94	5.6
06/11/2022	6	0	9.6	94.1	4.8
06/11/2022	7	1	10.4	94.1	3.2
06/11/2022	8	33.7	11.3	94.1	2.6
06/11/2022	9	62.4	11.4	94.1	2
06/11/2022	10	77.1	11.2	94.1	2
06/11/2022	11	97.3	11.5	94.1	2.3
06/11/2022	12	170.4	11.9	94	2.1
06/11/2022	13	142.4	12.3	90.8	2.6
06/11/2022	14	63.8	12.3	90.3	2.3
06/11/2022	15	31.3	12	90.5	3.9
06/11/2022	16	1.9	11.3	92.5	4.1
06/11/2022	17	0	10.7	93.6	4
06/11/2022	18	0	10	93.7	4.6
06/11/2022	19	0	9.6	93.8	4.5
06/11/2022	20	0.1	9.6	93.8	4.5
06/11/2022	21	1.8	9.7	93.8	5.3
06/11/2022	22	0.6	9.7	93.8	5.1
06/11/2022	23	1	9.3	91.4	5.4
07/11/2022	0	0	8.4	91.6	5.4
07/11/2022	1	1.1	7.8	93.2	5.3
07/11/2022	2	0.8	7.8	93.5	5.9
07/11/2022	3	0	7.8	93.5	6.3
07/11/2022	4	0.7	8.5	93.5	6.3
07/11/2022	5	0	9.7	93.5	5.1
07/11/2022	6	0	10.3	93.5	4.3
07/11/2022	7	0.8	10.1	93.5	4.3
07/11/2022	8	17.8	9.6	93.5	3.9
07/11/2022	9	69.8	9.8	93.5	4.1
07/11/2022	10	96.8	10.2	93.5	3.5
07/11/2022	11	189.2	10.6	93.4	3.2
07/11/2022	12	184.6	11.6	89.8	3.5
07/11/2022	13	224.1	12	86.9	3.8
07/11/2022	14	103	12.1	81	3.6
07/11/2022	15	39.6	11.3	81.4	4.1
07/11/2022	16	9.7	10.5	90	2.4
07/11/2022	17	0	9.9	90.2	1.6
07/11/2022	18	0	9.2	91.1	1.9
07/11/2022	19	0	8.7	92.9	2
07/11/2022	20	0.2	9.4	93	2.3
07/11/2022	21	0	10.1	93	2.4
07/11/2022	22	0	10.4	93	2.7
07/11/2022	23	0	10.4	93.3	2.8
08/11/2022	0	0	11	93.8	2.4
08/11/2022	1	0.3	11.8	93.8	2.1
08/11/2022	2	0.4	12.1	93.8	1.9
08/11/2022	3	0.1	11.9	93.8	1.8
08/11/2022	4	0	12	93.8	2.6
08/11/2022	5	0	12.1	93.8	2.9
08/11/2022	6	0.4	12.5	93.8	2.2
08/11/2022	7	2.1	12.6	93.8	2.6
08/11/2022	8	10.5	12.4	93.8	3.3
08/11/2022	9	49.6	12.4	93.7	4.1
08/11/2022	10	93.8	12.5	92.7	3.9
08/11/2022	11	118.6	12.6	90.8	4.1
08/11/2022	12	138.7	12.8	89.8	4.1
08/11/2022	13	141.9	12.7	86.8	4.9
08/11/2022	14	100	12.7	83	5.1
08/11/2022	15	44.9	12.2	83.3	5
08/11/2022	16	5.9	11.9	85.6	4.2
08/11/2022	17	0.7	11.3	91.2	3.8
08/11/2022	18	2.4	11.2	92.4	3.8
08/11/2022	19	0.4	11.5	91.9	3.5
08/11/2022	20	0.1	11.9	90.9	3.4
08/11/2022	21	0	11.6	90.2	3.2
08/11/2022	22	0	11.6	90.3	3.6
08/11/2022	23	0.1	11.3	91.6	3.7
09/11/2022	0	0	11	92.2	3.3
09/11/2022	1	0	10.8	91.9	3.9
09/11/2022	2	0.1	11.4	90.7	4.5
09/11/2022	3	0	11.6	89.2	4.2
09/11/2022	4	0	11.4	90	4.1
09/11/2022	5	0	11.3	90.2	4.2
09/11/2022	6	0.1	11.6	89.7	4.2
09/11/2022	7	0.9	11.4	90.2	4
09/11/2022	8	35.2	11.5	90.6	3.9
09/11/2022	9	29	11.5	92.4	3.7
09/11/2022	10	115.2	11.6	92.5	3.5
09/11/2022	11	245.7	12.2	89.8	4.1
09/11/2022	12	173	12.9	86.4	3.8
09/11/2022	13	132.7	13.1	84.9	3.3
09/11/2022	14	154.6	12.7	85.9	2.9
09/11/2022	15	56.6	12.6	82.2	2.7
09/11/2022	16	4.6	11.6	86.6	1.9
09/11/2022	17	0	10.9	92.2	2.2
09/11/2022	18	0	10.8	92.4	2.6
09/11/2022	19	0	10.8	93.5	3
09/11/2022	20	0	9.7	93.5	3.1
09/11/2022	21	0	9.4	93.5	2.7
09/11/2022	22	0	9.2	93.5	2.4
09/11/2022	23	0	9	93.5	1.5
10/11/2022	0	0	8.8	93.5	1.7
10/11/2022	1	0	8.7	93.5	1.7
10/11/2022	2	0	8.2	93.5	1.7
10/11/2022	3	0	7.9	93.5	1.8
10/11/2022	4	0	7.6	93.5	1.3
10/11/2022	5	0	7	93.5	1.7
10/11/2022	6	0	7.1	93.5	2
10/11/2022	7	3.5	7.4	93.5	2.4
10/11/2022	8	11.8	8.1	93.5	2.4
10/11/2022	9	31.9	8.9	93.5	2.7
10/11/2022	10	53.2	9.9	93.5	2.8
10/11/2022	11	64	10.5	93.5	3.2
10/11/2022	12	70.1	11.1	93.5	3.8
10/11/2022	13	47.2	11.4	93.5	3.8
10/11/2022	14	37.6	12.2	93.6	3.9
10/11/2022	15	18.9	12.2	93.6	4
10/11/2022	16	4.3	12.4	93.5	4.1
10/11/2022	17	0.1	12.7	93.5	4.2
10/11/2022	18	0	12.8	93.2	4.5
10/11/2022	19	0.2	12.9	92.5	3.9
10/11/2022	20	0.4	13.1	92.5	4.6
10/11/2022	21	0.1	13.3	90.8	5.2
10/11/2022	22	0	13.1	90.7	4.9
10/11/2022	23	0.1	13.3	90	5.2
11/11/2022	0	0	13.4	89.7	5.1
11/11/2022	1	0.1	13.5	89.7	4.8
11/11/2022	2	0.2	13.6	89.7	4.5
11/11/2022	3	0.3	13.6	89.7	4.7
11/11/2022	4	0.1	13.6	89.7	4.8
11/11/2022	5	0.1	13.5	89.7	4.9
11/11/2022	6	0.3	13.4	89.7	4.7
11/11/2022	7	0.7	13.4	89.1	5
11/11/2022	8	4.5	13.5	88.3	5
11/11/2022	9	16.5	13.8	88.3	4.7
11/11/2022	10	29.5	13.9	88.3	4.5
11/11/2022	11	26.8	14	88.3	4.9
11/11/2022	12	37.1	14.1	88.3	4.8
11/11/2022	13	66.5	14.3	87.1	5.1
11/11/2022	14	40.6	14.3	85.9	5.2
11/11/2022	15	18	14.2	85.1	5
11/11/2022	16	3	14.1	85.5	4.8
11/11/2022	17	0	14	85.9	4.7
11/11/2022	18	0.1	14	85.8	4.6
11/11/2022	19	0.2	13.8	87	4.9
11/11/2022	20	0	13.8	87.5	4.9
11/11/2022	21	0.1	13.7	87.5	4.8
11/11/2022	22	0	13.5	88.3	4.8
11/11/2022	23	0	13.4	89.2	4.8
12/11/2022	0	0	13.3	90.4	4.6
12/11/2022	1	0.1	13.2	91.4	3.8
12/11/2022	2	0.2	13.4	91.6	3.7
12/11/2022	3	0.1	13.4	91.6	3.7
12/11/2022	4	0.1	13.6	91.6	3.3
12/11/2022	5	0.1	13.5	91.6	3.3
12/11/2022	6	0.1	13.4	91.6	2.9
12/11/2022	7	0.2	13.1	92.8	2.6
12/11/2022	8	6.5	12.8	93.6	1.8
12/11/2022	9	24.9	12.8	93.6	2.1
12/11/2022	10	37.4	13	93.6	2.4
12/11/2022	11	76	13.1	93.6	2.7
12/11/2022	12	76.2	13.6	93.5	1.8
12/11/2022	13	53.8	13.9	93.5	1.7
12/11/2022	14	44.3	14	93.5	1.5
12/11/2022	15	11.1	14	93.6	1.6
12/11/2022	16	1.5	13.8	92.6	1.4
12/11/2022	17	0	13.3	92.9	1.1
12/11/2022	18	0	12.9	93.8	1.4
12/11/2022	19	0	12.6	93.8	1.2
12/11/2022	20	0	12.3	93.7	1.4
12/11/2022	21	0	11.9	93.8	1.5
12/11/2022	22	0	11.7	93.8	0.8
12/11/2022	23	1.4	11.4	93.7	1.1
13/11/2022	0	2.5	11.2	92.8	1.3
13/11/2022	1	1.6	10.8	91.2	0.8
13/11/2022	2	0	10.3	90.2	1
13/11/2022	3	0	9.7	92	1.1
13/11/2022	4	0.1	9.3	93	0.4
13/11/2022	5	0.7	9.4	93.2	0.5
13/11/2022	6	0.3	9.4	93.2	0.6
13/11/2022	7	0.3	9.4	93.1	0.9
13/11/2022	8	5.6	9.5	93	0.6
13/11/2022	9	35.2	9.8	93	0.9
13/11/2022	10	115	10.3	91.6	1.3
13/11/2022	11	214	11	89.7	2.6
13/11/2022	12	257.8	11.6	83	2.9
13/11/2022	13	233.5	11.9	78.2	2.7
13/11/2022	14	128.1	11.3	81.6	2.6
13/11/2022	15	46.1	10.2	87	2.2
13/11/2022	16	3.3	9.6	89	2.6
13/11/2022	17	0	9.5	89.1	2.4
13/11/2022	18	0.4	9.4	89.1	2.3
13/11/2022	19	0	9.3	88.5	2.7
13/11/2022	20	0	9.3	88.5	2.4
13/11/2022	21	0	9.5	88.7	2.2
13/11/2022	22	0.1	9.6	89.4	3.2
13/11/2022	23	0.1	9.5	89.7	3.8
14/11/2022	0	0	9.2	92.3	2.7
14/11/2022	1	0	9.1	93.5	2.4
14/11/2022	2	0.1	9.2	93.5	2.3
14/11/2022	3	0	9.4	93.5	2.4
14/11/2022	4	0	9.5	93.5	2.8
14/11/2022	5	0	9.8	93.5	3.5
14/11/2022	6	0.2	9.9	93.5	3.3
14/11/2022	7	0.3	9.7	93.5	3.3
14/11/2022	8	6	9.8	93.5	3.2
14/11/2022	9	35	9.7	93.5	3.7
14/11/2022	10	75.9	10	92.1	4.4
14/11/2022	11	87.7	10.2	90.2	4.3
14/11/2022	12	60.7	10	88.9	4.6
14/11/2022	13	73.6	10	88.9	3.8
14/11/2022	14	86.4	10.1	89.8	4.3
14/11/2022	15	23.3	9.7	90.4	3.7
14/11/2022	16	3.2	9.2	90.1	4
14/11/2022	17	0.1	9	89.2	4.5
14/11/2022	18	0	9	89.7	4.1
14/11/2022	19	0.1	9	90.2	4.2
14/11/2022	20	0	9.1	89.8	4.3
14/11/2022	21	0.1	8.8	89.3	3.6
14/11/2022	22	0.1	8.7	89.8	3.3
14/11/2022	23	0	8.4	90.8	3.1
15/11/2022	0	0	8.4	91.5	2.7
15/11/2022	1	0.1	8.4	91.5	2.7
15/11/2022	2	0.2	8.3	91.3	3
15/11/2022	3	0.1	8.3	90.2	2.8
15/11/2022	4	0	8.3	90.2	3.5
15/11/2022	5	0	8.2	90.5	3.4
15/11/2022	6	0.1	8.1	88.8	3.2
15/11/2022	7	0.5	8.2	89.2	3
15/11/2022	8	4	8.5	89.6	3.4
15/11/2022	9	4.9	8.5	90	4
15/11/2022	10	15	8.3	91.2	4.1
15/11/2022	11	39.9	8.2	94.2	4.6
15/11/2022	12	43.1	8.5	93.9	4.8
15/11/2022	13	22	8.4	92.2	5
15/11/2022	14	37.8	8.3	92.6	5.1
15/11/2022	15	19	8.7	92.9	4.5
15/11/2022	16	2	8.9	92.5	4.4
15/11/2022	17	0	9	91.9	4.6
15/11/2022	18	0.2	9	91.9	4
15/11/2022	19	0	9	93	4.7
15/11/2022	20	0	8.6	94.6	5.1
15/11/2022	21	0.2	8.5	93.7	5.1
15/11/2022	22	0.3	8.4	94.3	4.4
15/11/2022	23	0.9	8.5	95.2	4.6
16/11/2022	0	2.7	9.2	92	5.1
16/11/2022	1	0.1	9.2	90.6	5.5
16/11/2022	2	0.1	8.5	93.7	5.4
16/11/2022	3	0	8	94.8	5.7
16/11/2022	4	0.1	7.4	95.2	5.6
16/11/2022	5	1.8	7.2	95.2	5.6
16/11/2022	6	2.7	7.7	89.3	5.5
16/11/2022	7	0.3	8.1	80.5	5.7
16/11/2022	8	5.5	8.2	73.4	6.1
16/11/2022	9	24.2	8.3	71	6.2
16/11/2022	10	45.1	8.4	66.7	6.8
16/11/2022	11	52.7	8.4	64.4	6.8
16/11/2022	12	37.5	8.3	66	5.8
16/11/2022	13	32.2	8.3	67.1	6.2
16/11/2022	14	14.1	8.3	66.1	6.4
16/11/2022	15	5.1	8.2	64.7	6.3
16/11/2022	16	1.8	8.1	62.5	6.5
16/11/2022	17	0	8	61	6.5
16/11/2022	18	0.1	7.7	63.5	5.8
16/11/2022	19	0	7.4	61.3	5.8
16/11/2022	20	0	7.1	63.3	5.2
16/11/2022	21	0	6.9	66.6	5.5
16/11/2022	22	0	6.8	65	6.4
16/11/2022	23	0.1	6.7	65.5	6
17/11/2022	0	0	6.3	71.3	5.8
17/11/2022	1	0	6.1	70.7	6
17/11/2022	2	0	6.1	70.2	6.1
17/11/2022	3	0.1	5.8	71.3	5.9
17/11/2022	4	0.1	5.5	72.9	5.8
17/11/2022	5	0.1	5.7	70.6	6.4
17/11/2022	6	0	5.7	70	6.8
17/11/2022	7	0.1	5.7	66	6.6
17/11/2022	8	8	5.6	64.8	7
17/11/2022	9	20.2	5.6	67.8	6.3
17/11/2022	10	51.7	5.8	67.4	6.7
17/11/2022	11	76.6	6	66.3	7.8
17/11/2022	12	74.6	6.1	65.7	6.9
17/11/2022	13	74.7	6.2	62.9	6.8
17/11/2022	14	59.3	6.1	62.6	7.1
17/11/2022	15	24.7	5.7	62.9	6.8
17/11/2022	16	1.7	5.4	64.8	6.5
17/11/2022	17	0	5.4	65.2	6.4
17/11/2022	18	0	5.3	64.9	6.7
17/11/2022	19	0	5.4	63.5	6.7
17/11/2022	20	0	5.3	65.7	5.9
17/11/2022	21	0	5.4	65.8	5.9
17/11/2022	22	0	5.2	70.8	5.3
17/11/2022	23	0	5.2	72.9	5.8
18/11/2022	0	0	5.1	72	5.2
18/11/2022	1	0	5.2	71.1	5.8
18/11/2022	2	0	5.1	72.5	5.1
18/11/2022	3	0	4.9	73.9	4.3
18/11/2022	4	0	4.5	79.7	4.2
18/11/2022	5	0.1	3.7	86.7	4
18/11/2022	6	0	3.5	92	4.3
18/11/2022	7	0.6	4	91.5	4.3
18/11/2022	8	8.8	4	89.4	4.5
18/11/2022	9	77.4	3.9	88.5	4.5
18/11/2022	10	98.6	4.5	80.6	4.8
18/11/2022	11	126.4	4.9	71.9	5.1
18/11/2022	12	155	5.2	63.1	5.1
18/11/2022	13	158.7	5.3	59.2	4.7
18/11/2022	14	84.3	4.9	59.5	4.1
18/11/2022	15	21.4	4.7	60.9	4
18/11/2022	16	2.7	4.2	67.5	3.3
18/11/2022	17	0	3.9	71	2.2
18/11/2022	18	0	3.8	71.2	1.8
18/11/2022	19	0	3.3	59	3.8
18/11/2022	20	0	3.2	61.4	3.1
18/11/2022	21	0	2.8	61.7	2.6
18/11/2022	22	0	1.9	65.8	1.6
18/11/2022	23	0	2.1	68.9	1.9
19/11/2022	0	0	1.6	77.4	1.5
19/11/2022	1	0	1.5	88.3	2.1
19/11/2022	2	0	1.3	94.8	1.9
19/11/2022	3	0	0.9	95.7	1.2
19/11/2022	4	0	0.7	92.2	1.6
19/11/2022	5	0	-0.1	85.2	1.5
19/11/2022	6	0.6	-0.2	80.3	1.5
19/11/2022	7	1	-0.1	80.5	0.8
19/11/2022	8	5.8	0	83.6	1.3
19/11/2022	9	24.7	1.2	75.2	2
19/11/2022	10	36.9	1.6	76.5	1.9
19/11/2022	11	53.4	1.5	88.1	2.5
19/11/2022	12	50.3	1.6	90.8	2.4
19/11/2022	13	37.8	1.4	93.4	1.9
19/11/2022	14	26.7	1.4	94.2	2
19/11/2022	15	9.5	1.1	95.1	1.6
19/11/2022	16	1.8	1.2	95.1	2.3
19/11/2022	17	2.3	1.2	94.3	2
19/11/2022	18	1.5	1.2	91.4	2.1
19/11/2022	19	0.5	1.2	88.7	2.1
19/11/2022	20	0	1.1	87.5	2.1
19/11/2022	21	0	1.1	85.4	2.6
19/11/2022	22	0	1	86.1	2.4
19/11/2022	23	0.1	0.2	94.4	1.2
20/11/2022	0	0	-0.1	95.2	1.6
20/11/2022	1	0	0	95.3	1.5
20/11/2022	2	0	-0.2	93	2.2
20/11/2022	3	0	-0.4	85.2	1.4
20/11/2022	4	0	-0.6	92.6	2.5
20/11/2022	5	0.1	-0.9	95.9	0.9
20/11/2022	6	0	-1.4	95.8	0.9
20/11/2022	7	0	-1.9	95.8	0.9
20/11/2022	8	17.8	-2.1	94.3	1.1
20/11/2022	9	174.6	-1.7	92.2	1.1
20/11/2022	10	210.7	-0.2	92.8	2
20/11/2022	11	64.3	-0.4	95	1.2
20/11/2022	12	94.2	-0.4	95.1	1.1
20/11/2022	13	66.3	-0.3	95.1	0.9
20/11/2022	14	64.2	-0.1	95.1	1.3
20/11/2022	15	23.6	-0.1	95.1	0.7
20/11/2022	16	1.3	-0.6	95.1	0.3
20/11/2022	17	0	-1.3	95	0.4
20/11/2022	18	0	-1.6	95	0.8
20/11/2022	19	0	-2.1	95	0.8
20/11/2022	20	0	-2.4	95	0.7
20/11/2022	21	0	-2.2	95	0.9
20/11/2022	22	0	-1.5	95	1.3
20/11/2022	23	0	-0.8	95.1	1.3
21/11/2022	0	0	-0.5	95.1	1.6
21/11/2022	1	0	-0.5	95.1	1.8
21/11/2022	2	0	-0.8	95.1	1.7
21/11/2022	3	0	-0.6	95.1	1.6
21/11/2022	4	0	-0.7	95.1	1.3
21/11/2022	5	0	-0.8	95.1	1.5
21/11/2022	6	0	-0.9	95.1	1.4
21/11/2022	7	0	-1.2	95	1.1
21/11/2022	8	6.6	-1.7	95	0.7
21/11/2022	9	56.2	-1.6	95	0.5
21/11/2022	10	164.7	-0.9	95	1.3
21/11/2022	11	251	-0.3	95.1	1.3
21/11/2022	12	199.7	0.1	95.1	0.8
21/11/2022	13	114.4	0.4	92.8	0.8
21/11/2022	14	107.6	0.9	86.2	0.5
21/11/2022	15	29.5	0.3	86.1	0.2
21/11/2022	16	2.5	-1	91.3	0.8
21/11/2022	17	0	-1.6	93	0.6
21/11/2022	18	0	-3	93.9	0.3
21/11/2022	19	0	-3.5	94.8	0.3
21/11/2022	20	0	-4.2	95.1	0.1
21/11/2022	21	0	-4.3	95	0.3
21/11/2022	22	0	-4.8	95	0.5
21/11/2022	23	0	-4.1	95	0.7
22/11/2022	0	0.1	-3.4	95	0.7
22/11/2022	1	0.8	-2.4	95	1.4
22/11/2022	2	0.2	-1.8	95	1.8
22/11/2022	3	0.1	-1.4	95.1	1.9
22/11/2022	4	0	-1.1	95.1	1.8
22/11/2022	5	0	-0.9	95.1	1.7
