Date	Tavg	RHmax
01/01/2012	0.2	100
02/01/2012	-0.2	100
03/01/2012	-0.1	100
04/01/2012	1.5	99.2
05/01/2012	-1.5	91.8
06/01/2012	-2.2	87.4
07/01/2012	-0.9	100
08/01/2012	-3.6	99.8
09/01/2012	-6.6	100
10/01/2012	-4.4	100
11/01/2012	0.4	100
12/01/2012	2.5	93.9
13/01/2012	2.9	54.8
14/01/2012	-0.7	86
15/01/2012	-4.2	98.9
16/01/2012	-4.1	99.7
17/01/2012	-4.5	99.4
18/01/2012	-5.7	100
19/01/2012	-1.6	100
20/01/2012	-8.6	99.3
21/01/2012	-4.6	100
22/01/2012	-1.9	100
23/01/2012	-4.8	98.9
24/01/2012	-5.1	98.3
25/01/2012	-6.6	94.9
26/01/2012	-3.9	96.3
27/01/2012	-1.8	95.3
28/01/2012	-3.1	95.1
29/01/2012	-3.8	87.8
30/01/2012	-4.2	84
31/01/2012	-7.6	86.1
01/02/2012	-10.5	89.8
02/02/2012	-9.6	88.3
03/02/2012	-13	87.2
04/02/2012	-14.1	92.7
05/02/2012	-8.6	96.1
06/02/2012	-3.4	88.6
07/02/2012	-7.2	98.4
08/02/2012	-6.4	99.6
09/02/2012	-8.4	96.6
10/02/2012	-9.2	97.1
11/02/2012	-11.1	99.1
12/02/2012	-7.3	100
13/02/2012	-9.2	98.8
14/02/2012	-4.5	100
15/02/2012	1.7	82.1
16/02/2012	-0.1	97.5
17/02/2012	-1.6	97.6
18/02/2012	1.7	100
19/02/2012	0.5	99.2
20/02/2012	-0.8	92.3
21/02/2012	1.8	95.8
22/02/2012	3.5	99.7
23/02/2012	6.4	86.5
24/02/2012	3.9	100
25/02/2012	4.5	85.2
26/02/2012	-2.2	92.1
27/02/2012	0.2	100
28/02/2012	7.4	98
29/02/2012	3.2	100
01/03/2012	6.3	100
02/03/2012	2.9	89.8
03/03/2012	-1.3	96.2
04/03/2012	-1.4	95
05/03/2012	-1.3	90.8
06/03/2012	-0.9	93
07/03/2012	0.7	100
08/03/2012	0.2	100
09/03/2012	4	100
10/03/2012	5.2	96.9
11/03/2012	6.7	86.6
12/03/2012	9.2	91.2
13/03/2012	10.8	73.9
14/03/2012	3.8	96.7
15/03/2012	2.6	100
16/03/2012	3.9	98.8
17/03/2012	4.9	100
18/03/2012	3.4	97.5
19/03/2012	4	74.2
20/03/2012	8.4	90
21/03/2012	10.6	89.4
22/03/2012	9.3	96
23/03/2012	7.4	94.5
24/03/2012	7.5	99.9
25/03/2012	8.3	90.7
26/03/2012	10.1	98.2
27/03/2012	13.3	94.6
28/03/2012	10.2	72.8
29/03/2012	7.9	80.1
30/03/2012	6.3	80.9
31/03/2012	3.7	78.3
01/04/2012	3.2	90.1
02/04/2012	1.2	53.1
03/04/2012	0.2	76.3
04/04/2012	1.2	81.4
05/04/2012	2.5	88
06/04/2012	2.6	93.8
07/04/2012	0.5	68.3
08/04/2012	0.7	88.4
09/04/2012	2	99.3
10/04/2012	5	99.8
11/04/2012	4.5	98.9
12/04/2012	4.5	99
13/04/2012	5.7	99.4
14/04/2012	5.6	97.7
15/04/2012	2.9	98.9
16/04/2012	2.5	98.1
17/04/2012	2.4	96.9
18/04/2012	1.8	99.3
19/04/2012	6.3	97.7
20/04/2012	4.9	94.6
21/04/2012	3.8	96.6
22/04/2012	4.5	97.3
23/04/2012	5.4	99.4
24/04/2012	5.5	100
25/04/2012	6.9	97.6
26/04/2012	7	99.3
27/04/2012	7.1	96.4
28/04/2012	6.9	98.5
29/04/2012	8.4	87.2
30/04/2012	7.4	94.1
01/05/2012	10.5	97.3
02/05/2012	11.6	95.5
03/05/2012	11.3	72.6
04/05/2012	8.7	94.4
05/05/2012	5.3	96.3
06/05/2012	4.5	86.9
07/05/2012	5.5	95.1
08/05/2012	6.3	99.1
09/05/2012	9.9	98.4
10/05/2012	7.2	98.9
11/05/2012	8.3	93.9
12/05/2012	9.7	86.5
13/05/2012	8.2	82.4
14/05/2012	9.3	84.2
15/05/2012	8.7	94.6
16/05/2012	10.1	94.3
17/05/2012	8.6	93.8
18/05/2012	9.2	95.8
19/05/2012	10.2	94
20/05/2012	12.2	94.2
21/05/2012	15.5	87
22/05/2012	18.5	84.1
23/05/2012	18.3	94.2
24/05/2012	19.7	93.1
25/05/2012	21.8	94.6
26/05/2012	20.2	82.9
27/05/2012	18.5	86
28/05/2012	15.6	81
29/05/2012	10.6	84.5
30/05/2012	11.7	87.1
31/05/2012	11.2	93.9
01/06/2012	8.2	92.6
02/06/2012	9.5	66.8
03/06/2012	9.9	93.2
04/06/2012	10.6	94.1
05/06/2012	9.6	95.9
06/06/2012	11.2	95.5
07/06/2012	11.5	95.5
08/06/2012	12.9	93.8
09/06/2012	12.8	95.3
10/06/2012	13.1	95.1
11/06/2012	14	95.5
12/06/2012	12.8	90.8
13/06/2012	12.5	89.1
14/06/2012	11.2	94.8
15/06/2012	11.5	94.6
16/06/2012	12	94.9
17/06/2012	13.1	95.7
18/06/2012	12.6	95.6
19/06/2012	12.8	96.4
20/06/2012	12.6	94.2
21/06/2012	14.3	96
22/06/2012	14.8	94.7
23/06/2012	13.6	94.9
24/06/2012	12.6	94.8
25/06/2012	12.7	94.4
26/06/2012	15.4	95.1
27/06/2012	14.8	93.8
28/06/2012	13.9	95.6
29/06/2012	12.8	96
30/06/2012	14.4	94.5
