Date	Tavg	RHmax
01/01/2004	-12.3	95
02/01/2004	-12	95
03/01/2004	-8.4	95
04/01/2004	-3	95
05/01/2004	-4.9	98.1
06/01/2004	-3.6	95.1
07/01/2004	-2.9	97.9
08/01/2004	-3.3	96.9
09/01/2004	-1.1	97.1
10/01/2004	-3.9	91.2
11/01/2004	-1.7	97.3
12/01/2004	0	97.9
13/01/2004	1.1	96.4
14/01/2004	-0.3	99.4
15/01/2004	-4	99.8
16/01/2004	-12.9	94.8
17/01/2004	-15.9	93.5
18/01/2004	-12.8	98
19/01/2004	-6.3	96.4
20/01/2004	-12.1	93.1
21/01/2004	-22.9	90.2
22/01/2004	-21	90.6
23/01/2004	-3.8	98.3
24/01/2004	-0.9	98
25/01/2004	-4	93.9
26/01/2004	-3.1	98.2
27/01/2004	-3.5	98
28/01/2004	-4.5	93
29/01/2004	-4	92.4
30/01/2004	-4.5	95
31/01/2004	-5.2	97.6
01/02/2004	-9.4	95.7
02/02/2004	-6.1	98
03/02/2004	1.1	99.2
04/02/2004	5.2	98.6
05/02/2004	3	95
06/02/2004	-0.7	99.8
07/02/2004	-2.4	96.4
08/02/2004	-5	95.2
09/02/2004	-7.3	97.4
10/02/2004	-9.3	98.3
11/02/2004	-11.5	95.4
12/02/2004	-5.9	97.2
13/02/2004	-9.3	96.3
14/02/2004	-4.2	98.4
15/02/2004	-0.1	99
16/02/2004	-3.1	99.6
17/02/2004	0.2	99
18/02/2004	-2.3	97.3
19/02/2004	-4.8	97.2
20/02/2004	-4.7	99.7
21/02/2004	0.2	92
22/02/2004	-2.8	95.2
23/02/2004	-4.1	82.7
24/02/2004	-1.1	97.6
25/02/2004	-3.4	96.4
26/02/2004	-9.7	97.2
27/02/2004	-8.1	96.7
28/02/2004	-6.5	97.6
29/02/2004	-10	91.5
01/03/2004	-1	92.3
02/03/2004	1.1	82
03/03/2004	-5.8	89.2
04/03/2004	-12.2	93.1
05/03/2004	-10.3	94.9
06/03/2004	-8.1	96.4
07/03/2004	-3.4	95.5
08/03/2004	-2.1	92.7
09/03/2004	-2.2	95.6
10/03/2004	-1.6	96.6
11/03/2004	-4.3	97.1
12/03/2004	-4.6	98.6
13/03/2004	-2.2	94.4
14/03/2004	1.7	95.6
15/03/2004	4.4	95.6
16/03/2004	5.3	97.1
17/03/2004	5.6	97.4
18/03/2004	5.6	87.6
19/03/2004	3	96
20/03/2004	1.1	99.1
21/03/2004	1.2	99.5
22/03/2004	1	97.6
23/03/2004	-0.6	96.5
24/03/2004	-0.7	91.4
25/03/2004	-0.8	91.6
