ScreenName	Uinsulation	heatingCost	lampCost	co2Cost	transpiration	condensation	ventedWater	screen1	screen2	screen3	light1	light2	light3	energySaving	iteration	step
character	character	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LS_Obscura_10075_FR_AB_BW	0.05	0.507931	0.645076	30.1823	1880.98	-727.739	-1076.97	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	152	175200
LS_Obscura_10075_FR_AB_BW	0.1	0.510814	0.645076	29.9815	1877.26	-728.543	-1072.27	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	153	175200
LS_Obscura_10075_FR_AB_BW	0.2	0.516794	0.645076	29.604	1870.11	-729.701	-1063.63	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	154	175200
LS_Obscura_10075_FR_AB_BW	0.4	0.52828	0.645076	28.9297	1855.87	-730.699	-1047.87	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	155	175200
LS_Obscura_10075_FR_AB_BW	0.8	0.550213	0.645076	27.9006	1831.24	-730.223	-1022.85	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	156	175200
LS_Obscura_10075_FR_AB_BW	1.6	0.588328	0.645076	26.5125	1795.75	-728.224	-988.156	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	157	175200
LS_Obscura_10075_FR_AB_BW	3.2	0.645475	0.645076	25.0321	1753.86	-723.727	-949.385	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	158	175200
LS_Obscura_10075_FR_AB_BW	6.4	0.714255	0.645076	23.8077	1713.13	-716.131	-914.968	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	159	175200
LS_Obscura_10075_FR_AB_BW	12.8	0.783738	0.645076	23.1475	1686.19	-706.97	-896.387	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	160	175200
LS_Obscura_10075_FR_AB_BW	25.6	0.841422	0.645076	22.982	1674.5	-698.272	-892.959	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	161	175200
LS_Obscura_10075_FR_AB_B	0.05	0.548527	0.645076	26.9316	1787.94	-728.232	-981.549	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.75	162	175200
LS_Obscura_10075_FR_AB_B	0.1	0.552554	0.645076	26.8034	1785.56	-728.156	-979.021	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.75	163	175200
LS_Obscura_10075_FR_AB_B	0.2	0.56007	0.645076	26.5639	1780.37	-727.994	-973.565	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.75	164	175200
LS_Obscura_10075_FR_AB_B	0.4	0.57437	0.645076	26.1697	1771.45	-727.482	-964.611	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.75	165	175200
LS_Obscura_10075_FR_AB_B	0.8	0.600072	0.645076	25.5294	1756.5	-726.188	-950.185	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.75	166	175200
LS_Obscura_10075_FR_AB_B	1.6	0.641931	0.645076	24.6752	1733.98	-723.215	-929.671	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.75	167	175200
LS_Obscura_10075_FR_AB_B	3.2	0.701486	0.645076	23.7778	1706.34	-717.657	-906.641	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.75	168	175200
LS_Obscura_10075_FR_AB_B	6.4	0.771929	0.645076	23.0522	1680.29	-709.799	-887.662	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.75	169	175200
LS_Obscura_10075_FR_AB_B	12.8	0.840517	0.645076	22.702	1663.4	-700.68	-879.332	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.75	170	175200
LS_Obscura_10075_FR_AB_B	25.6	0.893907	0.645076	22.6303	1655.12	-692.61	-878.892	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.75	171	175200
LS_Obscura_10070_R_FR_W	0.05	0.548527	0.645076	26.9316	1787.94	-728.232	-981.549	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	172	175200
LS_Obscura_10070_R_FR_W	0.1	0.552554	0.645076	26.8034	1785.56	-728.156	-979.021	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	173	175200
LS_Obscura_10070_R_FR_W	0.2	0.56007	0.645076	26.5639	1780.37	-727.994	-973.565	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	174	175200
LS_Obscura_10070_R_FR_W	0.4	0.57437	0.645076	26.1697	1771.45	-727.482	-964.611	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	175	175200
LS_Obscura_10070_R_FR_W	0.8	0.600072	0.645076	25.5294	1756.5	-726.188	-950.185	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	176	175200
LS_Obscura_10070_R_FR_W	1.6	0.641931	0.645076	24.6752	1733.98	-723.215	-929.671	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	177	175200
LS_Obscura_10070_R_FR_W	3.2	0.701486	0.645076	23.7778	1706.34	-717.657	-906.641	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	178	175200
LS_Obscura_10070_R_FR_W	6.4	0.771929	0.645076	23.0522	1680.29	-709.799	-887.662	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	179	175200
LS_Obscura_10070_R_FR_W	12.8	0.840517	0.645076	22.702	1663.4	-700.68	-879.332	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	180	175200
LS_Obscura_10070_R_FR_W	25.6	0.893907	0.645076	22.6303	1655.12	-692.61	-878.892	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	181	175200
LS_Obscura_10070_FR_WB_BW	0.05	0.548527	0.645076	26.9316	1787.94	-728.232	-981.549	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	182	175200
LS_Obscura_10070_FR_WB_BW	0.1	0.552554	0.645076	26.8034	1785.56	-728.156	-979.021	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	183	175200
LS_Obscura_10070_FR_WB_BW	0.2	0.56007	0.645076	26.5639	1780.37	-727.994	-973.565	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	184	175200
LS_Obscura_10070_FR_WB_BW	0.4	0.57437	0.645076	26.1697	1771.45	-727.482	-964.611	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	185	175200
LS_Obscura_10070_FR_WB_BW	0.8	0.600072	0.645076	25.5294	1756.5	-726.188	-950.185	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	186	175200
LS_Obscura_10070_FR_WB_BW	1.6	0.641931	0.645076	24.6752	1733.98	-723.215	-929.671	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	187	175200
LS_Obscura_10070_FR_WB_BW	3.2	0.701486	0.645076	23.7778	1706.34	-717.657	-906.641	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	188	175200
LS_Obscura_10070_FR_WB_BW	6.4	0.771929	0.645076	23.0522	1680.29	-709.799	-887.662	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	189	175200
LS_Obscura_10070_FR_WB_BW	12.8	0.840517	0.645076	22.702	1663.4	-700.68	-879.332	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	190	175200
LS_Obscura_10070_FR_WB_BW	25.6	0.893907	0.645076	22.6303	1655.12	-692.61	-878.892	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	191	175200
LS_Obscura_10070_FR_WB_B	0.05	0.548527	0.645076	26.9316	1787.94	-728.232	-981.549	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	192	175200
LS_Obscura_10070_FR_WB_B	0.1	0.552554	0.645076	26.8034	1785.56	-728.156	-979.021	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	193	175200
LS_Obscura_10070_FR_WB_B	0.2	0.56007	0.645076	26.5639	1780.37	-727.994	-973.565	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	194	175200
LS_Obscura_10070_FR_WB_B	0.4	0.57437	0.645076	26.1697	1771.45	-727.482	-964.611	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	195	175200
LS_Obscura_10070_FR_WB_B	0.8	0.600072	0.645076	25.5294	1756.5	-726.188	-950.185	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	196	175200
LS_Obscura_10070_FR_WB_B	1.6	0.641931	0.645076	24.6752	1733.98	-723.215	-929.671	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	197	175200
LS_Obscura_10070_FR_WB_B	3.2	0.701486	0.645076	23.7778	1706.34	-717.657	-906.641	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	198	175200
LS_Obscura_10070_FR_WB_B	6.4	0.771929	0.645076	23.0522	1680.29	-709.799	-887.662	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	199	175200
LS_Obscura_10070_FR_WB_B	12.8	0.840517	0.645076	22.702	1663.4	-700.68	-879.332	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	200	175200
LS_Obscura_10070_FR_WB_B	25.6	0.893907	0.645076	22.6303	1655.12	-692.61	-878.892	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.7	201	175200
LS_Luxous_1547_D_FR	0.05	0.549509	0.645076	27.7188	1715.08	-645.714	-990.784	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	202	175200
LS_Luxous_1547_D_FR	0.1	0.553252	0.645076	27.5891	1717.88	-648.721	-988.718	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	203	175200
LS_Luxous_1547_D_FR	0.2	0.559604	0.645076	27.3215	1721.33	-654.162	-984.135	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	204	175200
LS_Luxous_1547_D_FR	0.4	0.572078	0.645076	26.8967	1719.35	-663.767	-976.321	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	205	175200
LS_Luxous_1547_D_FR	0.8	0.594317	0.645076	26.2093	1721.35	-678.363	-963.07	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	206	175200
LS_Luxous_1547_D_FR	1.6	0.631413	0.645076	25.2627	1719.28	-695.387	-943.365	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	207	175200
LS_Luxous_1547_D_FR	3.2	0.687129	0.645076	24.2451	1708.95	-707.318	-920.222	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	208	175200
LS_Luxous_1547_D_FR	6.4	0.75735	0.645076	23.4136	1689.27	-706.771	-900.138	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	209	175200
LS_Luxous_1547_D_FR	12.8	0.828493	0.645076	23.0312	1675.96	-701.392	-891.416	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	210	175200
LS_Luxous_1547_D_FR	25.6	0.886851	0.645076	22.9949	1672.24	-695.669	-893.045	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	211	175200
LS_Luxous_1347_FR	0.05	0.540801	0.645076	28.2751	1688.63	-609.088	-998.957	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	212	175200
LS_Luxous_1347_FR	0.1	0.544401	0.645076	28.1329	1690.05	-612.299	-997.053	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	213	175200
LS_Luxous_1347_FR	0.2	0.551033	0.645076	27.8746	1693.08	-618.846	-993.121	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	214	175200
LS_Luxous_1347_FR	0.4	0.563025	0.645076	27.3906	1696.24	-631.266	-985.577	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	215	175200
LS_Luxous_1347_FR	0.8	0.585031	0.645076	26.6504	1707.04	-650.363	-972.72	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	216	175200
LS_Luxous_1347_FR	1.6	0.621066	0.645076	25.6343	1708.64	-675.214	-953.006	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	217	175200
LS_Luxous_1347_FR	3.2	0.674469	0.645076	24.5154	1705.98	-696.498	-928.312	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	218	175200
LS_Luxous_1347_FR	6.4	0.741924	0.645076	23.5915	1693.1	-704.909	-906.137	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	219	175200
LS_Luxous_1347_FR	12.8	0.811988	0.645076	23.1151	1679.12	-701.601	-894.612	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	220	175200
LS_Luxous_1347_FR	25.6	0.87062	0.645076	23.0498	1674.57	-696.244	-894.939	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	221	175200
LS_Harmony_7445_R_FR	0.05	0.546762	0.645076	27.0846	1782.24	-721.295	-982.99	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.45	222	175200
LS_Harmony_7445_R_FR	0.1	0.550692	0.645076	26.9545	1780.21	-721.573	-980.445	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.45	223	175200
LS_Harmony_7445_R_FR	0.2	0.558089	0.645076	26.7116	1776.05	-722.099	-975.451	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.45	224	175200
LS_Harmony_7445_R_FR	0.4	0.572347	0.645076	26.2976	1767.91	-722.191	-966.624	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.45	225	175200
LS_Harmony_7445_R_FR	0.8	0.598123	0.645076	25.6814	1754.12	-721.396	-952.819	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.45	226	175200
LS_Harmony_7445_R_FR	1.6	0.640366	0.645076	24.8315	1733.38	-719.371	-933.105	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.45	227	175200
LS_Harmony_7445_R_FR	3.2	0.699786	0.645076	23.8828	1707.29	-715.456	-909.885	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.45	228	175200
LS_Harmony_7445_R_FR	6.4	0.770968	0.645076	23.1583	1683.25	-708.952	-891.517	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.45	229	175200
LS_Harmony_7445_R_FR	12.8	0.84029	0.645076	22.8182	1667.96	-701.101	-883.473	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.45	230	175200
LS_Harmony_7445_R_FR	25.6	0.895925	0.645076	22.7758	1661.95	-693.76	-884.474	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.45	231	175200
LS_Harmony_7247_FR	0.05	0.546719	0.645076	27.0829	1780.4	-719.809	-982.671	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	232	175200
LS_Harmony_7247_FR	0.1	0.550594	0.645076	26.9578	1778.4	-720.162	-980.03	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	233	175200
LS_Harmony_7247_FR	0.2	0.557912	0.645076	26.7081	1774.51	-720.986	-975.017	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	234	175200
LS_Harmony_7247_FR	0.4	0.571937	0.645076	26.3033	1767.07	-721.639	-966.384	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	235	175200
LS_Harmony_7247_FR	0.8	0.597993	0.645076	25.6872	1753.48	-720.858	-952.748	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	236	175200
LS_Harmony_7247_FR	1.6	0.639913	0.645076	24.8207	1732.68	-719.077	-932.734	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	237	175200
LS_Harmony_7247_FR	3.2	0.699504	0.645076	23.8878	1707.1	-715.195	-909.97	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	238	175200
LS_Harmony_7247_FR	6.4	0.770708	0.645076	23.1648	1683.24	-708.879	-891.585	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	239	175200
LS_Harmony_7247_FR	12.8	0.840243	0.645076	22.8269	1668.25	-701.155	-883.756	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	240	175200
LS_Harmony_7247_FR	25.6	0.89573	0.645076	22.7719	1662.21	-694.025	-884.418	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	241	175200
LS_Harmony_6147_FR	0.05	0.51782	0.645076	29.9582	1781.63	-651.464	-1052.89	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	242	175200
LS_Harmony_6147_FR	0.1	0.520722	0.645076	29.7713	1783.87	-654.181	-1049.42	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	243	175200
LS_Harmony_6147_FR	0.2	0.526624	0.645076	29.4161	1782.52	-658.96	-1042.87	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	244	175200
LS_Harmony_6147_FR	0.4	0.537628	0.645076	28.7934	1776.32	-667.579	-1030.85	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	245	175200
LS_Harmony_6147_FR	0.8	0.558091	0.645076	27.8088	1769.27	-680.309	-1010.53	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	246	175200
LS_Harmony_6147_FR	1.6	0.592978	0.645076	26.5086	1756.75	-696.197	-981.241	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	247	175200
LS_Harmony_6147_FR	3.2	0.644943	0.645076	25.0656	1736.91	-710.333	-946.2	0.495422	0.074396	0.0	0.280529	0.0	0.0	0.47	248	175200
