iteration.end	fileName.end	atEnd.end	density.thresholdGen.end	frequencies.thresholdGen.end	K_maxValue.end	coverage_maxValue.end	proportion_bounds_logP.end	q_bounds_logP.end	maxMortality.end	slope.end	resistanceGain.end	R.end	fitnessPenalty.end
2876	scenarios.txt	FALSE	30	20	18237.5	0.544555	-2.90223	-5.6321	0.966846	7.46866	0.483898	14.3847	0.15563
2877	scenarios.txt	FALSE	30	14	17115.1	0.690775	-4.16762	-5.44079	0.944054	9.74319	0.192907	23.0583	0.003522
2878	scenarios.txt	FALSE	18	30	18397.4	0.324923	-5.97525	-5.90033	0.974361	6.35477	0.488349	42.7228	0.302902
2879	scenarios.txt	FALSE	30	13	10030.2	0.697841	-5.92072	-5.10048	0.962948	7.62098	0.373267	20.8018	0.215699
2880	scenarios.txt	FALSE	30	10	19253.5	0.779154	-5.41184	-4.30939	0.983285	6.44434	0.409643	24.5862	0.35397
2881	scenarios.txt	FALSE	30	15	19599.8	0.426118	-4.40623	-4.7607	0.937552	8.98256	0.46352	27.2755	0.331674
2882	scenarios.txt	FALSE	6	30	18875.7	0.851806	-5.28293	-5.66944	0.928613	1.08657	0.834177	29.5894	0.150864
2883	scenarios.txt	FALSE	30	12	11829.2	0.658793	-2.85983	-4.01578	0.928874	7.40795	0.544816	15.6458	0.0433301
2884	scenarios.txt	FALSE	30	14	18329	0.448265	-5.00426	-4.70407	0.943363	6.49003	0.535895	13.5711	0.300611
2885	scenarios.txt	FALSE	30	19	15806.9	0.672395	-2.37551	-5.45218	0.935688	3.58803	0.658895	3.63733	0.212807
2886	scenarios.txt	FALSE	30	30	19294.6	0.102625	-4.61449	-5.72907	0.970377	2.66489	0.119604	4.02547	0.0295995
2887	scenarios.txt	FALSE	30	30	14478	0.32251	-3.0242	-4.6611	0.952942	2.33742	0.772856	3.77257	0.301756
2888	scenarios.txt	FALSE	8	30	14844.1	0.603028	-2.2432	-4.48518	0.914472	6.83816	0.162077	48.4011	0.0378898
2889	scenarios.txt	FALSE	30	30	13981.8	0.640705	-3.67482	-4.09292	0.935206	3.00729	0.198287	2.66549	0.104521
2890	scenarios.txt	FALSE	30	30	10044.9	0.159601	-2.22864	-4.98813	0.92329	9.23127	0.647565	25.5507	0.393975
2891	scenarios.txt	FALSE	30	26	16352.9	0.665356	-2.4775	-4.76594	0.943018	5.16992	0.332485	24.8567	0.199733
2892	scenarios.txt	FALSE	30	30	12387.7	0.15092	-3.17142	-4.10788	0.941282	7.34414	0.552354	19.3962	0.179757
2893	scenarios.txt	FALSE	5	30	19606.9	0.321544	-2.73335	-5.42227	0.949377	4.37851	0.889346	31.955	0.0542672
2894	scenarios.txt	FALSE	30	25	12070.4	0.166825	-4.5058	-5.21754	0.906359	8.82962	0.782901	6.18642	0.0358614
2895	scenarios.txt	FALSE	30	16	11497.5	0.290361	-2.09063	-4.15444	0.969077	6.50848	0.556041	8.18136	0.142069
2896	scenarios.txt	FALSE	30	18	19703.2	0.610658	-3.65345	-5.25898	0.922595	5.82376	0.513471	16.4273	0.0472352
2897	scenarios.txt	FALSE	9	30	19743.6	0.138012	-2.98615	-4.8973	0.97618	8.20988	0.886077	28.8343	0.0361063
2898	scenarios.txt	FALSE	30	30	13149.2	0.123497	-3.64527	-5.78729	0.969603	2.31689	0.44492	22.9157	0.247654
2899	scenarios.txt	FALSE	30	11	11014.1	0.720759	-5.55714	-4.33972	0.952466	9.03575	0.345438	16.5953	0.318524
2900	scenarios.txt	FALSE	30	26	16274.2	0.608232	-4.46368	-5.43631	0.971908	8.59526	0.121167	19.1354	0.293563
2901	scenarios.txt	FALSE	5	30	17163.5	0.869314	-5.24323	-4.12251	0.901162	2.00752	0.222144	33.8921	0.392777
2902	scenarios.txt	FALSE	30	30	11887	0.106192	-4.31253	-5.33817	0.910497	2.69624	0.257454	29.4469	0.121994
2903	scenarios.txt	FALSE	30	30	10475.2	0.363867	-3.64888	-4.53941	0.930751	6.37101	0.130554	15.81	0.179149
2904	scenarios.txt	FALSE	7	30	18957.2	0.327206	-5.2642	-4.9188	0.912706	1.37008	0.599468	22.7081	0.0208074
2905	scenarios.txt	FALSE	16	30	15546	0.599116	-2.39688	-5.4656	0.971125	2.09732	0.185122	29.5024	0.184045
2906	scenarios.txt	FALSE	30	16	18640.7	0.72248	-4.89394	-4.58592	0.981755	7.92854	0.110613	16.8333	0.32876
2907	scenarios.txt	FALSE	30	12	10269.6	0.808054	-4.37378	-5.48528	0.913063	6.9312	0.691649	5.38639	0.0478558
2908	scenarios.txt	FALSE	30	8	14513.8	0.689169	-3.69271	-5.18795	0.958645	9.85507	0.656721	37.5516	0.18624
2909	scenarios.txt	FALSE	30	13	11231	0.826914	-3.11587	-4.58906	0.945908	7.63943	0.382926	29.6328	0.0985683
2910	scenarios.txt	FALSE	27	30	19285.8	0.12894	-2.20383	-5.26306	0.904103	7.55165	0.73116	19.6569	0.324505
2911	scenarios.txt	FALSE	30	30	14149.8	0.45687	-3.05751	-4.58602	0.919933	5.43209	0.147917	39.6268	0.181359
2912	scenarios.txt	FALSE	30	10	10557.3	0.458401	-3.26417	-4.21723	0.90816	9.23743	0.774158	37.7181	0.0369961
2913	scenarios.txt	FALSE	27	30	12875.4	0.470157	-4.08089	-4.08264	0.938739	5.01331	0.140421	32.2223	0.0861149
2914	scenarios.txt	FALSE	30	30	17296.2	0.471506	-4.68876	-4.39372	0.933065	1.87259	0.459411	12.2041	0.0380448
2915	scenarios.txt	FALSE	30	9	15460.5	0.841226	-2.21837	-5.7782	0.983892	7.80588	0.810815	36.6891	0.354074
2916	scenarios.txt	FALSE	30	30	12321.2	0.220367	-4.33366	-4.10127	0.978358	6.69575	0.453582	36.447	0.0683232
2917	scenarios.txt	FALSE	11	30	13199.9	0.230674	-2.0738	-4.99976	0.916016	1.91797	0.536445	24.5513	0.141038
2918	scenarios.txt	FALSE	8	30	18269.6	0.104739	-4.98927	-5.64802	0.937236	5.77595	0.541307	36.0024	0.136334
2919	scenarios.txt	FALSE	15	9	16299.5	0.820214	-3.50289	-4.68266	0.920516	6.99461	0.807664	28.4346	0.023755
2920	scenarios.txt	FALSE	22	21	18849.6	0.241005	-3.54283	-5.7979	0.90832	9.45861	0.668528	22.0264	0.040802
2921	scenarios.txt	FALSE	30	30	14976.5	0.288634	-3.44471	-5.3461	0.936187	2.04854	0.71836	35.0463	0.199014
2922	scenarios.txt	FALSE	8	9	17194.9	0.523995	-4.15195	-4.78665	0.913618	7.79694	0.752892	38.5872	0.114791
2923	scenarios.txt	FALSE	30	30	17402.7	0.224802	-2.66413	-5.37738	0.906866	6.57727	0.447314	35.2954	0.0193611
2924	scenarios.txt	FALSE	30	10	10665.7	0.786678	-2.11342	-4.43426	0.935335	5.0237	0.847741	5.59118	0.0695931
2925	scenarios.txt	FALSE	30	9	13791	0.738953	-2.7878	-4.85218	0.950432	7.96602	0.404987	17.3713	0.271423
2926	scenarios.txt	FALSE	30	16	17275.8	0.372896	-3.20697	-4.13459	0.936592	6.23979	0.678347	3.87353	0.208319
2927	scenarios.txt	FALSE	30	11	16885.7	0.462941	-5.70015	-4.76753	0.953372	9.17556	0.638346	10.2371	0.176428
2928	scenarios.txt	FALSE	30	24	16751.7	0.452569	-2.09862	-5.46133	0.956664	4.90556	0.739018	12.651	0.172492
2929	scenarios.txt	FALSE	30	30	10567	0.50915	-3.71175	-5.97806	0.953474	2.1226	0.136975	6.39008	0.227463
2930	scenarios.txt	FALSE	30	30	11343.9	0.109079	-4.43216	-5.89758	0.940153	9.33304	0.367276	4.39675	0.280119
2931	scenarios.txt	FALSE	30	30	17912.6	0.568123	-3.11114	-5.75545	0.909117	3.79757	0.303442	24.451	0.236386
2932	scenarios.txt	FALSE	30	30	19872	0.142448	-2.15485	-4.72928	0.927989	1.43101	0.836752	8.60151	0.046759
2933	scenarios.txt	FALSE	30	24	18911.8	0.64529	-3.14155	-4.86624	0.98891	6.53838	0.175656	16.7305	0.36319
2934	scenarios.txt	FALSE	30	30	19511	0.114388	-3.80906	-4.44788	0.904009	7.13647	0.759522	3.96506	0.132372
2935	scenarios.txt	FALSE	30	30	12028.7	0.184845	-2.35704	-5.08363	0.951052	6.33927	0.652461	25.4636	0.135258
2936	scenarios.txt	FALSE	18	11	12430.8	0.641181	-3.91785	-5.12596	0.924431	6.71562	0.666474	40.202	0.111709
2937	scenarios.txt	FALSE	12	25	16706.5	0.254405	-5.47328	-4.98704	0.925466	9.94958	0.384125	47.8221	0.0523172
2938	scenarios.txt	FALSE	17	30	12621.6	0.126713	-5.74543	-5.54383	0.971035	3.86938	0.432162	41.2761	0.182344
2939	scenarios.txt	FALSE	8	30	18125	0.882091	-4.11456	-5.7234	0.983135	1.24433	0.673584	40.7532	0.0575476
2940	scenarios.txt	FALSE	28	30	19668.1	0.10098	-3.88644	-4.34231	0.936158	9.08374	0.823496	25.403	0.104314
2941	scenarios.txt	FALSE	30	30	18431.5	0.191752	-3.29475	-4.80519	0.913841	2.70293	0.231426	6.69225	0.0177851
2942	scenarios.txt	FALSE	22	10	18605.9	0.430567	-5.85246	-5.29534	0.918999	8.75831	0.585444	17.1367	0.0610503
2943	scenarios.txt	FALSE	25	20	15128.5	0.323966	-2.51973	-4.52013	0.983592	9.17109	0.810374	32.688	0.11614
2944	scenarios.txt	FALSE	8	18	16951.6	0.595544	-3.28184	-4.43664	0.901876	6.72679	0.368189	30.5181	0.0816178
2945	scenarios.txt	FALSE	30	30	10991.9	0.225924	-3.19905	-4.67009	0.914071	2.84545	0.614269	23.813	0.0405096
2946	scenarios.txt	FALSE	30	21	11874.6	0.628955	-3.50588	-4.82999	0.921524	5.70687	0.523406	6.01909	0.358974
2947	scenarios.txt	FALSE	30	30	15625.2	0.444676	-3.56007	-4.91786	0.967681	8.41272	0.133787	43.4123	0.376783
2948	scenarios.txt	FALSE	30	17	13420.3	0.743615	-4.94045	-4.61032	0.985557	3.85168	0.353629	9.36739	0.164339
2949	scenarios.txt	FALSE	4	30	18357.3	0.803664	-2.71469	-5.01836	0.9194	1.76193	0.298172	49.1905	0.347712
2950	scenarios.txt	FALSE	30	27	10895	0.807779	-2.85415	-5.86968	0.973562	2.85652	0.848016	31.0606	0.313456
2951	scenarios.txt	FALSE	30	25	19955	0.890142	-5.0668	-4.22042	0.960518	4.46448	0.322274	33.599	0.318362
2952	scenarios.txt	FALSE	11	30	11772	0.193655	-3.70445	-4.58295	0.949886	2.04111	0.562845	34.9607	0.0101574
2953	scenarios.txt	FALSE	8	27	16218.9	0.759539	-2.88173	-5.23984	0.988665	4.8523	0.124106	28.5313	0.14383
2954	scenarios.txt	FALSE	30	13	11748	0.659997	-5.36268	-5.73608	0.93579	9.9891	0.403142	25.8816	0.306754
2955	scenarios.txt	FALSE	30	27	15505.5	0.291122	-4.14765	-4.68453	0.932368	6.55229	0.857032	6.87384	0.260266
2956	scenarios.txt	FALSE	30	30	16943.7	0.4752	-5.78749	-5.75808	0.918274	2.50302	0.790797	41.1267	0.086475
2957	scenarios.txt	FALSE	8	30	19558.5	0.172258	-4.87107	-5.90744	0.984391	2.06293	0.139175	45.6383	0.019823
2958	scenarios.txt	FALSE	30	11	11427.7	0.650174	-2.30806	-4.38856	0.980552	5.50871	0.644017	26.2612	0.17944
2959	scenarios.txt	FALSE	30	24	11441.1	0.703406	-2.34853	-5.03944	0.922821	3.64683	0.83471	31.1297	0.218884
2960	scenarios.txt	FALSE	30	30	10581.8	0.239721	-2.26814	-4.72729	0.966945	4.20499	0.404545	15.2084	0.0976513
2961	scenarios.txt	FALSE	30	12	13259	0.795327	-4.79172	-5.43969	0.970461	6.66644	0.310021	12.5225	0.120536
2962	scenarios.txt	FALSE	3	30	16604.7	0.69959	-2.58979	-4.27359	0.958476	1.98001	0.867397	29.0966	0.0491503
2963	scenarios.txt	FALSE	30	30	17123.4	0.273755	-3.79344	-5.60868	0.92209	4.08428	0.191468	24.7678	0.231364
2964	scenarios.txt	FALSE	30	30	16445.7	0.249193	-2.45069	-4.53292	0.97014	6.66093	0.243721	11.8184	0.38334
2965	scenarios.txt	FALSE	30	30	13625.4	0.174098	-2.52412	-5.90538	0.914645	7.87502	0.516316	12.772	0.278354
2966	scenarios.txt	FALSE	30	30	13138.1	0.206057	-3.80229	-4.18928	0.948563	8.54553	0.839167	44.3589	0.367737
2967	scenarios.txt	FALSE	30	30	11121.2	0.410193	-5.77359	-4.22628	0.98012	1.00195	0.365241	9.90505	0.205086
2968	scenarios.txt	FALSE	30	11	10122.9	0.444825	-5.35457	-4.73021	0.911899	7.28297	0.74205	46.0479	0.119594
2969	scenarios.txt	FALSE	30	21	17249.2	0.395778	-5.4665	-5.59834	0.963866	8.05445	0.350765	6.78836	0.277066
2970	scenarios.txt	FALSE	30	30	17378.2	0.866651	-5.46151	-5.63148	0.938796	2.15117	0.38814	6.81096	0.099194
2971	scenarios.txt	FALSE	30	30	11111.7	0.546528	-5.90956	-5.68207	0.968544	3.48476	0.162675	38.2889	0.209996
2972	scenarios.txt	FALSE	20	30	17740.4	0.456056	-5.19869	-5.62356	0.966979	1.83797	0.47786	28.1932	0.134085
2973	scenarios.txt	FALSE	30	30	14038.5	0.634033	-3.75715	-4.37139	0.984267	3.02898	0.141261	6.45814	0.237469
2974	scenarios.txt	FALSE	30	20	17416.2	0.346023	-5.86569	-5.16399	0.940892	4.41987	0.817047	33.5588	0.206316
2975	scenarios.txt	FALSE	3	30	18347.3	0.835809	-2.89068	-4.96207	0.978849	2.45742	0.79204	41.8658	0.25814
2976	scenarios.txt	FALSE	27	30	17817.3	0.182043	-3.04709	-5.83571	0.924533	7.04993	0.314776	49.3981	0.316004
2977	scenarios.txt	FALSE	30	11	19094.9	0.588178	-3.32563	-4.82259	0.980794	7.99205	0.707922	26.4276	0.24355
2978	scenarios.txt	FALSE	30	7	12268.8	0.824614	-2.33123	-4.12554	0.931658	6.73759	0.846171	15.8821	0.028752
2979	scenarios.txt	FALSE	30	18	11028	0.553628	-5.05395	-4.52847	0.925234	3.86104	0.812607	13.133	0.15857
2980	scenarios.txt	FALSE	30	16	10844.6	0.52078	-5.0707	-5.59742	0.984445	4.52107	0.597468	21.6537	0.0679379
2981	scenarios.txt	FALSE	30	30	16794.8	0.379588	-2.01239	-5.70229	0.912882	1.27445	0.461825	5.97565	0.219486
2982	scenarios.txt	FALSE	30	30	13032.2	0.115782	-3.51501	-4.1039	0.97869	3.09089	0.299696	22.4848	0.306066
2983	scenarios.txt	FALSE	21	14	17522.8	0.821378	-5.54029	-5.74715	0.900412	9.7307	0.422725	44.9058	0.21697
2984	scenarios.txt	FALSE	5	30	18511.9	0.488749	-2.13169	-5.47934	0.948159	4.72073	0.443956	48.6888	0.128133
2985	scenarios.txt	FALSE	30	13	10655.8	0.337293	-3.94223	-4.77174	0.943248	8.28897	0.691149	42.7726	0.0141883
2986	scenarios.txt	FALSE	10	9	19693.3	0.83247	-4.20039	-5.99398	0.975632	9.18281	0.769563	47.1329	0.246693
2987	scenarios.txt	FALSE	30	23	11329.4	0.729664	-5.33834	-4.19689	0.914563	9.67125	0.157409	12.9864	0.359459
2988	scenarios.txt	FALSE	30	30	17937.5	0.385113	-3.52155	-5.20659	0.97086	7.998	0.12249	10.8192	0.210775
2989	scenarios.txt	FALSE	30	30	10142.8	0.211111	-5.55498	-5.14616	0.977051	4.80339	0.390959	40.0971	0.155426
2990	scenarios.txt	FALSE	30	17	11168.9	0.244545	-5.68729	-4.15082	0.917734	9.62506	0.437624	22.7985	0.0633954
2991	scenarios.txt	FALSE	7	30	12342.6	0.427799	-3.09991	-5.91874	0.963586	2.73664	0.650213	43.4912	0.175986
2992	scenarios.txt	FALSE	30	30	12864	0.156618	-4.41597	-5.19256	0.934961	2.40554	0.892769	9.52161	0.169226
2993	scenarios.txt	FALSE	18	13	14123.5	0.552496	-3.45746	-5.15671	0.946251	7.75171	0.66208	34.4265	0.0662133
2994	scenarios.txt	FALSE	30	30	15036.3	0.857307	-5.79968	-5.76512	0.941491	1.79357	0.537784	17.0718	0.27234
2995	scenarios.txt	FALSE	30	30	10117.3	0.252192	-4.82735	-5.35722	0.979018	6.50469	0.374532	31.4909	0.115282
2996	scenarios.txt	FALSE	30	26	14220.7	0.723293	-5.98472	-4.47694	0.930544	2.3121	0.521971	45.3167	0.230688
2997	scenarios.txt	FALSE	28	14	19229.3	0.761196	-3.57385	-5.0703	0.956733	6.21849	0.851496	24.5064	0.171696
2998	scenarios.txt	FALSE	30	30	10076.4	0.742986	-4.19545	-4.80114	0.962593	4.84301	0.101006	26.851	0.110294
2999	scenarios.txt	FALSE	30	12	18739.2	0.68605	-5.19217	-4.46155	0.928489	8.62394	0.408406	34.7492	0.234574
3000	scenarios.txt	FALSE	30	11	17309.1	0.758616	-3.55771	-4.85128	0.941147	8.24363	0.356991	30.1296	0.0779455
3001	scenarios.txt	FALSE	30	27	17037.6	0.421791	-5.41279	-4.71515	0.94293	6.92808	0.554816	2.88451	0.308643
3002	scenarios.txt	FALSE	30	30	16241.8	0.696487	-3.30249	-5.40531	0.950833	1.38386	0.487851	5.47494	0.0548683
3003	scenarios.txt	FALSE	15	30	18368.9	0.860387	-4.74961	-5.59037	0.977793	5.98419	0.153333	43.2917	0.237635
3004	scenarios.txt	FALSE	30	10	10020	0.392605	-3.10785	-4.90972	0.931696	8.50013	0.842647	12.2786	0.166807
3005	scenarios.txt	FALSE	30	30	10469.7	0.259846	-5.77909	-5.83758	0.934689	9.16208	0.251552	10.9102	0.126512
3006	scenarios.txt	FALSE	30	30	14009.4	0.494637	-3.93803	-5.52566	0.979046	4.44267	0.507323	41.7727	0.325507
3007	scenarios.txt	FALSE	30	9	12259.3	0.629671	-2.92731	-4.28883	0.975733	7.32612	0.55098	10.7548	0.277259
3008	scenarios.txt	FALSE	12	19	16983.7	0.774284	-5.08749	-5.83924	0.926961	9.52563	0.261863	47.779	0.199441
3009	scenarios.txt	FALSE	30	30	16195.1	0.420356	-4.17732	-5.58229	0.965801	3.11312	0.114985	16.1865	0.263793
3010	scenarios.txt	FALSE	20	14	14555.2	0.402962	-3.89799	-4.6874	0.92903	5.75507	0.865683	23.9035	0.13747
3011	scenarios.txt	FALSE	30	30	16310.1	0.21354	-2.03363	-5.10505	0.978413	9.64247	0.768655	6.16122	0.335805
3012	scenarios.txt	FALSE	30	11	10961.9	0.81412	-4.64346	-4.43248	0.909788	5.62947	0.893505	7.18543	0.0790593
3013	scenarios.txt	FALSE	26	30	12745.7	0.675463	-5.30084	-5.97771	0.940342	4.03074	0.163379	39.3726	0.087225
3014	scenarios.txt	FALSE	30	30	13241.3	0.45112	-5.7812	-5.1727	0.960686	3.08454	0.223471	48.0092	0.0649537
3015	scenarios.txt	FALSE	30	25	18001.8	0.656725	-3.60222	-5.38989	0.947217	5.12349	0.360177	30.2973	0.39515
3016	scenarios.txt	FALSE	5	30	12702.6	0.17881	-3.33019	-5.25106	0.937855	5.85567	0.401309	49.0864	0.39932
3017	scenarios.txt	FALSE	30	30	14984.5	0.587722	-5.23557	-4.75054	0.945187	1.59775	0.751015	27.9146	0.0372618
3018	scenarios.txt	FALSE	30	11	19884.4	0.882495	-5.72132	-5.71225	0.911371	7.67713	0.528824	11.1736	0.13247
3019	scenarios.txt	FALSE	22	30	13641.3	0.184521	-2.82796	-5.96065	0.942122	4.79381	0.372566	45.1722	0.10767
3020	scenarios.txt	FALSE	27	30	19810.9	0.464799	-2.18534	-5.47484	0.921289	3.75412	0.866582	43.7236	0.297626
3021	scenarios.txt	FALSE	10	28	17229	0.461358	-5.70489	-5.46889	0.988624	3.20983	0.712953	49.5526	0.182558
3022	scenarios.txt	FALSE	30	10	18777.1	0.466862	-4.19821	-4.71228	0.907774	8.2541	0.824888	6.30901	0.100184
3023	scenarios.txt	FALSE	30	27	14060.6	0.623546	-5.56575	-4.38749	0.975173	1.98257	0.724203	7.29257	0.0858145
3024	scenarios.txt	FALSE	30	10	16970.7	0.877138	-4.58428	-4.19297	0.945795	6.63322	0.48644	33.5277	0.343481
3025	scenarios.txt	FALSE	16	30	13284.5	0.369372	-2.44389	-4.30328	0.921496	4.75842	0.382348	24.4151	0.361853
3026	scenarios.txt	FALSE	30	29	10376.6	0.329417	-5.60902	-4.81822	0.9751	5.36235	0.657778	41.1735	0.353395
3027	scenarios.txt	FALSE	30	30	10107.2	0.307013	-2.45573	-4.21205	0.985132	7.11007	0.688479	44.0118	0.308125
3028	scenarios.txt	FALSE	30	17	16454.1	0.44253	-4.31673	-5.69922	0.962322	6.64555	0.760193	26.1767	0.292325
3029	scenarios.txt	FALSE	10	30	17476.7	0.181583	-2.63643	-4.45178	0.938415	6.26981	0.222424	44.7652	0.0125857
3030	scenarios.txt	FALSE	9	30	18080.3	0.157854	-4.73002	-4.9926	0.941766	8.71393	0.170802	42.1505	0.0593055
3031	scenarios.txt	FALSE	30	27	17051.5	0.324489	-3.54856	-5.79532	0.925589	6.15802	0.555599	16.5496	0.0457615
3032	scenarios.txt	FALSE	30	30	17454.7	0.154181	-2.57495	-5.95886	0.94427	5.09235	0.419498	7.77449	0.127303
3033	scenarios.txt	FALSE	14	30	14865.7	0.266857	-5.38237	-4.94419	0.957394	3.68516	0.484407	44.1651	0.125842
3034	scenarios.txt	FALSE	30	21	12124.1	0.716185	-2.49404	-5.16923	0.915746	5.6717	0.493014	10.0501	0.270835
3035	scenarios.txt	FALSE	30	22	18062.9	0.286925	-4.93947	-5.14212	0.986352	7.55453	0.678992	12.2594	0.270129
3036	scenarios.txt	FALSE	30	16	14186.4	0.756304	-4.84499	-4.36522	0.946802	2.55491	0.725458	5.44258	0.133499
3037	scenarios.txt	FALSE	30	30	18520.8	0.286022	-3.43371	-5.65351	0.938569	4.99243	0.349995	4.59006	0.241002
3038	scenarios.txt	FALSE	30	30	13417.1	0.195564	-5.27159	-4.47075	0.933952	2.8056	0.300644	19.5142	0.184724
3039	scenarios.txt	FALSE	16	30	14400.2	0.128313	-3.32332	-5.02476	0.930685	3.55509	0.220811	41.2334	0.229291
3040	scenarios.txt	FALSE	30	30	10361.3	0.187168	-2.27657	-5.8674	0.979886	7.76588	0.296663	42.9525	0.0423487
3041	scenarios.txt	FALSE	30	24	13335	0.506679	-3.86948	-5.56704	0.910157	6.29294	0.353306	12.8228	0.0690315
3042	scenarios.txt	FALSE	30	19	11658.4	0.310543	-4.85981	-5.83334	0.987129	9.77369	0.253273	28.2688	0.0655395
3043	scenarios.txt	FALSE	21	8	17710.2	0.729267	-5.83109	-5.69439	0.95327	8.91466	0.501404	35.597	0.0486803
3044	scenarios.txt	FALSE	30	30	17438.9	0.121195	-5.11498	-5.05572	0.908521	5.92693	0.451445	11.6929	0.298062
3045	scenarios.txt	FALSE	30	30	18813.8	0.164693	-2.40089	-5.77248	0.938042	1.39136	0.114248	14.4848	0.071288
3046	scenarios.txt	FALSE	30	12	13503.3	0.375215	-5.45914	-5.66248	0.933912	9.39118	0.871938	25.2305	0.209105
3047	scenarios.txt	FALSE	30	15	12094.3	0.847906	-3.7455	-4.23118	0.932824	7.62792	0.195803	22.2402	0.254493
3048	scenarios.txt	FALSE	30	30	13888.1	0.593587	-4.17244	-5.5153	0.955129	2.01355	0.875771	36.6155	0.352252
3049	scenarios.txt	FALSE	12	30	19120.5	0.238198	-5.17536	-4.83377	0.972316	6.08116	0.334164	39.8998	0.314429
3050	scenarios.txt	FALSE	30	30	11644.3	0.428344	-5.58492	-4.04018	0.916551	3.34563	0.326807	45.9851	0.142732
3051	scenarios.txt	FALSE	10	30	16589.6	0.315966	-4.61876	-5.74496	0.923667	3.4706	0.123348	44.6293	0.0393831
3052	scenarios.txt	FALSE	30	30	10684.8	0.100477	-4.0651	-5.31101	0.910535	8.80557	0.656866	5.88235	0.0739283
3053	scenarios.txt	FALSE	30	11	17010.4	0.404142	-4.42088	-4.26437	0.971462	9.19604	0.449706	9.68106	0.343927
3054	scenarios.txt	FALSE	30	19	13106.9	0.528157	-3.90529	-5.77196	0.906144	6.81529	0.622487	26.7337	0.395812
3055	scenarios.txt	FALSE	30	23	17836	0.385847	-5.82268	-5.38276	0.978261	7.42631	0.284357	22.9427	0.351518
3056	scenarios.txt	FALSE	30	30	12223.2	0.496521	-4.30169	-5.02027	0.93889	7.3849	0.362613	2.4574	0.249092
3057	scenarios.txt	FALSE	30	21	15943.8	0.503119	-4.84167	-5.67006	0.969898	4.27813	0.817803	37.9594	0.172887
3058	scenarios.txt	FALSE	30	14	18554.6	0.804919	-5.76437	-5.73505	0.976408	4.66839	0.61803	10.0084	0.21369
3059	scenarios.txt	FALSE	30	30	19988.5	0.649179	-3.90867	-5.91348	0.924359	2.07239	0.197383	13.9319	0.0110223
3060	scenarios.txt	FALSE	7	30	13688	0.653644	-4.38205	-4.95448	0.961836	1.66274	0.602564	46.6571	0.354477
3061	scenarios.txt	FALSE	30	10	13707.9	0.838102	-5.69682	-4.65272	0.948459	8.09039	0.291066	40.0274	0.29866
3062	scenarios.txt	FALSE	6	30	19853.6	0.373823	-4.52483	-4.5609	0.920265	3.6755	0.733092	19.9793	0.300241
3063	scenarios.txt	FALSE	30	30	11912.1	0.325727	-3.88109	-5.06414	0.968154	7.00775	0.208692	28.4821	0.363757
3064	scenarios.txt	FALSE	30	10	10987.7	0.564581	-2.7179	-4.01939	0.968702	9.35636	0.520569	45.3979	0.244541
3065	scenarios.txt	FALSE	30	19	10432.4	0.771309	-2.54267	-5.74283	0.948947	7.71418	0.272713	10.9642	0.366766
3066	scenarios.txt	FALSE	30	19	16514.2	0.561036	-2.60841	-4.84272	0.982287	7.94848	0.159989	16.738	0.344588
3067	scenarios.txt	FALSE	30	24	10597.6	0.831295	-3.07501	-5.15207	0.957981	4.73838	0.256103	7.68281	0.394035
3068	scenarios.txt	FALSE	30	17	17170.9	0.660264	-4.83316	-5.89244	0.922365	6.80515	0.559922	18.1011	0.170989
3069	scenarios.txt	FALSE	30	19	16108	0.697427	-4.83167	-4.25265	0.906463	4.14814	0.517204	32.0173	0.321883
3070	scenarios.txt	FALSE	15	30	10008.4	0.257484	-5.67048	-5.57411	0.987454	1.03022	0.485352	38.0421	0.108683
3071	scenarios.txt	FALSE	30	13	19936.2	0.852253	-4.21223	-4.98148	0.958765	9.48395	0.21961	21.1051	0.144038
3072	scenarios.txt	FALSE	30	19	12293	0.434757	-4.50395	-5.60247	0.901944	9.54195	0.458344	44.4597	0.309765
3073	scenarios.txt	FALSE	8	30	11739.2	0.176313	-2.83956	-5.47681	0.926175	9.90568	0.213322	36.7384	0.192255
3074	scenarios.txt	FALSE	4	30	18503.5	0.574456	-4.72522	-5.39468	0.905812	3.8171	0.641257	40.2329	0.347343
3075	scenarios.txt	FALSE	4	30	18285.2	0.798685	-2.44617	-5.99909	0.915422	1.53247	0.126896	31.288	0.367273
3076	scenarios.txt	FALSE	3	9	19501.9	0.677099	-2.7388	-4.6804	0.98935	8.93264	0.670689	43.0553	0.18507
3077	scenarios.txt	FALSE	25	14	16227.7	0.702244	-3.15463	-5.60528	0.906559	7.59067	0.887165	49.4755	0.37523
3078	scenarios.txt	FALSE	23	19	18241.7	0.562209	-5.13264	-5.21338	0.97129	3.02168	0.819474	46.5464	0.105496
3079	scenarios.txt	FALSE	30	30	18769.6	0.396991	-2.13642	-4.18771	0.985377	2.99464	0.430441	19.8045	0.0909434
3080	scenarios.txt	FALSE	30	20	17383.8	0.533304	-4.88533	-4.07406	0.906037	4.42405	0.722485	4.32236	0.387243
3081	scenarios.txt	FALSE	30	30	17498.3	0.251277	-5.58119	-5.64658	0.945095	9.42772	0.312009	18.5774	0.312127
3082	scenarios.txt	FALSE	30	26	12272.2	0.224342	-5.9969	-5.62193	0.914723	8.47098	0.629998	38.1981	0.0135063
