iteration.end	fileName.end	atEnd.end	density.thresholdGen.end	frequencies.thresholdGen.end	K_maxValue.end	coverage_maxValue.end	proportion_bounds_logP.end	q_bounds_logP.end	maxMortality.end	slope.end	resistanceGain.end	R.end	fitnessPenalty.end
1524	scenarios.txt	FALSE	15	30	16970.7	0.877138	-3.01307	-4.19297	0.945795	1.54486	0.48644	33.5277	0.343481
1525	scenarios.txt	FALSE	30	30	13284.5	0.369372	-3.07149	-4.30328	0.921496	5.89227	0.382348	24.4151	0.361853
1526	scenarios.txt	FALSE	30	30	10376.6	0.329417	-2.97775	-4.81822	0.9751	2.17266	0.657778	41.1735	0.353395
1527	scenarios.txt	FALSE	12	30	10107.2	0.307013	-5.73754	-4.21205	0.985132	3.17175	0.688479	44.0118	0.308125
1528	scenarios.txt	FALSE	30	10	16454.1	0.44253	-4.93584	-5.69922	0.962322	9.65364	0.760193	26.1767	0.292325
1529	scenarios.txt	FALSE	14	30	17476.7	0.181583	-4.22722	-4.45178	0.938415	8.60444	0.222424	44.7652	0.0125857
1530	scenarios.txt	FALSE	11	30	18080.3	0.157854	-4.93107	-4.9926	0.941766	5.63979	0.170802	42.1505	0.0593055
1531	scenarios.txt	FALSE	25	30	17051.5	0.324489	-4.43683	-5.79532	0.925589	1.52926	0.555599	16.5496	0.0457615
1532	scenarios.txt	FALSE	30	30	17454.7	0.154181	-4.41834	-5.95886	0.94427	4.45101	0.419498	7.77449	0.127303
1533	scenarios.txt	FALSE	18	30	14865.7	0.266857	-3.71592	-4.94419	0.957394	4.83034	0.484407	44.1651	0.125842
1534	scenarios.txt	FALSE	30	15	12124.1	0.716185	-4.81639	-5.16923	0.915746	9.87536	0.493014	10.0501	0.270835
1535	scenarios.txt	FALSE	30	30	18062.9	0.286925	-3.17501	-5.14212	0.986352	4.57497	0.678992	12.2594	0.270129
1536	scenarios.txt	FALSE	30	16	14186.4	0.756304	-4.65169	-4.36522	0.946802	2.52621	0.725458	5.44258	0.133499
1537	scenarios.txt	FALSE	30	30	18520.8	0.286022	-4.68186	-5.65351	0.938569	5.83135	0.349995	4.59006	0.241002
1538	scenarios.txt	FALSE	30	30	13417.1	0.195564	-4.01999	-4.47075	0.933952	9.97158	0.300644	19.5142	0.184724
1539	scenarios.txt	FALSE	14	30	14400.2	0.128313	-2.00679	-5.02476	0.930685	4.61074	0.220811	41.2334	0.229291
1540	scenarios.txt	FALSE	30	30	10361.3	0.187168	-5.19022	-5.8674	0.979886	7.29178	0.296663	42.9525	0.0423487
1541	scenarios.txt	FALSE	30	23	13335	0.506679	-4.76564	-5.56704	0.910157	6.18675	0.353306	12.8228	0.0690315
1542	scenarios.txt	FALSE	30	30	11658.4	0.310543	-5.43962	-5.83334	0.987129	5.54092	0.253273	28.2688	0.0655395
1543	scenarios.txt	FALSE	30	27	17710.2	0.729267	-4.39663	-5.69439	0.95327	2.7207	0.501404	35.597	0.0486803
1544	scenarios.txt	FALSE	30	30	17438.9	0.121195	-4.1212	-5.05572	0.908521	8.77552	0.451445	11.6929	0.298062
1545	scenarios.txt	FALSE	30	30	18813.8	0.164693	-2.62442	-5.77248	0.938042	1.4037	0.114248	14.4848	0.071288
1546	scenarios.txt	FALSE	30	18	13503.3	0.375215	-5.89118	-5.66248	0.933912	5.58475	0.871938	25.2305	0.209105
1547	scenarios.txt	FALSE	30	30	12094.3	0.847906	-4.70475	-4.23118	0.932824	4.71229	0.195803	22.2402	0.254493
1548	scenarios.txt	FALSE	5	12	13888.1	0.593587	-2.14694	-5.5153	0.955129	8.40309	0.875771	36.6155	0.352252
1549	scenarios.txt	FALSE	8	30	19120.5	0.238198	-2.32361	-4.83377	0.972316	9.05867	0.334164	39.8998	0.314429
1550	scenarios.txt	FALSE	30	30	11644.3	0.428344	-3.83608	-4.04018	0.916551	3.97589	0.326807	45.9851	0.142732
1551	scenarios.txt	FALSE	4	30	16589.6	0.315966	-4.15955	-5.74496	0.923667	4.83794	0.123348	44.6293	0.0393831
1552	scenarios.txt	FALSE	30	30	10684.8	0.100477	-2.66052	-5.31101	0.910535	3.15779	0.656866	5.88235	0.0739283
1553	scenarios.txt	FALSE	30	10	17010.4	0.404142	-2.85042	-4.26437	0.971462	9.3099	0.449706	9.68106	0.343927
1554	scenarios.txt	FALSE	30	17	13106.9	0.528157	-4.73861	-5.77196	0.906144	5.73086	0.622487	26.7337	0.395812
1555	scenarios.txt	FALSE	27	30	17836	0.385847	-5.63297	-5.38276	0.978261	3.72904	0.284357	22.9427	0.351518
1556	scenarios.txt	FALSE	30	30	12223.2	0.496521	-3.50823	-5.02027	0.93889	3.32716	0.362613	2.4574	0.249092
1557	scenarios.txt	FALSE	21	9	15943.8	0.503119	-5.53151	-5.67006	0.969898	7.60664	0.817803	37.9594	0.172887
1558	scenarios.txt	FALSE	30	10	18554.6	0.804919	-3.31703	-5.73505	0.976408	7.71239	0.61803	10.0084	0.21369
1559	scenarios.txt	FALSE	30	20	19988.5	0.649179	-5.84926	-5.91348	0.924359	9.02272	0.197383	13.9319	0.0110223
1560	scenarios.txt	FALSE	30	9	13688	0.653644	-5.05698	-4.95448	0.961836	5.94633	0.602564	46.6571	0.354477
1561	scenarios.txt	FALSE	16	30	13707.9	0.838102	-3.8063	-4.65272	0.948459	3.63876	0.291066	40.0274	0.29866
1562	scenarios.txt	FALSE	16	26	19853.6	0.373823	-4.10412	-4.5609	0.920265	5.13218	0.733092	19.9793	0.300241
1563	scenarios.txt	FALSE	30	30	11912.1	0.325727	-4.84928	-5.06414	0.968154	9.00027	0.208692	28.4821	0.363757
1564	scenarios.txt	FALSE	30	8	10987.7	0.564581	-2.95916	-4.01939	0.968702	6.70263	0.520569	45.3979	0.244541
1565	scenarios.txt	FALSE	30	15	10432.4	0.771309	-5.92884	-5.74283	0.948947	8.8576	0.272713	10.9642	0.366766
1566	scenarios.txt	FALSE	30	26	16514.2	0.561036	-2.66976	-4.84272	0.982287	9.37398	0.159989	16.738	0.344588
1567	scenarios.txt	FALSE	30	22	10597.6	0.831295	-2.82102	-5.15207	0.957981	6.42458	0.256103	7.68281	0.394035
1568	scenarios.txt	FALSE	30	25	17170.9	0.660264	-5.80015	-5.89244	0.922365	3.66032	0.559922	18.1011	0.170989
1569	scenarios.txt	FALSE	30	11	16108	0.697427	-5.01171	-4.25265	0.906463	5.55464	0.517204	32.0173	0.321883
1570	scenarios.txt	FALSE	27	30	10008.4	0.257484	-4.72168	-5.57411	0.987454	2.56821	0.485352	38.0421	0.108683
1571	scenarios.txt	FALSE	30	18	19936.2	0.852253	-2.32517	-4.98148	0.958765	8.55733	0.21961	21.1051	0.144038
1572	scenarios.txt	FALSE	26	30	12293	0.434757	-3.82365	-5.60247	0.901944	8.88788	0.458344	44.4597	0.309765
1573	scenarios.txt	FALSE	30	30	11739.2	0.176313	-2.3047	-5.47681	0.926175	9.44658	0.213322	36.7384	0.192255
1574	scenarios.txt	FALSE	21	30	18503.5	0.574456	-5.24469	-5.39468	0.905812	2.58574	0.641257	40.2329	0.347343
1575	scenarios.txt	FALSE	30	30	18285.2	0.798685	-2.2533	-5.99909	0.915422	7.06951	0.126896	31.288	0.367273
1576	scenarios.txt	FALSE	30	9	19501.9	0.677099	-4.9728	-4.6804	0.98935	8.84831	0.670689	43.0553	0.18507
1577	scenarios.txt	FALSE	16	15	16227.7	0.702244	-5.29548	-5.60528	0.906559	4.21485	0.887165	49.4755	0.37523
1578	scenarios.txt	FALSE	6	30	18241.7	0.562209	-4.05372	-5.21338	0.97129	1.22336	0.819474	46.5464	0.105496
1579	scenarios.txt	FALSE	30	30	18769.6	0.396991	-5.81724	-4.18771	0.985377	1.82104	0.430441	19.8045	0.0909434
1580	scenarios.txt	FALSE	30	30	17383.8	0.533304	-5.59946	-4.07406	0.906037	2.18902	0.722485	4.32236	0.387243
1581	scenarios.txt	FALSE	30	30	17498.3	0.251277	-4.99382	-5.64658	0.945095	9.55833	0.312009	18.5774	0.312127
1582	scenarios.txt	FALSE	16	29	12272.2	0.224342	-3.19316	-5.62193	0.914723	8.98693	0.629998	38.1981	0.0135063
1583	scenarios.txt	FALSE	30	16	11463.8	0.68843	-4.37722	-5.29296	0.968942	6.22226	0.327441	23.2744	0.253709
1584	scenarios.txt	FALSE	7	30	12240.1	0.11975	-5.13153	-4.92187	0.981603	4.29223	0.869269	40.4907	0.0589921
1585	scenarios.txt	FALSE	30	30	15221.9	0.687149	-2.25987	-5.98637	0.973343	1.20938	0.115515	11.2551	0.00655875
1586	scenarios.txt	FALSE	30	12	10545.7	0.868469	-2.86003	-4.15777	0.981387	3.71171	0.568209	7.3448	0.143382
1587	scenarios.txt	FALSE	30	30	19218.9	0.898026	-3.02389	-5.99546	0.982891	1.71277	0.883771	23.1591	0.252149
1588	scenarios.txt	FALSE	30	30	15872.7	0.777344	-3.35382	-4.40752	0.931897	3.96274	0.155305	7.5424	0.084974
1589	scenarios.txt	FALSE	30	11	10086.2	0.60409	-4.26718	-5.18594	0.947827	6.62336	0.813371	17.5349	0.0297884
1590	scenarios.txt	FALSE	11	19	18752.2	0.708832	-2.77197	-5.97465	0.928002	7.26044	0.321258	25.6853	0.233727
1591	scenarios.txt	FALSE	30	16	14054.6	0.666806	-4.96402	-4.10552	0.923575	3.31812	0.573867	43.6172	0.201345
1592	scenarios.txt	FALSE	4	30	15813.4	0.657721	-3.23369	-5.41781	0.951779	3.25382	0.575497	46.3705	0.398158
1593	scenarios.txt	FALSE	30	13	15723.7	0.861143	-5.26383	-4.14852	0.933425	8.44528	0.39492	20.9621	0.140098
1594	scenarios.txt	FALSE	30	30	12549.8	0.880746	-2.10328	-5.34016	0.957879	2.35357	0.697419	9.85436	0.321357
1595	scenarios.txt	FALSE	30	11	17859.7	0.789535	-5.25095	-5.23069	0.911035	8.1942	0.879945	27.4228	0.375728
1596	scenarios.txt	FALSE	30	30	11605.2	0.145473	-4.22187	-5.11766	0.911216	6.79477	0.295564	13.8063	0.332686
1597	scenarios.txt	FALSE	10	30	15675	0.171926	-3.62943	-5.50765	0.934073	2.94435	0.739401	49.462	0.122131
1598	scenarios.txt	FALSE	30	17	11989.3	0.74906	-2.49995	-5.51756	0.956106	6.76955	0.429635	29.5412	0.00182822
1599	scenarios.txt	FALSE	30	8	13261.8	0.825509	-4.63024	-4.22508	0.913264	6.87906	0.885579	14.1765	0.396285
1600	scenarios.txt	FALSE	6	30	19318.1	0.131694	-3.39358	-5.24139	0.94747	5.05226	0.104313	38.6785	0.0827896
1601	scenarios.txt	FALSE	30	30	13483.1	0.348328	-2.19679	-4.65143	0.934165	4.10134	0.85996	9.92715	0.286181
1602	scenarios.txt	FALSE	30	10	10797.3	0.667921	-4.23307	-5.42969	0.988117	3.60347	0.737077	27.9995	0.126339
1603	scenarios.txt	FALSE	5	30	16536.3	0.330181	-2.16795	-4.40089	0.959073	4.6069	0.687405	46.979	0.381049
1604	scenarios.txt	FALSE	30	14	15079.8	0.446918	-4.44677	-4.56233	0.969827	6.10539	0.721682	17.2618	0.281393
1605	scenarios.txt	FALSE	30	30	14449.5	0.118052	-2.84384	-4.06588	0.963023	5.78516	0.598837	20.9545	0.223701
1606	scenarios.txt	FALSE	30	19	15102.1	0.529061	-4.1692	-4.24977	0.945886	7.07783	0.244161	14.9744	0.28756
1607	scenarios.txt	FALSE	30	14	16305.8	0.829168	-5.95503	-4.54812	0.904625	4.0551	0.632899	46.9161	0.254166
1608	scenarios.txt	FALSE	30	30	13570.6	0.200148	-5.50709	-4.65592	0.919342	5.10959	0.255619	16.524	0.283719
1609	scenarios.txt	FALSE	30	30	11077.9	0.75776	-2.69342	-4.1086	0.979719	1.69105	0.264003	31.4462	0.0216996
1610	scenarios.txt	FALSE	30	17	16996.6	0.766148	-5.1787	-5.05903	0.96027	2.76791	0.843301	26.5502	0.228977
1611	scenarios.txt	FALSE	30	30	14416.9	0.351509	-5.96624	-4.41371	0.930386	6.9782	0.214849	8.11893	0.370207
1612	scenarios.txt	FALSE	30	25	15985.4	0.316808	-2.80102	-4.05177	0.917339	6.80065	0.565835	30.7718	0.275758
1613	scenarios.txt	FALSE	10	30	14740.5	0.818988	-2.55537	-4.29383	0.935478	1.1747	0.541994	48.941	0.0965541
1614	scenarios.txt	FALSE	30	23	13609.9	0.280774	-4.21852	-5.65445	0.905215	8.14346	0.440504	8.99924	0.0148515
1615	scenarios.txt	FALSE	30	7	16786	0.840331	-3.37304	-5.18197	0.983449	6.13112	0.801	41.4243	0.383947
1616	scenarios.txt	FALSE	8	30	16346.2	0.374851	-4.6248	-4.41021	0.967498	4.96613	0.133165	16.3801	0.142821
1617	scenarios.txt	FALSE	8	15	14313.7	0.593849	-3.46326	-5.92093	0.930277	7.68307	0.41363	29.2017	0.048028
1618	scenarios.txt	FALSE	30	30	17257.1	0.707629	-2.28676	-4.7387	0.907355	1.99774	0.142217	7.08524	0.217998
1619	scenarios.txt	FALSE	30	15	19564.3	0.898582	-5.21866	-5.67436	0.907016	8.60966	0.567717	4.19245	0.218129
1620	scenarios.txt	FALSE	14	7	14153.9	0.709771	-5.06384	-4.16641	0.967775	4.90839	0.796982	48.1243	0.111338
1621	scenarios.txt	FALSE	30	30	11679.9	0.304895	-2.63	-4.44434	0.984596	7.60024	0.19035	8.41314	0.268085
1622	scenarios.txt	FALSE	30	18	17772.1	0.739518	-2.45636	-4.18452	0.915243	8.09867	0.23264	25.658	0.116551
1623	scenarios.txt	FALSE	4	30	16575	0.275763	-4.2709	-5.37534	0.962514	1.29985	0.531973	43.1165	0.154921
1624	scenarios.txt	FALSE	5	30	17640.2	0.68997	-3.75346	-4.6091	0.960843	1.23132	0.561294	38.4763	0.265828
1625	scenarios.txt	FALSE	30	6	11095.9	0.557987	-5.12007	-4.31394	0.977625	8.45205	0.861551	39.8409	0.269861
1626	scenarios.txt	FALSE	30	23	17792.9	0.730505	-3.34906	-4.62569	0.985991	4.23071	0.495871	37.4112	0.113196
1627	scenarios.txt	FALSE	30	30	13895	0.616905	-4.53323	-4.56439	0.900254	2.60346	0.546367	32.6307	0.205297
1628	scenarios.txt	FALSE	30	30	16048.5	0.47837	-5.04764	-5.0167	0.900854	3.72297	0.331981	16.3219	0.264097
1629	scenarios.txt	FALSE	20	16	15766.4	0.419511	-4.49583	-5.08198	0.93228	8.30286	0.632462	48.5142	0.144596
1630	scenarios.txt	FALSE	30	18	15511.8	0.399285	-3.29927	-5.04884	0.973208	7.02918	0.472665	36.4857	0.304868
1631	scenarios.txt	FALSE	30	13	12825	0.777924	-4.51845	-4.96704	0.977206	9.87094	0.302967	37.0775	0.185479
1632	scenarios.txt	FALSE	30	30	17340.5	0.185935	-5.37566	-4.34185	0.901794	2.21692	0.872091	3.48578	0.362595
1633	scenarios.txt	FALSE	30	12	11414.8	0.866195	-4.05947	-5.72581	0.971008	4.13432	0.542539	7.92314	0.196336
1634	scenarios.txt	FALSE	30	28	18686.7	0.601897	-2.87695	-5.9284	0.926032	5.62115	0.287307	9.53818	0.170426
1635	scenarios.txt	FALSE	30	30	13225	0.864011	-2.02237	-5.30228	0.933815	6.94165	0.167239	38.8092	0.259338
1636	scenarios.txt	FALSE	30	30	13161.6	0.135666	-5.83282	-4.78247	0.951596	9.88726	0.709843	21.09	0.24274
1637	scenarios.txt	FALSE	19	17	15711.4	0.583583	-4.73392	-4.86478	0.939767	3.44662	0.694443	31.1767	0.0907635
1638	scenarios.txt	FALSE	30	30	14942.6	0.127714	-5.34302	-4.36346	0.985224	8.33539	0.117437	6.49927	0.352758
1639	scenarios.txt	FALSE	11	30	14955.2	0.283982	-5.66438	-4.50348	0.987601	3.16492	0.310751	41.3227	0.032897
1640	scenarios.txt	FALSE	30	30	14579.9	0.556462	-5.97105	-4.74872	0.920068	5.37801	0.2687	22.4423	0.317447
1641	scenarios.txt	FALSE	13	30	19396.1	0.134557	-4.04133	-5.7563	0.933319	7.31709	0.170141	39.5435	0.133981
1642	scenarios.txt	FALSE	30	30	14790.6	0.511052	-2.16201	-5.93368	0.925071	7.11844	0.261291	26.5844	0.041535
1643	scenarios.txt	FALSE	30	14	10222.5	0.470638	-3.55405	-5.58474	0.908458	8.0212	0.716882	12.1239	0.302688
1644	scenarios.txt	FALSE	12	30	15189.5	0.843939	-3.34624	-5.17862	0.954669	2.06102	0.203792	30.9312	0.0852715
1645	scenarios.txt	FALSE	30	8	19278.1	0.550157	-3.70289	-5.24315	0.986768	9.09403	0.743117	19.7497	0.27953
1646	scenarios.txt	FALSE	30	30	15344.8	0.484376	-3.97684	-4.74281	0.926816	2.79213	0.270007	22.1461	0.113698
1647	scenarios.txt	FALSE	30	15	14811.4	0.619652	-4.09752	-4.00026	0.907657	7.39451	0.220365	18.2185	0.183506
1648	scenarios.txt	FALSE	12	30	16857.1	0.277262	-3.6395	-4.17793	0.951474	2.46751	0.136072	19.9121	0.336454
1649	scenarios.txt	FALSE	30	16	14873.3	0.359025	-4.30813	-4.90007	0.977945	8.78803	0.509323	4.7327	0.144906
1650	scenarios.txt	FALSE	30	12	11997	0.895437	-4.39068	-5.39874	0.905111	4.73094	0.787804	31.5567	0.110597
1651	scenarios.txt	FALSE	30	19	15256.4	0.705082	-2.90991	-4.51588	0.932169	3.77363	0.342588	13.3633	0.187336
1652	scenarios.txt	FALSE	30	30	11704.2	0.654955	-5.51551	-4.70144	0.981827	2.11122	0.436546	21.8399	0.242878
1653	scenarios.txt	FALSE	30	30	18838	0.600882	-2.93294	-4.04896	0.926375	1.15195	0.880074	4.78347	0.180803
1654	scenarios.txt	FALSE	30	6	14919.8	0.801154	-5.20763	-4.49219	0.957712	9.83544	0.6653	29.6729	0.140772
1655	scenarios.txt	FALSE	24	30	11530.9	0.567846	-2.74406	-5.40996	0.903798	1.13823	0.791383	36.7975	0.124449
1656	scenarios.txt	FALSE	30	30	16822.1	0.235515	-3.77012	-5.54933	0.972983	3.89067	0.598219	5.13834	0.173897
1657	scenarios.txt	FALSE	15	12	16837	0.491698	-3.85417	-5.74957	0.912413	8.6448	0.763626	39.5089	0.164871
1658	scenarios.txt	FALSE	30	14	17945.7	0.752636	-2.15839	-4.27001	0.909505	6.89548	0.588852	8.32637	0.228544
1659	scenarios.txt	FALSE	30	30	18592.4	0.248664	-5.31928	-5.91195	0.946967	2.82836	0.884384	7.59304	0.102497
1660	scenarios.txt	FALSE	30	16	12809.7	0.731321	-3.03711	-4.26974	0.943844	5.57946	0.281406	7.83243	0.337626
1661	scenarios.txt	FALSE	28	18	13767.9	0.347975	-5.51951	-4.31868	0.977239	5.49665	0.878498	32.5447	0.0512932
1662	scenarios.txt	FALSE	30	11	18383.7	0.481416	-4.02086	-4.35926	0.91552	6.88789	0.702407	36.2243	0.202019
1663	scenarios.txt	FALSE	30	18	11682.9	0.309796	-5.62043	-5.45183	0.913935	9.99361	0.841808	28.7708	0.393537
1664	scenarios.txt	FALSE	30	14	10216.9	0.541532	-3.21363	-4.00463	0.953648	3.11657	0.820434	5.90038	0.0322402
1665	scenarios.txt	FALSE	30	30	11625.4	0.190408	-4.16337	-4.21455	0.972603	6.12642	0.312985	42.263	0.0839859
1666	scenarios.txt	FALSE	30	10	16394.8	0.846402	-3.61876	-4.4799	0.974893	3.92409	0.514345	16.6451	0.398977
1667	scenarios.txt	FALSE	30	30	16770.7	0.241907	-2.99625	-4.27521	0.985765	5.04173	0.457432	23.8428	0.0759985
1668	scenarios.txt	FALSE	7	30	12306.2	0.232692	-4.25627	-5.28886	0.939431	3.56638	0.368995	40.2749	0.0449138
1669	scenarios.txt	FALSE	30	30	14093.7	0.422966	-3.43982	-5.20108	0.936414	4.47999	0.308117	9.26711	0.118365
1670	scenarios.txt	FALSE	30	30	16919.9	0.255304	-3.38464	-4.96843	0.92995	8.0737	0.43147	4.30039	0.334984
1671	scenarios.txt	FALSE	25	30	17973.9	0.280983	-2.55997	-5.76002	0.939811	2.56199	0.249524	24.2085	0.264447
1672	scenarios.txt	FALSE	30	14	10336.2	0.775625	-4.33156	-5.66124	0.926658	9.5666	0.565544	35.7108	0.338612
1673	scenarios.txt	FALSE	14	30	17983.9	0.300033	-4.48756	-4.35698	0.95766	1.73705	0.767161	40.1499	0.204172
1674	scenarios.txt	FALSE	30	12	17008.6	0.858565	-4.52082	-4.06811	0.92053	4.97715	0.233494	15.9671	0.112343
1675	scenarios.txt	FALSE	13	30	19154	0.114726	-2.97293	-5.68992	0.952688	9.3972	0.827462	26.2396	0.378761
1676	scenarios.txt	FALSE	30	22	12115.4	0.812235	-3.84621	-5.52109	0.960147	2.16085	0.88128	33.7002	0.0171304
1677	scenarios.txt	FALSE	7	22	19331.4	0.161279	-4.48246	-4.3472	0.985879	9.07412	0.733875	47.272	0.154789
1678	scenarios.txt	FALSE	30	14	13871.3	0.620443	-3.61001	-5.00187	0.96668	5.22037	0.467743	19.065	0.0334156
1679	scenarios.txt	FALSE	20	30	15759.5	0.455941	-4.34681	-5.45616	0.942458	2.41669	0.265409	45.5242	0.193519
1680	scenarios.txt	FALSE	13	12	15566.1	0.822874	-4.40271	-5.6961	0.965781	6.03233	0.472881	49.9762	0.00131116
1681	scenarios.txt	FALSE	13	30	15749.9	0.302826	-2.90787	-4.92396	0.956527	7.50513	0.43697	29.2389	0.190781
1682	scenarios.txt	FALSE	30	10	12199.9	0.650761	-3.65891	-4.74514	0.958856	7.3681	0.294561	34.5513	0.0928383
1683	scenarios.txt	FALSE	30	12	12969	0.680472	-3.78377	-5.13465	0.987943	5.52419	0.679592	40.0007	0.214493
1684	scenarios.txt	FALSE	14	30	16183.3	0.197291	-4.03222	-4.47353	0.954771	9.49738	0.168929	35.5176	0.284897
1685	scenarios.txt	FALSE	30	18	14198.7	0.514952	-4.95981	-5.39274	0.903176	6.11294	0.754211	8.66494	0.0604934
1686	scenarios.txt	FALSE	30	30	11362.1	0.278699	-3.44992	-4.83474	0.941727	3.57477	0.25496	19.3301	0.187643
1687	scenarios.txt	FALSE	10	30	17656.9	0.194746	-2.70022	-4.97278	0.967142	5.03798	0.789236	28.3096	0.0349597
1688	scenarios.txt	FALSE	26	30	16469.8	0.158745	-5.61911	-4.07259	0.900005	8.35672	0.469722	36.095	0.162397
1689	scenarios.txt	FALSE	30	24	18167.5	0.220841	-3.92184	-5.41209	0.980385	9.82836	0.73441	20.5211	0.33837
1690	scenarios.txt	FALSE	16	25	14499.6	0.525449	-4.89702	-4.38277	0.980966	4.70545	0.583272	33.7558	0.388355
1691	scenarios.txt	FALSE	30	30	11153.4	0.433605	-3.33918	-5.80703	0.916837	8.90906	0.107011	27.9555	0.327229
1692	scenarios.txt	FALSE	30	30	11294.8	0.58916	-3.3963	-4.02717	0.906285	1.70176	0.610032	28.6146	0.16906
1693	scenarios.txt	FALSE	27	30	18147.9	0.170914	-3.79178	-4.19426	0.924131	2.90656	0.741286	25.2872	0.214068
1694	scenarios.txt	FALSE	30	16	17543.2	0.806061	-3.95103	-4.0128	0.936911	6.60743	0.106396	14.8695	0.0257909
1695	scenarios.txt	FALSE	30	26	13698.5	0.581901	-3.72994	-4.49406	0.976855	3.92703	0.210615	20.1563	0.0281943
1696	scenarios.txt	FALSE	30	30	14450.9	0.878428	-2.94938	-4.47432	0.929459	1.0483	0.613389	16.908	0.222947
1697	scenarios.txt	FALSE	30	30	13083.2	0.426862	-2.04968	-5.8824	0.949285	1.33152	0.589931	26.7816	0.266106
1698	scenarios.txt	FALSE	30	9	16495.6	0.781968	-2.971	-4.91435	0.982858	7.22906	0.160184	39.4549	0.23275
1699	scenarios.txt	FALSE	10	30	14136.6	0.416651	-2.48143	-5.34485	0.941092	1.84967	0.263004	21.8861	0.168384
1700	scenarios.txt	FALSE	30	10	12016.4	0.817617	-4.66396	-4.79379	0.910301	7.10146	0.74385	9.79465	0.342611
1701	scenarios.txt	FALSE	30	30	16489.5	0.172833	-5.12782	-5.42639	0.967611	5.39866	0.494149	4.4526	0.0792397
1702	scenarios.txt	FALSE	30	30	11288.1	0.449287	-4.91097	-5.61901	0.90593	1.44802	0.570449	15.7424	0.15427
1703	scenarios.txt	FALSE	30	12	17442.8	0.785001	-4.63583	-5.49318	0.943086	8.43863	0.588347	10.7074	0.01551
1704	scenarios.txt	FALSE	30	14	12000.5	0.769	-3.30746	-4.26212	0.946616	6.20079	0.40345	33.0305	0.253501
1705	scenarios.txt	FALSE	30	30	10417.4	0.10807	-2.40901	-4.42323	0.926296	8.42637	0.108577	2.72186	0.0048193
1706	scenarios.txt	FALSE	30	30	14830.1	0.535334	-2.1712	-4.26136	0.941316	4.32793	0.544181	31.5714	0.0539897
1707	scenarios.txt	FALSE	30	14	18695.3	0.700512	-3.277	-5.98295	0.945024	8.87405	0.293022	13.1804	0.381821
1708	scenarios.txt	FALSE	15	30	19456.4	0.295439	-4.45781	-4.37662	0.979241	7.34941	0.397841	20.704	0.13694
1709	scenarios.txt	FALSE	8	30	16364.5	0.103219	-2.58257	-4.73211	0.987864	2.77843	0.815147	22.9796	0.128519
1710	scenarios.txt	FALSE	30	30	16422.4	0.298207	-5.58827	-5.17612	0.91889	5.1863	0.502057	49.114	0.305323
1711	scenarios.txt	FALSE	30	15	14654.2	0.708249	-2.91718	-4.2329	0.941866	9.80514	0.584118	46.3071	0.183638
1712	scenarios.txt	FALSE	30	25	13540.8	0.685428	-2.11009	-5.82338	0.938643	7.12863	0.610748	26.3775	0.357755
1713	scenarios.txt	FALSE	9	30	19733.6	0.576244	-4.07641	-4.20651	0.904835	1.11942	0.489111	26.0728	0.0337011
1714	scenarios.txt	FALSE	24	12	19302.6	0.687626	-4.10949	-4.335	0.929716	4.5082	0.849729	44.0814	0.384851
1715	scenarios.txt	FALSE	30	9	11760.1	0.755801	-4.85322	-4.41568	0.961949	7.18358	0.804274	43.8671	0.00250063
1716	scenarios.txt	FALSE	20	23	18221.8	0.55564	-5.40525	-4.6903	0.973484	6.84882	0.152639	44.8333	0.191886
1717	scenarios.txt	FALSE	19	30	12618.5	0.783984	-3.08613	-4.70213	0.962046	2.74201	0.29154	39.3398	0.299928
1718	scenarios.txt	FALSE	12	22	19184.5	0.318402	-2.76612	-5.2496	0.934766	9.81979	0.395813	35.6547	0.328967
1719	scenarios.txt	FALSE	30	11	15161.4	0.655816	-4.03702	-4.16453	0.988776	7.70047	0.144147	19.4246	0.0504303
1720	scenarios.txt	FALSE	19	30	17071.5	0.308951	-3.71807	-4.06177	0.950237	1.92071	0.634296	34.4663	0.310179
1721	scenarios.txt	FALSE	30	30	16713.1	0.245581	-2.30133	-5.00324	0.937783	3.53007	0.491615	19.1566	0.189911
1722	scenarios.txt	FALSE	6	30	15068.1	0.136972	-4.47644	-5.78242	0.985028	5.54836	0.550283	44.5444	0.0250331
1723	scenarios.txt	FALSE	30	19	18635.7	0.517064	-4.29555	-5.86458	0.903774	6.85609	0.578629	27.0294	0.284554
1724	scenarios.txt	FALSE	4	30	18407.1	0.258503	-2.94015	-4.64999	0.911075	4.3091	0.214395	41.3878	0.258408
1725	scenarios.txt	FALSE	30	14	18079.1	0.753755	-4.23742	-5.01156	0.945428	7.74785	0.587575	33.2056	0.23356
1726	scenarios.txt	FALSE	30	14	12920.5	0.327041	-5.95052	-4.80604	0.945479	7.89427	0.877064	3.12478	0.0213959
1727	scenarios.txt	FALSE	30	11	10972.1	0.848134	-3.77962	-5.8958	0.927885	6.67668	0.832062	43.5987	0.397124
1728	scenarios.txt	FALSE	30	30	12134.3	0.787585	-3.2472	-4.20298	0.972639	1.16296	0.270594	21.5204	0.374154
1729	scenarios.txt	FALSE	6	30	11666.8	0.511888	-5.03303	-5.48639	0.9198	1.023	0.591373	47.1088	0.298948
1730	scenarios.txt	FALSE	30	30	12935.9	0.894785	-3.02827	-5.14061	0.969202	1.50229	0.318756	22.278	0.289893
