DateTime	Day	Hour	IndoorsTemperature	IndoorsLightIntensity	IndoorsRH	IndoorsCo2	OutdoorsTemperature	OutdoorsIrradiation	OutdoorsCo2	OutdoorsWindSpeed	OutdoorsWindDirection	GrowthLightPowerUsage	GrowthLightIntensity	ScreenEffect1	ScreenEffect2	ScreenNetEffect1	ScreenNetEffect2
2019-08-27 00:22:08	239	0.368955555555556	21.2607479095459	7.69041210068924e-16	68.5664291381836	465.827423095703	18.6864948272705	0	5000	0	33.6038665771484	0	0	1	1	0.65	0.2
2019-08-28 00:22:08	240	0.369091666666667	22.8751411437988	3.5466006618725e-16	73.5500946044922	461.432830810547	21.0511531829834	0	5000	0.000548999523743987	36.7819671630859	0	0	1	1	0.65	0.2
2019-08-29 00:22:09	241	0.369213888888889	22.6421604156494	2.53454529821916e-16	75.1546936035156	477.546356201172	20.2813053131104	0	5000	0	47.5337562561035	0	0	1	1	0.65	0.2
2019-08-30 00:22:09	242	0.36935	20.4894256591797	0	62.8355255126953	471.686889648438	14.0078630447388	0	5000	0	95.8515319824219	0	0	1	1	0.65	0.2
2019-08-01 00:21:56	213	0.365644444444444	22.2789649963379	6.23603700111491e-14	75.5752944946289	395.746398925781	15.9608745574951	0	5000	3.84613037109375	10.05104637146	0	0	1	1	0.2	0.65
2019-08-02 00:21:56	214	0.365758333333333	22.7172889709473	3.16715830807595e-13	76.7932357788086	407.46533203125	16.1535625457764	0	5000	0	2.28099346160889	0	0	1	1	0.2	0.65
2019-08-03 00:21:57	215	0.365883333333333	22.2816104888916	8.2143988063433e-13	70.2909393310547	445.551818847656	13.6358613967896	0	5000	0	4.30089569091797	0	0	1	1	0.2	0.65
2019-08-04 00:21:57	216	0.366022222222222	22.1556339263916	7.32827027413816e-13	69.9595947265625	379.632873535156	16.0597496032715	0	5000	3.63558569915767e-07	33.8076858520508	0	0	1	1	0.2	0.65
2019-08-05 00:21:58	217	0.366144444444444	22.8475112915039	1.14986741408098e-13	67.6541366577148	391.351806640625	16.3411865234375	0	5000	1.39555742182577e-17	31.9649200439453	0	0	1	1	0.2	0.65
2019-08-06 00:21:58	218	0.366258333333333	22.7580394744873	1.35955387945634e-13	72.7283172607422	411.859924316406	16.4349994659424	0	5000	0.0543417222797871	17.593334197998	0	0	1	1	0.2	0.65
2019-08-07 00:21:59	219	0.366394444444444	22.9910640716553	1.17235734669956e-13	68.0988616943359	384.027465820312	15.3098707199097	0	5000	0.0114678656682372	24.9608402252197	0	0	1	1	0.2	0.65
2019-08-08 00:21:59	220	0.366533333333333	0	1.15421799891477e-13	0	0	14.3798656463623	0	5000	1.58585240623874e-16	22.0576400756836	0	0	0	0.969680023193359	0	0.630292015075684
2019-08-09 00:21:59	221	0.366652777777778	22.6824817657471	5.94915776696095e-14	65.5976715087891	382.562561035156	15.1238698959351	0	5000	0	51.4569282531738	0	0	1	1	0.2	0.65
2019-08-10 00:22:00	222	0.366775	22.9284973144531	2.7132035276123e-15	69.6790237426758	394.281494140625	17.8421840667725	0	5000	6.17325830459595	28.3327827453613	0	0	1	1	0.2	0.65
2019-08-11 00:22:00	223	0.366905555555556	22.6543922424316	7.86680152520163e-15	68.993537902832	364.984222412109	18.3112449645996	0	5000	7.83894872665405	43.1976203918457	0	0	1	1	0.2	0.65
2019-08-12 00:22:01	224	0.367036111111111	22.5992279052734	5.82166413803909e-15	68.3119659423828	373.773406982422	17.0916862487793	0	5000	4.59689140319824	64.9762649536133	0	0	1	1	0.2	0.65
2019-08-13 00:22:01	225	0.367152777777778	22.2515869140625	7.1156855936307e-15	64.4418029785156	425.043701171875	12.7058553695679	0	5000	0	81.5876083374023	0	0	1	1	0.2	0.65
2019-08-14 00:22:02	226	0.367288888888889	23.0466156005859	3.89710824895926e-15	61.7381973266602	433.832885742188	11.0994701385498	0	5000	0.406362116336823	90.7463302612305	0	0	1	1	0.2	0.65
2019-08-15 00:22:02	227	0.367416666666667	22.8676815032959	2.4551002192559e-15	66.4820556640625	398.676147460938	14.4728660583496	0	5000	1.70267550059222e-11	91.3947448730469	0	0	1	1	0.2	0.65
2019-08-16 00:22:03	228	0.367594444444444	22.5393905639648	1.12750082782954e-15	73.4361419677734	384.027465820312	16.0597496032715	0	5000	2.43036389350891	63.5368270874023	0	0	1	1	0.2	0.65
2019-08-17 00:22:03	229	0.367680555555556	23.1347751617432	2.27522522372531e-15	66.2365493774414	404.535583496094	14.8448677062988	0	5000	3.03639364242554	50.8373756408691	0	0	1	1	0.2	0.65
2019-08-18 00:22:04	230	0.3678	23.0535507202148	7.47959972174506e-16	68.8576812744141	403.070739746094	14.3798656463623	0	5000	0	36.1952934265137	0	0	1	1	0.2	0.65
2019-08-19 00:22:04	231	0.367930555555556	22.8253192901611	3.44611486032123e-16	69.0631256103516	386.957214355469	14.6588668823242	0	5000	0.326410621404648	32.0107383728027	0	0	1	1	0.2	0.65
2019-08-20 00:22:05	232	0.368061111111111	22.9265308380127	1.56439771284137e-15	68.2852249145508	400.140991210938	14.5658664703369	0	5000	2.80615019798279	34.2438850402832	0	0	1	1	0.2	0.65
2019-08-21 00:22:05	233	0.368236111111111	21.9429931640625	1.54998566032556e-15	66.9930801391602	407.46533203125	12.426854133606	0	5000	1.48983629828846e-15	50.8442344665527	0	0	1	1	0.2	0.65
2019-08-22 00:22:05	234	0.368313888888889	21.9008827209473	2.52350892875502e-16	66.5951766967773	430.903198242188	11.6699600219727	0	5000	0	42.9404029846191	0	0	1	1	0.2	0.65
2019-08-23 00:22:06	235	0.368452777777778	22.7209968566895	3.35601822888795e-16	67.3443984985352	408.930236816406	14.7518672943115	0	5000	0.368021994829178	41.675479888916	0	0	1	1	0.2	0.65
2019-08-24 00:22:06	236	0.368580555555556	23.0087108612061	9.45590447860898e-16	69.387321472168	379.632873535156	15.2168703079224	0	5000	0	66.5524444580078	0	0	1	1	0.2	0.65
2019-08-25 00:22:07	237	0.368697222222222	22.8118515014648	9.50230626694855e-16	73.2527084350586	403.070739746094	16.4349994659424	0	5000	0.0588119924068451	16.0792369842529	0	0	1	1	0.2	0.65
2019-08-26 00:22:07	238	0.368816666666667	23.5621528625488	1.37927078348904e-15	71.8706741333008	410.395080566406	19.8122425079346	0	5000	0.244738504290581	17.926794052124	0	0	1	1	0.2	0.65
2019-08-27 00:22:08	239	0.368955555555556	22.920295715332	1.07036368568295e-15	73.9314270019531	400.140991210938	18.6864948272705	0	5000	0	33.6038665771484	0	0	1	1	0.2	0.65
2019-08-28 00:22:08	240	0.369091666666667	23.8055858612061	0	80.4865951538086	407.46533203125	21.0511531829834	0	5000	0.000548999523743987	36.7819671630859	0	0	1	1	0.2	0.65
2019-08-29 00:22:09	241	0.369213888888889	23.6023426055908	6.65701928557157e-16	80.8651123046875	435.297790527344	20.2813053131104	0	5000	0	47.5337562561035	0	0	1	1	0.2	0.65
2019-08-30 00:22:09	242	0.36935	22.2420501708984	0	68.6799621582031	410.395080566406	14.0078630447388	0	5000	0	95.8515319824219	0	0	1	1	0.2	0.65
2019-08-01 00:21:56	213	0.365644444444444	22.8697662353516	9.4855945133635e-14	70.3144683837891	514.400573730469	15.9608745574951	0	5000	3.84613037109375	10.05104637146	0	0	1	1	0.2	0.66
2019-08-02 00:21:56	214	0.365758333333333	22.5397624969482	4.6409000503244e-13	69.1528472900391	510.005981445312	16.1535625457764	0	5000	0	2.28099346160889	0	0	0.8	0.9	0.16	0.594
2019-08-03 00:21:57	215	0.365883333333333	21.1476535797119	1.03660801866129e-12	64.8773498535156	552.487060546875	13.6358613967896	0	5000	0	4.27221632003784	0	0	0.8	0.9	0.16	0.594
2019-08-04 00:21:57	216	0.366022222222222	21.1934909820557	1.2943477561457e-12	66.2790679931641	499.751892089844	16.0597496032715	0	5000	4.29693329806469e-07	33.8650856018066	0	0	0.8	0.9	0.16	0.594
2019-08-05 00:21:58	217	0.366144444444444	21.5588665008545	1.34660356900884e-13	66.9049224853516	534.90869140625	16.3411865234375	0	5000	1.44852771906073e-16	31.677562713623	0	0	0.8	0.9	0.16	0.594
2019-08-06 00:21:58	218	0.366258333333333	22.2737979888916	1.71567563961631e-13	70.48583984375	527.584350585938	16.4349994659424	0	5000	0.0459779053926468	18.0302410125732	0	0	0.8	0.9	0.16	0.594
2019-08-07 00:21:59	219	0.366394444444444	21.7252559661865	1.53575591100522e-13	64.608757019043	539.303283691406	15.3098707199097	0	5000	0.0114678656682372	24.9608402252197	0	0	0.8	0.9	0.16	0.594
2019-08-08 00:21:59	220	0.366533333333333	0	2.2855548765968e-13	0	0	14.3798656463623	0	5000	1.34177139215794e-16	22.0576400756836	0	0	0	0	0	0
2019-08-09 00:21:59	221	0.366652777777778	20.1068325042725	8.39778101590738e-14	64.6763610839844	540.768127441406	15.1238698959351	0	5000	0	51.4569282531738	0	0	0.8	0.9	0.16	0.594
2019-08-10 00:22:00	222	0.366775	22.6365909576416	4.28412007483716e-15	66.8984298706055	501.216735839844	17.8421840667725	0	5000	6.17325830459595	28.3327827453613	0	0	0.8	0.9	0.16	0.594
2019-08-11 00:22:00	223	0.366905555555556	22.3133735656738	1.61339741581643e-14	65.6811447143555	523.189758300781	18.3112449645996	0	5000	7.03298711776733	43.4069061279297	0	0	0.8	0.9	0.16	0.594
2019-08-12 00:22:01	224	0.367036111111111	21.9472217559814	1.06738249102111e-14	65.4910202026367	537.838439941406	17.0916862487793	0	5000	4.73277807235718	64.9762649536133	0	0	0.8	0.9	0.16	0.594
2019-08-13 00:22:01	225	0.367152777777778	20.5790252685547	9.23018936758009e-15	62.9316673278809	575.924926757812	12.6128549575806	0	5000	0	81.9289321899414	0	0	0.852399978637695	0.925199966430664	0.170479995727539	0.610631977844238
2019-08-14 00:22:02	226	0.367288888888889	21.903470993042	3.13206634399372e-15	56.7635307312012	592.038452148438	11.0994701385498	0	5000	0.290900737047195	89.9629592895508	0	0	1	1	0.2	0.66
2019-08-15 00:22:02	227	0.367416666666667	21.4827842712402	2.4760964534236e-15	65.40673828125	571.530334472656	14.4728660583496	0	5000	2.01240812208736e-11	91.3947448730469	0	0	0.8	0.9	0.16	0.594
2019-08-16 00:22:03	228	0.367594444444444	21.2383918762207	9.08813318876943e-16	66.5305938720703	520.260009765625	16.0597496032715	0	5000	2.43036389350891	63.5368270874023	0	0	0.8	0.9	0.16	0.594
2019-08-17 00:22:03	229	0.367680555555556	21.2689418792725	1.21597517411664e-15	65.4865036010742	572.995178222656	14.8448677062988	0	5000	3.71570754051208	50.8373756408691	0	0	0.8	0.9	0.16	0.594
2019-08-18 00:22:04	230	0.3678	22.0971336364746	8.75931880367613e-16	65.715705871582	564.205993652344	14.3798656463623	0	5000	0	36.1833000183105	0	0	0.8	0.9	0.16	0.594
2019-08-19 00:22:04	231	0.367930555555556	21.9473133087158	9.0698840492093e-16	63.572998046875	580.319519042969	14.6588668823242	0	5000	0.276172310113907	32.0657501220703	0	0	0.818399963378906	0.909599990844727	0.163679992675781	0.600335993957519
2019-08-20 00:22:05	232	0.368061111111111	21.6039524078369	3.05838416221321e-16	61.7253494262695	561.276306152344	14.5658664703369	0	5000	2.8815541267395	34.6302146911621	0	0	0.895599975585938	0.948000030517578	0.179119995117187	0.625680020141602
2019-08-21 00:22:05	233	0.368236111111111	21.5594425201416	1.5586791472455e-15	59.0256385803223	592.038452148438	12.426854133606	0	5000	1.76085158366341e-15	51.3050422668457	0	0	1	1	0.2	0.66
2019-08-22 00:22:05	234	0.368313888888889	21.927396774292	1.64287465895394e-15	58.9399604797363	599.36279296875	11.6699600219727	0	5000	0	42.7736625671387	0	0	1	1	0.2	0.66
2019-08-23 00:22:06	235	0.368452777777778	22.134693145752	3.87020033494815e-16	59.5357475280762	587.643798828125	14.7518672943115	0	5000	0.368021994829178	41.675479888916	0	0	0.978399963378906	0.988000030517578	0.195679992675781	0.652080020141601
2019-08-24 00:22:06	236	0.368580555555556	21.8722629547119	7.54693145598327e-16	65.5666961669922	546.627624511719	15.2168703079224	0	5000	0	66.5524444580078	0	0	0.8	0.9	0.16	0.594
2019-08-25 00:22:07	237	0.368697222222222	21.5904941558838	3.4652200490973e-16	64.5601425170898	552.487060546875	16.4349994659424	0	5000	0.0588119924068451	15.8600292205811	0	0	0.81120002746582	0.905599975585938	0.162240005493164	0.597695983886719
2019-08-26 00:22:07	238	0.368816666666667	22.714448928833	6.84073868704055e-16	66.3498306274414	537.838439941406	19.8122425079346	0	5000	0.244738504290581	17.926794052124	0	0	0.8	0.9	0.16	0.594
2019-08-27 00:22:08	239	0.368955555555556	23.627721786499	1.35073493832776e-15	66.6548538208008	534.90869140625	18.6864948272705	0	5000	0	33.5723419189453	0	0	0.8	0.9	0.16	0.594
2019-08-28 00:22:08	240	0.369091666666667	24.6239681243896	0	69.5591888427734	499.751892089844	21.0511531829834	0	5000	0.000548999523743987	36.7819671630859	0	0	0.8	0.9	0.16	0.594
2019-08-29 00:22:09	241	0.369213888888889	23.5404052734375	8.72051245903626e-16	71.4402542114258	565.6708984375	20.2813053131104	0	5000	0	47.5337562561035	0	0	0.8	0.9	0.16	0.594
2019-08-30 00:22:09	242	0.36935	23.1384983062744	0	64.4337539672852	545.162719726562	14.0078630447388	0	5000	0	95.8515319824219	0	0	0.8	0.9	0.16	0.594
