iteration	dateTime	energyFlux_0	energyFlux_1	temperature.value	rh	co2.value	powerUsage	netGrowthRate
105	1	2001-05-09 01:44:00	29.0391	53.0816	20.0913	68.7794	655.263	0	0
106	1	2001-05-09 01:45:00	29.04	53.0831	20.0903	68.7774	652.092	0	0
107	1	2001-05-09 01:46:00	29.0409	53.0847	20.0893	68.7754	648.961	0	0
108	1	2001-05-09 01:47:00	29.0418	53.0862	20.0882	68.7734	654.944	0	0
109	1	2001-05-09 01:48:00	29.0427	53.0878	20.0872	68.7714	651.777	0	0
110	1	2001-05-09 01:49:00	29.0436	53.0893	20.0862	68.7694	648.649	0	0
111	1	2001-05-09 01:50:00	29.0445	53.0909	20.0851	68.7674	654.636	0	0
112	1	2001-05-09 01:51:00	29.0454	53.0924	20.0841	68.7653	651.473	0	0
113	1	2001-05-09 01:52:00	29.0463	53.094	20.0831	68.7633	648.349	0	0
114	1	2001-05-09 01:53:00	29.0472	53.0955	20.082	68.7613	654.339	0	0
115	1	2001-05-09 01:54:00	29.0481	53.097	20.081	68.7592	651.18	0	0
116	1	2001-05-09 01:55:00	29.049	53.0985	20.08	68.7572	648.06	0	0
117	1	2001-05-09 01:56:00	29.0498	53.1001	20.079	68.7551	654.054	0	0
118	1	2001-05-09 01:57:00	29.0507	53.1016	20.078	68.753	650.898	0	0
119	1	2001-05-09 01:58:00	29.0516	53.1031	20.0769	68.751	647.781	0	0
120	1	2001-05-09 01:59:00	29.0525	53.1046	20.0759	68.7489	653.779	0	0
121	1	2001-05-09 02:00:00	29.0534	53.1062	20.0749	68.7468	650.626	0	0
122	1	2001-05-09 02:01:00	29.0542	53.1077	20.0736	68.746	647.509	0	0
123	1	2001-05-09 02:02:00	29.0554	53.1097	20.0719	68.7468	653.503	0	0
124	1	2001-05-09 02:03:00	29.0569	53.1122	20.0698	68.7489	650.344	0	0
125	1	2001-05-09 02:04:00	29.0587	53.1153	20.0675	68.7521	647.22	0	0
126	1	2001-05-09 02:05:00	29.0607	53.1188	20.0649	68.7565	653.207	0	0
127	1	2001-05-09 02:06:00	29.063	53.1227	20.062	68.7617	650.041	0	0
128	1	2001-05-09 02:07:00	29.0654	53.1269	20.059	68.7676	646.911	0	0
129	1	2001-05-09 02:08:00	29.068	53.1314	20.0558	68.7743	652.892	0	0
130	1	2001-05-09 02:09:00	29.0708	53.1361	20.0525	68.7814	649.719	0	0
131	1	2001-05-09 02:10:00	29.0736	53.1411	20.0491	68.7891	655.658	0	0
132	1	2001-05-09 02:11:00	29.0766	53.1462	20.0456	68.7972	652.443	0	0
133	1	2001-05-09 02:12:00	29.0796	53.1515	20.0419	68.8056	649.266	0	0
134	1	2001-05-09 02:13:00	29.0828	53.1569	20.0383	68.8143	655.2	0	0
135	1	2001-05-09 02:14:00	29.086	53.1624	20.0345	68.8233	651.981	0	0
136	1	2001-05-09 02:15:00	29.0892	53.168	20.0307	68.8326	648.799	0	0
137	1	2001-05-09 02:16:00	29.0925	53.1737	20.0268	68.842	654.728	0	0
138	1	2001-05-09 02:17:00	29.0959	53.1795	20.0229	68.8516	651.504	0	0
139	1	2001-05-09 02:18:00	29.0993	53.1854	20.019	68.8613	648.318	0	0
140	1	2001-05-09 02:19:00	29.1027	53.1912	20.015	68.8711	654.243	0	0
141	1	2001-05-09 02:20:00	29.1061	53.1972	20.011	68.8811	651.015	0	0
142	1	2001-05-09 02:21:00	29.1096	53.2031	20.007	68.8911	647.824	0	0
143	1	2001-05-09 02:22:00	29.1131	53.2091	20.0029	68.9012	653.745	0	0
144	1	2001-05-09 02:23:00	29.1166	53.2152	19.9989	68.9114	650.513	0	0
145	1	2001-05-09 02:24:00	29.1201	53.2212	19.9948	68.9216	647.319	0	0
146	1	2001-05-09 02:25:00	29.1236	53.2273	19.9908	68.9319	653.236	0	0
147	1	2001-05-09 02:26:00	29.1271	53.2334	19.9867	68.9422	650	0	0
148	1	2001-05-09 02:27:00	29.1306	53.2395	19.9826	68.9525	655.875	0	0
149	1	2001-05-09 02:28:00	29.1342	53.2456	19.9785	68.9629	652.599	0	0
150	1	2001-05-09 02:29:00	29.1377	53.2517	19.9744	68.9732	649.36	0	0
151	1	2001-05-09 02:30:00	29.1413	53.2578	19.9703	68.9836	655.234	0	0
152	1	2001-05-09 02:31:00	29.1448	53.2639	19.9662	68.994	651.955	0	0
153	1	2001-05-09 02:32:00	29.1484	53.2701	19.9621	69.0044	648.714	0	0
154	1	2001-05-09 02:33:00	29.1519	53.2762	19.958	69.0148	654.586	0	0
155	1	2001-05-09 02:34:00	29.1555	53.2823	19.9539	69.0252	651.304	0	0
156	1	2001-05-09 02:35:00	29.159	53.2885	19.9498	69.0357	648.062	0	0
157	1	2001-05-09 02:36:00	29.1626	53.2946	19.9457	69.0461	653.931	0	0
158	1	2001-05-09 02:37:00	29.1662	53.3007	19.9416	69.0565	650.648	0	0
159	1	2001-05-09 02:38:00	29.1697	53.3069	19.9375	69.0669	647.404	0	0
160	1	2001-05-09 02:39:00	29.1733	53.313	19.9334	69.0773	653.271	0	0
161	1	2001-05-09 02:40:00	29.1768	53.3191	19.9293	69.0877	649.986	0	0
162	1	2001-05-09 02:41:00	29.1804	53.3252	19.9252	69.0981	655.813	0	0
163	1	2001-05-09 02:42:00	29.1839	53.3314	19.9211	69.1085	652.488	0	0
164	1	2001-05-09 02:43:00	29.1875	53.3375	19.917	69.1189	649.203	0	0
165	1	2001-05-09 02:44:00	29.191	53.3436	19.9129	69.1293	655.03	0	0
166	1	2001-05-09 02:45:00	29.1946	53.3497	19.9088	69.1396	651.704	0	0
167	1	2001-05-09 02:46:00	29.1981	53.3558	19.9047	69.15	648.419	0	0
168	1	2001-05-09 02:47:00	29.2017	53.362	19.9006	69.1603	654.245	0	0
169	1	2001-05-09 02:48:00	29.2052	53.3681	19.8965	69.1707	650.92	0	0
170	1	2001-05-09 02:49:00	29.2087	53.3742	19.8924	69.181	647.634	0	0
171	1	2001-05-09 02:50:00	29.2123	53.3803	19.8884	69.1913	653.461	0	0
172	1	2001-05-09 02:51:00	29.2158	53.3864	19.8843	69.2016	650.135	0	0
173	1	2001-05-09 02:52:00	29.2193	53.3924	19.8802	69.2119	646.849	0	0
174	1	2001-05-09 02:53:00	29.2229	53.3985	19.8761	69.2222	652.676	0	0
175	1	2001-05-09 02:54:00	29.2264	53.4046	19.8721	69.2325	649.35	0	0
176	1	2001-05-09 02:55:00	29.2299	53.4107	19.868	69.2428	655.136	0	0
177	1	2001-05-09 02:56:00	29.2334	53.4168	19.8639	69.2531	651.771	0	0
178	1	2001-05-09 02:57:00	29.237	53.4228	19.8599	69.2633	648.447	0	0
179	1	2001-05-09 02:58:00	29.2405	53.4289	19.8558	69.2735	654.235	0	0
180	1	2001-05-09 02:59:00	29.244	53.435	19.8518	69.2838	650.871	0	0
181	1	2001-05-09 03:00:00	29.2475	53.441	19.8477	69.294	647.548	0	0
182	1	2001-05-09 03:01:00	29.251	53.4471	19.8426	69.3084	653.327	0	0
183	1	2001-05-09 03:02:00	29.2554	53.4547	19.8365	69.327	649.944	0	0
184	1	2001-05-09 03:03:00	29.2607	53.4638	19.8295	69.3493	655.664	0	0
185	1	2001-05-09 03:04:00	29.2668	53.4743	19.8217	69.3749	652.222	0	0
186	1	2001-05-09 03:05:00	29.2736	53.486	19.8132	69.4031	648.812	0	0
187	1	2001-05-09 03:06:00	29.2809	53.4987	19.8041	69.4337	654.505	0	0
188	1	2001-05-09 03:07:00	29.2888	53.5122	19.7946	69.4663	651.036	0	0
189	1	2001-05-09 03:08:00	29.297	53.5265	19.7846	69.5005	647.601	0	0
190	1	2001-05-09 03:09:00	29.3057	53.5413	19.7743	69.5363	653.269	0	0
191	1	2001-05-09 03:10:00	29.3146	53.5567	19.7637	69.5732	649.776	0	0
192	1	2001-05-09 03:11:00	29.3238	53.5726	19.7529	69.6112	655.386	0	0
193	1	2001-05-09 03:12:00	29.3332	53.5888	19.7418	69.65	651.836	0	0
194	1	2001-05-09 03:13:00	29.3428	53.6053	19.7306	69.6896	648.321	0	0
195	1	2001-05-09 03:14:00	29.3525	53.6221	19.7192	69.7298	653.909	0	0
196	1	2001-05-09 03:15:00	29.3624	53.6392	19.7077	69.7705	650.338	0	0
197	1	2001-05-09 03:16:00	29.3724	53.6564	19.6961	69.8116	646.802	0	0
198	1	2001-05-09 03:17:00	29.3824	53.6737	19.6844	69.8531	652.371	0	0
199	1	2001-05-09 03:18:00	29.3926	53.6912	19.6726	69.8949	648.78	0	0
200	1	2001-05-09 03:19:00	29.4028	53.7088	19.6608	69.9369	654.293	0	0
201	1	2001-05-09 03:20:00	29.413	53.7264	19.649	69.9791	650.646	0	0
202	1	2001-05-09 03:21:00	29.4233	53.7441	19.6371	70.0214	647.038	0	0
203	1	2001-05-09 03:22:00	29.4336	53.7619	19.6252	70.0639	652.534	0	0
204	1	2001-05-09 03:23:00	29.4439	53.7797	19.6132	70.1069	648.871	0	0
205	1	2001-05-09 03:24:00	29.4544	53.7977	19.601	70.1502	654.314	0	0
206	1	2001-05-09 03:25:00	29.4649	53.8158	19.5889	70.1938	650.597	0	0
207	1	2001-05-09 03:26:00	29.4754	53.834	19.5766	70.2377	646.921	0	0
208	1	2001-05-09 03:27:00	29.486	53.8523	19.5644	70.2817	652.35	0	0
209	1	2001-05-09 03:28:00	29.4967	53.8706	19.5521	70.3259	648.621	0	0
210	1	2001-05-09 03:29:00	29.5073	53.889	19.5398	70.3702	653.997	0	0
211	1	2001-05-09 03:30:00	29.518	53.9074	19.5274	70.4146	650.216	0	0
212	1	2001-05-09 03:31:00	29.5287	53.9259	19.5151	70.4589	646.477	0	0
213	1	2001-05-09 03:32:00	29.5394	53.9443	19.5028	70.5033	651.844	0	0
214	1	2001-05-09 03:33:00	29.5501	53.9627	19.4905	70.5477	648.053	0	0
215	1	2001-05-09 03:34:00	29.5608	53.9811	19.4782	70.5921	653.369	0	0
216	1	2001-05-09 03:35:00	29.5715	53.9996	19.4659	70.6364	649.528	0	0
217	1	2001-05-09 03:36:00	29.5821	54.0179	19.4536	70.6806	654.793	0	0
218	1	2001-05-09 03:37:00	29.5928	54.0363	19.4414	70.7246	650.903	0	0
219	1	2001-05-09 03:38:00	29.6034	54.0545	19.4293	70.7682	647.057	0	0
220	1	2001-05-09 03:39:00	29.6139	54.0726	19.4173	70.8114	652.319	0	0
221	1	2001-05-09 03:40:00	29.6243	54.0906	19.4055	70.8541	648.425	0	0
222	1	2001-05-09 03:41:00	29.6346	54.1083	19.3937	70.8962	653.638	0	0
223	1	2001-05-09 03:42:00	29.6448	54.1259	19.3822	70.9377	649.695	0	0
224	1	2001-05-09 03:43:00	29.6548	54.1432	19.3708	70.9785	654.861	0	0
225	1	2001-05-09 03:44:00	29.6647	54.1602	19.3595	71.0187	650.872	0	0
226	1	2001-05-09 03:45:00	29.6745	54.177	19.3485	71.0582	646.931	0	0
227	1	2001-05-09 03:46:00	29.6841	54.1936	19.3376	71.097	652.099	0	0
228	1	2001-05-09 03:47:00	29.6935	54.2099	19.3268	71.1351	648.111	0	0
229	1	2001-05-09 03:48:00	29.7029	54.226	19.3163	71.1725	653.232	0	0
230	1	2001-05-09 03:49:00	29.712	54.2417	19.3059	71.2092	649.199	0	0
231	1	2001-05-09 03:50:00	29.721	54.2573	19.2957	71.2452	654.276	0	0
232	1	2001-05-09 03:51:00	29.7299	54.2725	19.2857	71.2806	650.198	0	0
233	1	2001-05-09 03:52:00	29.7386	54.2876	19.2758	71.3153	646.172	0	0
234	1	2001-05-09 03:53:00	29.7472	54.3024	19.2661	71.3493	651.256	0	0
235	1	2001-05-09 03:54:00	29.7556	54.3169	19.2565	71.3828	647.185	0	0
236	1	2001-05-09 03:55:00	29.7639	54.3312	19.2471	71.4156	652.225	0	0
237	1	2001-05-09 03:56:00	29.7721	54.3453	19.2378	71.4478	648.111	0	0
238	1	2001-05-09 03:57:00	29.7802	54.3591	19.2287	71.4795	653.108	0	0
239	1	2001-05-09 03:58:00	29.7881	54.3728	19.2197	71.5106	648.952	0	0
240	1	2001-05-09 03:59:00	29.7959	54.3862	19.2109	71.5411	653.908	0	0
241	1	2001-05-09 04:00:00	29.8036	54.3995	19.2022	71.5711	649.711	0	0
242	1	2001-05-09 04:01:00	29.8111	54.4125	19.1947	71.5958	654.639	0	0
243	1	2001-05-09 04:02:00	29.8176	54.4236	19.1884	71.6158	650.427	0	0
244	1	2001-05-09 04:03:00	29.8231	54.4331	19.1833	71.6309	646.282	0	0
245	1	2001-05-09 04:04:00	29.8276	54.4408	19.1792	71.6417	651.262	0	0
246	1	2001-05-09 04:05:00	29.8311	54.4469	19.1759	71.6489	647.1	0	0
247	1	2001-05-09 04:06:00	29.834	54.4518	19.1734	71.6531	652.062	0	0
248	1	2001-05-09 04:07:00	29.8362	54.4556	19.1714	71.6551	647.884	0	0
249	1	2001-05-09 04:08:00	29.8379	54.4586	19.1699	71.6551	652.83	0	0
250	1	2001-05-09 04:09:00	29.8392	54.4609	19.1687	71.6537	648.635	0	0
251	1	2001-05-09 04:10:00	29.8403	54.4627	19.1678	71.6512	653.565	0	0
252	1	2001-05-09 04:11:00	29.841	54.464	19.1671	71.6477	649.355	0	0
253	1	2001-05-09 04:12:00	29.8416	54.465	19.1666	71.6435	654.269	0	0
254	1	2001-05-09 04:13:00	29.842	54.4657	19.1662	71.6389	650.044	0	0
255	1	2001-05-09 04:14:00	29.8424	54.4663	19.1659	71.634	645.887	0	0
256	1	2001-05-09 04:15:00	29.8426	54.4667	19.1657	71.6288	650.854	0	0.00243946
257	1	2001-05-09 04:16:00	29.8428	54.4671	19.1655	71.6236	646.673	0	0.00252674
258	1	2001-05-09 04:17:00	29.843	54.4674	19.1649	71.6199	651.616	0	0.0026194
259	1	2001-05-09 04:18:00	29.8435	54.4683	19.1643	71.6166	647.419	0	0.00270653
260	1	2001-05-09 04:19:00	29.8441	54.4692	19.1636	71.6134	652.345	0	0.00279937
261	1	2001-05-09 04:20:00	29.8447	54.4702	19.163	71.6102	648.132	0	0.00288632
262	1	2001-05-09 04:21:00	29.8452	54.4712	19.1623	71.607	653.042	0	0.00297933
263	1	2001-05-09 04:22:00	29.8458	54.4722	19.1617	71.6038	648.813	0	0.00306609
264	1	2001-05-09 04:23:00	29.8463	54.4731	19.161	71.6008	653.708	0	0.00315929
265	1	2001-05-09 04:24:00	29.8469	54.4742	19.1603	71.5979	649.464	0	0.00324587
266	1	2001-05-09 04:25:00	29.8476	54.4752	19.1595	71.5953	654.344	0	0.00333924
267	1	2001-05-09 04:26:00	29.8482	54.4764	19.1587	71.5928	650.085	0	0.00342563
268	1	2001-05-09 04:27:00	29.8489	54.4775	19.1579	71.5906	645.896	0	0.00351185
269	1	2001-05-09 04:28:00	29.8496	54.4788	19.157	71.5886	650.83	0	0.00360551
270	1	2001-05-09 04:29:00	29.8504	54.4801	19.1561	71.5868	646.624	0	0.00369154
271	1	2001-05-09 04:30:00	29.8512	54.4815	19.1551	71.5852	651.542	0	0.00378538
272	1	2001-05-09 04:31:00	29.852	54.483	19.1541	71.5839	647.32	0	0.00387123
273	1	2001-05-09 04:32:00	29.8529	54.4845	19.153	71.5828	652.222	0	0.00396525
274	1	2001-05-09 04:33:00	29.8539	54.4861	19.1519	71.5819	647.985	0	0.00405092
275	1	2001-05-09 04:34:00	29.8548	54.4878	19.1507	71.5813	652.872	0	0.00414511
276	1	2001-05-09 04:35:00	29.8559	54.4895	19.1495	71.5809	648.62	0	0.00423059
277	1	2001-05-09 04:36:00	29.8569	54.4913	19.1482	71.5806	653.492	0	0.00432497
278	1	2001-05-09 04:37:00	29.858	54.4932	19.1469	71.5806	649.225	0	0.00441026
279	1	2001-05-09 04:38:00	29.8591	54.4952	19.1456	71.5808	654.084	0	0.00450481
280	1	2001-05-09 04:39:00	29.8603	54.4972	19.1442	71.5812	649.803	0	0.00458992
281	1	2001-05-09 04:40:00	29.8615	54.4993	19.1428	71.5818	654.648	0	0.00468464
282	1	2001-05-09 04:41:00	29.8627	54.5014	19.1413	71.5825	650.354	0	0.00476956
283	1	2001-05-09 04:42:00	29.864	54.5036	19.1398	71.5834	646.13	0	0.00485431
284	1	2001-05-09 04:43:00	29.8653	54.5058	19.1383	71.5845	651.031	0	0.00494936
285	1	2001-05-09 04:44:00	29.8666	54.5081	19.1368	71.5857	646.792	0	0.00503393
286	1	2001-05-09 04:45:00	29.868	54.5104	19.1352	71.5871	651.677	0	0.00512915
287	1	2001-05-09 04:46:00	29.8694	54.5128	19.1335	71.5886	647.423	0	0.00521353
288	1	2001-05-09 04:47:00	29.8708	54.5152	19.1319	71.5903	652.294	0	0.00530892
289	1	2001-05-09 04:48:00	29.8722	54.5177	19.1302	71.5921	648.025	0	0.00539312
290	1	2001-05-09 04:49:00	29.8737	54.5202	19.1285	71.594	652.882	0	0.00548869
291	1	2001-05-09 04:50:00	29.8751	54.5227	19.1268	71.596	648.6	0	0.0055727
292	1	2001-05-09 04:51:00	29.8766	54.5253	19.1251	71.5982	653.443	0	0.00566843
293	1	2001-05-09 04:52:00	29.8781	54.5279	19.1233	71.6004	649.147	0	0.00575226
294	1	2001-05-09 04:53:00	29.8797	54.5305	19.1215	71.6027	653.977	0	0.00584816
295	1	2001-05-09 04:54:00	29.8812	54.5332	19.1198	71.6052	649.668	0	0.0059318
296	1	2001-05-09 04:55:00	29.8828	54.5359	19.1179	71.6077	654.485	0	0.00602787
297	1	2001-05-09 04:56:00	29.8844	54.5386	19.1161	71.6103	650.164	0	0.00611132
298	1	2001-05-09 04:57:00	29.8859	54.5413	19.1143	71.613	645.914	0	0.0061946
299	1	2001-05-09 04:58:00	29.8875	54.5441	19.1124	71.6158	650.788	0	0.00629104
300	1	2001-05-09 04:59:00	29.8892	54.5469	19.1105	71.6186	646.523	0	0.00637414
301	1	2001-05-09 05:00:00	29.8908	54.5497	19.1087	71.6215	651.384	0	0.00647075
302	1	2001-05-09 05:01:00	29.8924	54.5525	19.1066	71.6253	647.102	0	0.00658337
303	1	2001-05-09 05:02:00	29.8942	54.5556	19.1042	71.6304	651.941	0	0.00670992
304	1	2001-05-09 05:03:00	29.8963	54.5592	19.1015	71.6371	647.638	0	0.0068223
305	1	2001-05-09 05:04:00	29.8987	54.5633	19.0984	71.645	652.458	0	0.00694909
306	1	2001-05-09 05:05:00	29.9013	54.5678	19.0952	71.654	648.135	0	0.00706121
307	1	2001-05-09 05:06:00	29.9042	54.5727	19.0917	71.6639	652.935	0	0.00718823
308	1	2001-05-09 05:07:00	29.9072	54.5779	19.088	71.6746	648.593	0	0.00730009
309	1	2001-05-09 05:08:00	29.9104	54.5834	19.0842	71.6859	653.375	0	0.00742734
