minute	indoorsCo2	indoorsRh	indoorsTemperature	growthLight	heating	photosynthesis
805	648.472	73.0087	19.4701	0	83.5872	0.0563324
806	650.464	73.0239	19.4689	0	83.5901	0.0557112
807	643.408	73.0391	19.4676	0	83.5931	0.0549631
808	645.567	73.0543	19.4663	0	83.5961	0.0543455
809	647.68	73.0696	19.465	0	83.5991	0.0537265
810	649.749	73.0849	19.4637	0	83.6022	0.0531065
811	651.775	73.1002	19.4623	0	83.6052	0.0524856
812	644.752	73.1155	19.461	0	83.6084	0.0517461
813	646.942	73.1308	19.4597	0	83.6116	0.0511284
814	649.086	73.146	19.4583	0	83.6147	0.0505094
815	651.186	73.1613	19.457	0	83.6179	0.0498892
816	644.235	73.1765	19.4556	0	83.6212	0.0491565
817	646.493	73.1917	19.4543	0	83.6243	0.0485392
818	648.705	73.2069	19.4529	0	83.6275	0.0479207
819	650.87	73.222	19.4516	0	83.6307	0.047301
820	643.983	73.2371	19.4502	0	83.634	0.0465748
821	646.303	73.2521	19.4488	0	83.6371	0.0459578
822	648.574	73.2671	19.4475	0	83.6403	0.0453396
823	650.799	73.2821	19.4461	0	83.6435	0.0447202
824	643.968	73.297	19.4448	0	83.6468	0.0440004
825	646.343	73.3119	19.4434	0	83.6499	0.0433835
826	648.669	73.3268	19.4421	0	83.6531	0.0427653
827	650.946	73.3416	19.4407	0	83.6563	0.042146
828	644.166	73.3563	19.4394	0	83.6595	0.0414325
829	646.591	73.3711	19.438	0	83.6627	0.0408154
830	648.965	73.3857	19.4367	0	83.6659	0.0401972
831	651.29	73.4003	19.4354	0	83.6691	0.0395777
832	644.556	73.4149	19.434	0	83.6722	0.0388703
833	647.025	73.4294	19.4327	0	83.6754	0.038253
834	649.443	73.4439	19.4314	0	83.6785	0.0376345
835	651.811	73.4583	19.43	0	83.6817	0.0370149
836	645.119	73.4726	19.4287	0	83.6847	0.0363134
837	647.628	73.4869	19.4274	0	83.6879	0.0356957
838	650.085	73.5012	19.4261	0	83.691	0.0350769
839	643.479	73.5154	19.4248	0	83.6942	0.0343803
840	646.072	73.5295	19.4235	0	83.6972	0.0337633
841	648.611	73.5436	19.4222	0	83.7003	0.033145
842	651.091	73.558	19.4208	0	83.7034	0.0329429
843	644.499	73.5714	19.4196	0	83.7067	0.0326683
844	647.097	73.5844	19.4186	0	83.7094	0.0324686
845	649.634	73.5969	19.4176	0	83.7119	0.0322678
846	652.111	73.6092	19.4167	0	83.7142	0.0320661
847	645.515	73.6211	19.4159	0	83.7163	0.0317933
848	648.11	73.6328	19.4151	0	83.7184	0.0315926
849	650.644	73.6442	19.4144	0	83.7201	0.031391
850	644.103	73.6555	19.4137	0	83.7219	0.0311195
851	646.752	73.6665	19.413	0	83.7235	0.0309188
852	649.337	73.6774	19.4124	0	83.725	0.0307171
853	651.863	73.6882	19.4118	0	83.7266	0.0305145
854	645.314	73.6989	19.4112	0	83.7279	0.0302443
855	647.954	73.7094	19.4107	0	83.7293	0.0300426
856	650.532	73.7199	19.4101	0	83.7306	0.02984
857	644.035	73.7302	19.4096	0	83.7318	0.0295711
858	646.725	73.7405	19.4091	0	83.7331	0.0293693
859	649.352	73.7507	19.4086	0	83.7342	0.0291666
860	651.917	73.7609	19.4082	0	83.7354	0.028963
861	645.407	73.7709	19.4077	0	83.7365	0.0286954
862	648.085	73.7809	19.4072	0	83.7377	0.0284926
863	650.7	73.7909	19.4068	0	83.7387	0.0282889
864	644.239	73.8008	19.4063	0	83.7397	0.0280224
865	646.964	73.8107	19.4059	0	83.7408	0.0278195
866	649.625	73.8205	19.4055	0	83.7419	0.0276157
867	652.224	73.8303	19.405	0	83.7429	0.0274109
868	645.747	73.8401	19.4046	0	83.744	0.0271458
869	648.456	73.8498	19.4042	0	83.7449	0.0269418
870	651.102	73.8594	19.4038	0	83.7459	0.0267369
871	644.671	73.8691	19.4034	0	83.7468	0.026473
872	647.424	73.8787	19.403	0	83.7478	0.0262688
873	650.114	73.8882	19.4026	0	83.7487	0.0260637
874	643.725	73.8977	19.4022	0	83.7497	0.0258009
875	646.519	73.9072	19.4018	0	83.7506	0.0255965
876	649.249	73.9167	19.4014	0	83.7516	0.0253912
877	651.916	73.9262	19.401	0	83.7525	0.025185
878	645.505	73.9356	19.4006	0	83.7535	0.0249234
879	648.277	73.9449	19.4002	0	83.7544	0.0247154
880	650.986	73.9543	19.3998	0	83.7553	0.0245049
881	644.615	73.9636	19.3995	0	83.7562	0.0242404
882	647.427	73.9729	19.3991	0	83.7571	0.0240304
883	650.174	73.9822	19.3987	0	83.758	0.0238196
884	643.841	73.9914	19.3983	0	83.7588	0.0235563
885	646.69	74.0006	19.398	0	83.7598	0.023346
886	649.473	74.0098	19.3976	0	83.7606	0.0231349
887	652.192	74.019	19.3972	0	83.7615	0.022923
888	645.832	74.0281	19.3969	0	83.7623	0.0226608
889	648.654	74.0372	19.3965	0	83.7633	0.0224494
890	651.411	74.0463	19.3961	0	83.7641	0.0222372
891	645.087	74.0553	19.3958	0	83.765	0.0219761
892	647.945	74.0643	19.3954	0	83.7658	0.0217644
893	650.737	74.0733	19.3951	0	83.7666	0.0215518
894	644.448	74.0823	19.3947	0	83.7675	0.0212919
895	647.338	74.0912	19.3944	0	83.7683	0.0210797
896	650.163	74.1001	19.394	0	83.7691	0.0208668
897	643.905	74.109	19.3937	0	83.7699	0.0206079
898	646.826	74.1179	19.3933	0	83.7708	0.0203955
899	649.681	74.1267	19.393	0	83.7716	0.0201831
900	652.471	74.1355	19.3926	0	83.7724	0.01997
901	646.179	74.1442	19.3923	0	83.7732	0.0197132
902	649.075	74.1515	19.3923	0	83.774	0.0196425
903	651.915	74.1578	19.3925	0	83.774	0.0195714
904	645.678	74.1633	19.3929	0	83.7735	0.0194576
905	648.629	74.1679	19.3935	0	83.7726	0.0193872
906	651.521	74.1717	19.3943	0	83.7711	0.0193163
907	645.336	74.1749	19.3952	0	83.7693	0.0192033
908	648.336	74.1776	19.3962	0	83.7672	0.0191332
909	651.277	74.1797	19.3974	0	83.7647	0.0190626
910	645.139	74.1813	19.3986	0	83.762	0.0189504
911	648.186	74.1826	19.4	0	83.759	0.0188805
912	651.172	74.1834	19.4014	0	83.7558	0.0188101
913	645.079	74.184	19.4029	0	83.7525	0.0186987
914	648.168	74.1842	19.4045	0	83.7489	0.018629
915	651.197	74.1841	19.4061	0	83.7452	0.0185589
916	645.145	74.1838	19.4078	0	83.7414	0.0184482
917	648.273	74.1833	19.4095	0	83.7375	0.0183787
918	651.342	74.1825	19.4113	0	83.7334	0.0183088
919	645.327	74.1815	19.4131	0	83.7291	0.0181933
920	648.493	74.1803	19.415	0	83.7248	0.0181163
921	651.598	74.179	19.4169	0	83.7204	0.0180389
922	645.62	74.1775	19.4188	0	83.716	0.0179223
923	648.82	74.1758	19.4208	0	83.7114	0.0178458
924	651.96	74.1739	19.4228	0	83.7067	0.0177691
925	646.014	74.172	19.4248	0	83.702	0.0176538
926	649.247	74.1698	19.4269	0	83.6972	0.0175779
927	652.418	74.1675	19.4289	0	83.6923	0.0175017
928	646.504	74.1651	19.4311	0	83.6874	0.0173876
929	649.767	74.1626	19.4332	0	83.6824	0.0173123
930	652.969	74.1599	19.4354	0	83.6773	0.0172367
931	647.084	74.157	19.4376	0	83.6722	0.0171238
932	650.375	74.1541	19.4398	0	83.667	0.017049
933	644.578	74.151	19.4421	0	83.6617	0.0169371
934	647.954	74.1478	19.4443	0	83.6564	0.0168631
935	651.268	74.1445	19.4466	0	83.651	0.0167888
936	645.491	74.141	19.449	0	83.6455	0.016678
937	648.889	74.1374	19.4513	0	83.64	0.0166045
938	652.223	74.1337	19.4537	0	83.6345	0.0165307
939	646.466	74.1299	19.4561	0	83.6288	0.016421
940	649.883	74.126	19.4585	0	83.6231	0.0163468
941	653.237	74.1219	19.461	0	83.6174	0.016269
942	647.5	74.1177	19.4635	0	83.6116	0.0161561
943	650.935	74.1134	19.466	0	83.6057	0.0160793
944	645.277	74.1089	19.4685	0	83.5998	0.0159675
945	648.79	74.1044	19.4711	0	83.5939	0.0158916
946	652.238	74.0997	19.4736	0	83.5878	0.0158154
947	646.593	74.0949	19.4762	0	83.5817	0.0157051
948	650.118	74.09	19.4789	0	83.5755	0.0156299
949	644.548	74.085	19.4815	0	83.5694	0.0155207
950	648.146	74.0798	19.4842	0	83.5631	0.0154463
951	651.679	74.0746	19.4869	0	83.5567	0.0153717
952	646.116	74.0692	19.4896	0	83.5504	0.0152638
953	649.721	74.0636	19.4924	0	83.5439	0.0151901
954	653.261	74.058	19.4952	0	83.5374	0.0151161
955	647.706	74.0522	19.498	0	83.5309	0.0150096
956	651.318	74.0463	19.5008	0	83.5243	0.0149365
957	645.833	74.0403	19.5036	0	83.5175	0.0148311
958	649.513	74.0342	19.5065	0	83.5109	0.0147588
959	653.129	74.0279	19.5094	0	83.5041	0.0146862
960	647.646	74.0215	19.5124	0	83.4971	0.0145821
961	651.329	74.015	19.5153	0	83.4902	0.0145101
962	645.903	74.0116	19.5176	0	83.4832	0.0143625
963	649.631	74.0108	19.5192	0	83.4779	0.0142413
964	653.283	74.0127	19.5202	0	83.4741	0.0141195
965	647.827	74.0168	19.5207	0	83.4717	0.0139674
966	651.525	74.0227	19.5207	0	83.4706	0.0138466
967	646.114	74.0303	19.5204	0	83.4704	0.0136959
968	649.856	74.0394	19.5197	0	83.4712	0.013576
969	653.523	74.0496	19.5188	0	83.4728	0.0134558
970	648.08	74.061	19.5176	0	83.475	0.013307
971	651.792	74.0732	19.5161	0	83.4779	0.0131878
972	646.394	74.0863	19.5145	0	83.4813	0.013038
973	650.15	74.1001	19.5127	0	83.4851	0.0129166
974	644.794	74.1145	19.5107	0	83.4894	0.0127675
975	648.592	74.1294	19.5087	0	83.494	0.0126472
976	652.312	74.1447	19.5065	0	83.4989	0.0125268
977	646.922	74.1604	19.5042	0	83.5041	0.0123797
978	650.685	74.1765	19.5018	0	83.5095	0.0122603
979	645.337	74.1928	19.4994	0	83.5151	0.0121147
980	649.142	74.2094	19.4969	0	83.5209	0.0119963
981	652.87	74.2262	19.4943	0	83.5268	0.0118765
982	647.487	74.2431	19.4917	0	83.5329	0.0117295
983	651.257	74.2602	19.4891	0	83.539	0.0116088
984	645.916	74.2774	19.4864	0	83.5453	0.0114635
985	649.728	74.2947	19.4836	0	83.5517	0.011344
986	653.462	74.3121	19.4809	0	83.5581	0.0112246
987	648.086	74.3296	19.4781	0	83.5646	0.0110816
988	651.863	74.3471	19.4753	0	83.5711	0.0109633
989	646.528	74.3646	19.4725	0	83.5777	0.0108219
990	650.346	74.3821	19.4697	0	83.5844	0.0107048
991	645.05	74.3997	19.4669	0	83.591	0.0105561
992	648.906	74.4173	19.464	0	83.5977	0.0104312
993	652.685	74.4348	19.4612	0	83.6044	0.0103067
994	647.352	74.4524	19.4583	0	83.6112	0.0101609
995	651.171	74.47	19.4554	0	83.618	0.0100382
996	645.877	74.4875	19.4526	0	83.6248	0.00989474
997	649.735	74.5051	19.4497	0	83.6316	0.00977391
998	653.516	74.5226	19.4468	0	83.6384	0.0096535
999	648.184	74.5401	19.4439	0	83.6452	0.00951325
1000	652.005	74.5575	19.441	0	83.652	0.00940166
1001	646.713	74.5749	19.4381	0	83.6588	0.00928071
1002	650.572	74.5922	19.4352	0	83.6656	0.00918011
1003	645.317	74.6095	19.4324	0	83.6725	0.00905968
1004	649.213	74.6268	19.4295	0	83.6793	0.00895919
1005	653.031	74.644	19.4266	0	83.6861	0.00885832
1006	647.736	74.6611	19.4237	0	83.6929	0.00873847
1007	651.593	74.6782	19.4209	0	83.6997	0.00863772
1008	646.335	74.6953	19.418	0	83.7065	0.00851838
1009	650.228	74.7122	19.4151	0	83.7133	0.00841772
1010	645.007	74.7292	19.4123	0	83.7201	0.00829996
1011	648.935	74.7461	19.4094	0	83.7268	0.00820078
1012	652.785	74.7629	19.4066	0	83.7336	0.00810115
1013	647.522	74.7797	19.4037	0	83.7403	0.0079841
1014	651.409	74.7964	19.4008	0	83.7471	0.00788439
1015	646.182	74.8131	19.398	0	83.7538	0.00776765
1016	650.104	74.8297	19.3952	0	83.7606	0.00766784
1017	644.911	74.8463	19.3923	0	83.7672	0.00755141
1018	648.867	74.8628	19.3895	0	83.774	0.0074515
1019	652.745	74.8793	19.3866	0	83.7807	0.00735117
1020	647.509	74.8957	19.3838	0	83.7874	0.00723504
1021	651.422	74.9105	19.3813	0	83.7941	0.00713459
1022	646.228	74.9208	19.3798	0	83.7999	0.00703928
1023	650.189	74.9272	19.3793	0	83.8034	0.00695927
1024	645.04	74.9301	19.3795	0	83.8048	0.00686419
1025	649.047	74.93	19.3803	0	83.8044	0.00678409
1026	652.982	74.9275	19.3817	0	83.8023	0.00670363
1027	647.808	74.9229	19.3836	0	83.799	0.00660878
1028	651.789	74.9164	19.3859	0	83.7945	0.00652824
1029	646.661	74.9085	19.3885	0	83.7892	0.00643365
1030	650.686	74.8993	19.3914	0	83.7829	0.00635304
1031	645.601	74.8889	19.3946	0	83.7761	0.00625871
1032	649.669	74.8777	19.398	0	83.7686	0.00617801
1033	653.666	74.8655	19.4015	0	83.7606	0.00609698
1034	648.553	74.8527	19.4052	0	83.7522	0.0060029
1035	652.593	74.8392	19.409	0	83.7435	0.00592178
1036	647.522	74.8252	19.413	0	83.7345	0.00582796
1037	651.604	74.8107	19.4171	0	83.725	0.00574676
1038	646.574	74.7958	19.4212	0	83.7154	0.0056532
1039	650.696	74.7805	19.4255	0	83.7056	0.00557191
1040	645.706	74.7649	19.4298	0	83.6956	0.00547859
1041	649.866	74.749	19.4342	0	83.6854	0.00539721
1042	653.954	74.7328	19.4386	0	83.6751	0.00531549
1043	648.931	74.7163	19.4431	0	83.6646	0.00522243
1044	653.059	74.6996	19.4476	0	83.6539	0.00514062
1045	648.074	74.6827	19.4522	0	83.6433	0.0050478
1046	652.24	74.6655	19.4568	0	83.6324	0.00496588
1047	647.293	74.6482	19.4615	0	83.6215	0.00487331
1048	651.495	74.6307	19.4662	0	83.6104	0.00479129
1049	646.583	74.613	19.471	0	83.5992	0.00469895
1050	650.821	74.5951	19.4757	0	83.588	0.00461681
1051	645.943	74.5771	19.4806	0	83.5768	0.00452471
1052	650.214	74.5589	19.4854	0	83.5654	0.00444245
1053	645.369	74.5406	19.4903	0	83.5539	0.00435058
1054	649.672	74.5221	19.4952	0	83.5424	0.00426818
1055	653.903	74.5035	19.5001	0	83.5308	0.00418548
1056	649.018	74.4847	19.5051	0	83.5191	0.00409384
1057	653.283	74.4657	19.5101	0	83.5074	0.00401102
1058	648.432	74.4467	19.5151	0	83.4956	0.0039196
1059	652.728	74.4275	19.5202	0	83.4837	0.00383665
1060	647.909	74.4081	19.5253	0	83.4717	0.00374546
1061	652.237	74.3886	19.5304	0	83.4597	0.00366236
1062	647.448	74.369	19.5355	0	83.4477	0.0035714
1063	651.806	74.3492	19.5407	0	83.4355	0.00348815
1064	647.046	74.3293	19.5459	0	83.4232	0.00339741
1065	651.433	74.3093	19.5511	0	83.411	0.00331401
1066	646.701	74.2891	19.5564	0	83.3986	0.00322348
1067	651.115	74.2688	19.5617	0	83.3862	0.00313993
1068	646.411	74.2484	19.567	0	83.3737	0.00304962
1069	650.851	74.2278	19.5723	0	83.3611	0.00296591
1070	646.173	74.2071	19.5777	0	83.3485	0.0028758
1071	650.639	74.1862	19.5831	0	83.3358	0.00279192
1072	645.985	74.1652	19.5885	0	83.323	0.00270202
1073	650.476	74.1441	19.594	0	83.3102	0.00261797
1074	645.846	74.1228	19.5995	0	83.2974	0.00252827
1075	650.36	74.1014	19.605	0	83.2844	0.00244406
1076	645.753	74.0799	19.6105	0	83.2714	0.00235456
1077	650.29	74.0582	19.6161	0	83.2582	0.00227016
1078	645.706	74.0364	19.6217	0	83.2451	0.00218086
1079	650.265	74.0145	19.6273	0	83.2319	0.00209629
1080	645.702	73.9924	19.633	0	83.2186	0.00200718
1081	650.282	73.9702	19.6387	0	83.2053	0.00192242
1082	645.734	73.9491	19.6441	0	83.1918	0.00189975
1083	650.324	73.9293	19.6492	0	83.1789	0.00188121
1084	645.787	73.9108	19.654	0	83.1669	0.0018586
1085	650.386	73.8935	19.6586	0	83.1554	0.00184002
1086	645.857	73.877	19.663	0	83.1446	0.00181746
1087	650.465	73.8614	19.6671	0	83.1344	0.00179884
1088	645.946	73.8464	19.6711	0	83.1245	0.00177633
1089	650.563	73.832	19.675	0	83.1151	0.00175767
1090	646.052	73.818	19.6788	0	83.1059	0.00173521
1091	650.678	73.8044	19.6825	0	83.0969	0.00171651
1092	646.175	73.7912	19.6861	0	83.0882	0.0016941
1093	650.809	73.7782	19.6897	0	83.0797	0.00167536
1094	646.314	73.7654	19.6932	0	83.0713	0.00165299
1095	650.956	73.7528	19.6966	0	83.0631	0.00163421
1096	646.469	73.7403	19.7	0	83.0549	0.00161189
1097	651.118	73.7279	19.7034	0	83.0468	0.00159306
1098	646.639	73.7157	19.7068	0	83.0389	0.00157079
1099	651.295	73.7035	19.7101	0	83.0309	0.00155192
1100	646.823	73.6913	19.7135	0	83.023	0.0015297
1101	651.487	73.6792	19.7168	0	83.0151	0.00151078
1102	647.022	73.6671	19.7201	0	83.0073	0.0014886
1103	651.693	73.6551	19.7234	0	82.9994	0.00146964
1104	647.234	73.643	19.7267	0	82.9917	0.00144751
1105	651.912	73.631	19.73	0	82.9838	0.00142851
1106	647.46	73.6189	19.7333	0	82.976	0.00140642
1107	652.144	73.6068	19.7366	0	82.9683	0.00138737
1108	647.698	73.5947	19.7399	0	82.9604	0.00136533
1109	652.388	73.5826	19.7432	0	82.9527	0.00134623
1110	647.949	73.5705	19.7465	0	82.9449	0.00132421
1111	652.645	73.5584	19.7498	0	82.937	0.00130504
1112	648.212	73.5465	19.753	0	82.9293	0.00128305
1113	652.914	73.5348	19.7562	0	82.9217	0.0012638
1114	648.486	73.5234	19.7593	0	82.9141	0.00124183
1115	653.194	73.5123	19.7624	0	82.9067	0.00122253
1116	648.772	73.5016	19.7654	0	82.8995	0.00120058
1117	653.485	73.4912	19.7682	0	82.8925	0.00118121
1118	649.068	73.4811	19.771	0	82.8857	0.0011593
1119	653.787	73.4715	19.7737	0	82.8792	0.00113987
1120	649.375	73.4622	19.7763	0	82.8727	0.00111799
1121	654.099	73.4533	19.7789	0	82.8666	0.0010985
1122	649.693	73.4448	19.7813	0	82.8607	0.00107665
1123	654.421	73.4366	19.7836	0	82.855	0.0010571
1124	650.02	73.4288	19.7858	0	82.8495	0.00103528
1125	645.7	73.4214	19.788	0	82.8441	0.00101351
1126	650.514	73.4143	19.7901	0	82.8391	0.000993929
1127	646.196	73.4076	19.792	0	82.8342	0.000972188
1128	651.011	73.4012	19.7939	0	82.8296	0.000952549
1129	646.694	73.395	19.7958	0	82.825	0.00093084
1130	651.511	73.3892	19.7975	0	82.8207	0.00091114
1131	647.197	73.3837	19.7992	0	82.8166	0.000889463
1132	652.016	73.3785	19.8008	0	82.8127	0.000869703
1133	647.703	73.3735	19.8023	0	82.8089	0.000848057
1134	652.524	73.3688	19.8038	0	82.8053	0.000828236
1135	648.213	73.3643	19.8052	0	82.8018	0.000806621
1136	653.035	73.36	19.8065	0	82.7986	0.000786738
1137	648.726	73.356	19.8078	0	82.7953	0.000765151
1138	653.55	73.3522	19.809	0	82.7923	0.000745204
1139	649.243	73.3486	19.8102	0	82.7894	0.000723643
1140	654.069	73.3452	19.8113	0	82.7867	0.00070363
1141	649.763	73.3419	19.8124	0	82.7841	0.000682093
1142	654.585	73.3403	19.8131	0	82.7815	0.000671106
1143	650.271	73.3405	19.8133	0	82.7799	0.000658681
1144	646.03	73.3426	19.8131	0	82.7793	0.000646287
1145	650.915	73.346	19.8126	0	82.7798	0.000635301
1146	646.664	73.3507	19.8118	0	82.7809	0.000622938
1147	651.538	73.3562	19.8108	0	82.7828	0.000611931
1148	647.276	73.3624	19.8097	0	82.7852	0.000599601
1149	652.141	73.3691	19.8084	0	82.7879	0.000588574
1150	647.868	73.3761	19.807	0	82.791	0.000576279
1151	652.723	73.3835	19.8056	0	82.7942	0.000565237
1152	648.44	73.3909	19.8041	0	82.7976	0.000552979
1153	653.285	73.3984	19.8026	0	82.8011	0.000541924
1154	648.994	73.406	19.8011	0	82.8046	0.000529706
1155	653.829	73.4135	19.7996	0	82.8082	0.00051864
1156	649.528	73.4208	19.7981	0	82.8117	0.000506466
1157	654.355	73.4281	19.7966	0	82.8152	0.000495393
1158	650.045	73.4352	19.7952	0	82.8187	0.000483265
1159	645.809	73.4421	19.7938	0	82.822	0.000471176
1160	650.698	73.4489	19.7925	0	82.8253	0.000460125
1161	646.451	73.4554	19.7912	0	82.8285	0.000448086
1162	651.33	73.4617	19.7899	0	82.8315	0.000437035
1163	647.071	73.4679	19.7887	0	82.8345	0.000425048
1164	651.94	73.4738	19.7876	0	82.8373	0.000413998
1165	647.671	73.4794	19.7864	0	82.8401	0.000402066
1166	652.53	73.4849	19.7854	0	82.8428	0.000391021
1167	648.251	73.4901	19.7843	0	82.8453	0.000379146
1168	653.1	73.4952	19.7834	0	82.8477	0.000368108
1169	648.812	73.5	19.7824	0	82.8501	0.000356292
1170	653.651	73.5046	19.7815	0	82.8523	0.000345263
1171	649.354	73.5091	19.7807	0	82.8544	0.000333507
1172	654.184	73.5133	19.7799	0	82.8564	0.000322489
1173	649.878	73.5174	19.7791	0	82.8583	0.000310795
1174	654.699	73.5213	19.7784	0	82.8601	0.000299788
1175	650.384	73.525	19.7777	0	82.8618	0.000288156
1176	646.142	73.5285	19.777	0	82.8634	0.000276568
1177	651.027	73.5319	19.7764	0	82.865	0.000265601
1178	646.774	73.5351	19.7758	0	82.8665	0.000254075
1179	651.648	73.5382	19.7752	0	82.8678	0.000243119
1180	647.385	73.5412	19.7747	0	82.8692	0.000231655
1181	652.249	73.544	19.7742	0	82.8705	0.00022071
1182	647.976	73.5467	19.7737	0	82.8716	0.000209305
1183	652.829	73.5493	19.7733	0	82.8727	0.000198371
1184	648.546	73.5517	19.7729	0	82.8738	0.000187025
1185	653.391	73.554	19.7725	0	82.8748	0.000176101
1186	649.098	73.5563	19.7721	0	82.8757	0.000164812
1187	653.933	73.5584	19.7717	0	82.8766	0.000153896
1188	649.632	73.5604	19.7714	0	82.8775	0.000142664
1189	654.458	73.5623	19.7711	0	82.8782	0.000131754
1190	650.147	73.5642	19.7708	0	82.879	0
1191	645.91	73.5659	19.7705	0	82.8797	0
1192	650.8	73.5675	19.7703	0	82.8804	0
1193	646.552	73.5691	19.77	0	82.8809	0
1194	651.43	73.5705	19.7698	0	82.8815	0
1195	647.171	73.5719	19.7696	0	82.882	0
1196	652.04	73.5733	19.7694	0	82.8825	0
1197	647.77	73.5746	19.7692	0	82.883	0
1198	652.628	73.5759	19.769	0	82.8834	0
1199	648.349	73.5771	19.7689	0	82.8838	0
1200	653.198	73.5782	19.7687	0	82.8842	0
1201	648.909	73.5794	19.7686	0	82.8846	0
1202	653.749	73.5792	19.7687	0	82.885	0
1203	649.455	73.5783	19.769	0	82.8846	0
1204	654.289	73.5769	19.7695	0	82.8839	0
1205	649.989	73.575	19.77	0	82.8828	0
1206	654.818	73.5727	19.7707	0	82.8815	0
1207	650.512	73.5701	19.7714	0	82.88	0
1208	646.281	73.5672	19.7722	0	82.8782	0
1209	651.178	73.5641	19.7731	0	82.8763	0
1210	646.939	73.5608	19.774	0	82.8743	0
1211	651.828	73.5573	19.7749	0	82.8722	0
1212	647.582	73.5536	19.7759	0	82.8699	0
1213	652.464	73.5498	19.777	0	82.8675	0
1214	648.21	73.5459	19.778	0	82.8651	0
1215	653.084	73.5418	19.7791	0	82.8626	0
1216	648.824	73.5377	19.7802	0	82.8601	0
1217	653.691	73.5336	19.7814	0	82.8574	0
1218	649.424	73.5293	19.7825	0	82.8547	0
1219	654.285	73.525	19.7837	0	82.852	0
1220	650.011	73.5207	19.7849	0	82.8493	0
1221	645.81	73.5163	19.7861	0	82.8465	0
1222	650.737	73.5118	19.7873	0	82.8436	0
1223	646.528	73.5074	19.7885	0	82.8408	0
1224	651.446	73.5029	19.7897	0	82.8379	0
1225	647.229	73.4984	19.7909	0	82.8351	0
1226	652.139	73.4938	19.7922	0	82.8321	0
1227	647.913	73.4893	19.7935	0	82.8291	0
1228	652.815	73.4847	19.7947	0	82.8262	0
1229	648.581	73.4802	19.796	0	82.8232	0
1230	653.475	73.4756	19.7973	0	82.8202	0
1231	649.234	73.471	19.7985	0	82.8172	0
1232	654.121	73.4664	19.7998	0	82.8142	0
1233	649.872	73.4617	19.8011	0	82.8111	0
1234	654.752	73.4571	19.8024	0	82.8081	0
1235	650.496	73.4525	19.8037	0	82.8051	0
1236	646.313	73.4479	19.805	0	82.8019	0
1237	651.257	73.4432	19.8063	0	82.7989	0
1238	647.065	73.4386	19.8077	0	82.7958	0
1239	652	73.434	19.809	0	82.7926	0
1240	647.799	73.4293	19.8103	0	82.7896	0
1241	652.725	73.4247	19.8116	0	82.7864	0
1242	648.515	73.42	19.813	0	82.7833	0
1243	653.433	73.4154	19.8143	0	82.7801	0
1244	649.215	73.4108	19.8156	0	82.777	0
1245	654.125	73.4061	19.817	0	82.7738	0
1246	649.898	73.4015	19.8183	0	82.7706	0
1247	654.8	73.3969	19.8197	0	82.7675	0
1248	650.566	73.3922	19.821	0	82.7643	0
1249	646.404	73.3876	19.8224	0	82.761	0
1250	651.369	73.383	19.8238	0	82.7578	0
1251	647.197	73.3784	19.8251	0	82.7547	0
1252	652.153	73.3738	19.8265	0	82.7514	0
1253	647.971	73.3692	19.8279	0	82.7482	0
1254	652.917	73.3645	19.8292	0	82.745	0
1255	648.726	73.3599	19.8306	0	82.7417	0
1256	653.663	73.3553	19.832	0	82.7385	0
1257	649.464	73.3507	19.8334	0	82.7352	0
1258	654.392	73.3462	19.8347	0	82.732	0
1259	650.184	73.3416	19.8361	0	82.7288	0
1260	646.047	73.337	19.8375	0	82.7255	0
1261	651.037	73.3324	19.8389	0	82.7221	0
1262	646.887	73.3282	19.8402	0	82.7188	0
1263	651.863	73.3246	19.8414	0	82.7158	0
1264	647.7	73.3215	19.8425	0	82.713	0
1265	652.663	73.319	19.8434	0	82.7105	0
1266	648.487	73.3169	19.8442	0	82.7083	0
1267	653.436	73.3152	19.845	0	82.7063	0
1268	649.248	73.3138	19.8457	0	82.7045	0
1269	654.184	73.3127	19.8463	0	82.7029	0
1270	649.983	73.3118	19.8469	0	82.7014	0
1271	654.908	73.3112	19.8475	0	82.7	0
1272	650.695	73.3107	19.848	0	82.6987	0
1273	646.551	73.3103	19.8485	0	82.6975	0
1274	651.533	73.3101	19.8489	0	82.6964	0
1275	647.375	73.3099	19.8494	0	82.6953	0
1276	652.343	73.3099	19.8498	0	82.6942	0
1277	648.172	73.3099	19.8502	0	82.6932	0
1278	653.127	73.3101	19.8506	0	82.6922	0
1279	648.943	73.3102	19.851	0	82.6912	0
1280	653.885	73.3105	19.8514	0	82.6903	0
1281	649.689	73.3107	19.8518	0	82.6894	0
1282	654.619	73.311	19.8522	0	82.6885	0
1283	650.41	73.3114	19.8526	0	82.6875	0
1284	646.271	73.3117	19.8529	0	82.6866	0
1285	651.257	73.3121	19.8533	0	82.6858	0
1286	647.104	73.3126	19.8537	0	82.6848	0
1287	652.077	73.313	19.8541	0	82.6839	0
1288	647.91	73.3135	19.8545	0	82.6831	0
1289	652.869	73.3139	19.8549	0	82.6822	0
1290	648.69	73.3144	19.8553	0	82.6812	0
1291	653.636	73.3149	19.8556	0	82.6803	0
1292	649.444	73.3155	19.856	0	82.6793	0
1293	654.378	73.316	19.8564	0	82.6784	0
1294	650.173	73.3165	19.8568	0	82.6775	0
1295	646.038	73.3171	19.8572	0	82.6765	0
1296	651.028	73.3176	19.8577	0	82.6756	0
