Date	GlobRad	Tmin	Tmax	VP	WindSpeed	Rain
24/06/2016	20.69	22.02	29.66	0.591337141	1.74	1.79
25/06/2016	18.45	23.17	27.69	0.381859539	1.81	5.56
26/06/2016	16.77	23.41	26.5	0.226469385	1.61	6.87
27/06/2016	12.88	22.99	27.18	0.332856151	1.97	3.93
28/06/2016	14.12	22.48	27.65	0.53890469	1.8	0.99
29/06/2016	14.06	22.9	27.83	0.426106231	1.82	0.57
30/06/2016	16.68	23.34	28.57	0.491273242	2.01	1.68
01/07/2016	11.41	23.4	28.81	0.485884694	2.24	4.48
02/07/2016	20.55	22.7	29.27	0.655000034	1.99	1.64
03/07/2016	9.28	22.27	28.37	0.499105203	1.59	1.39
04/07/2016	8.01	23.18	26.89	0.382431478	1.7	0.87
05/07/2016	18.15	22.67	29.29	0.619551034	2.03	1.77
06/07/2016	14.96	22.9	28.06	0.434505131	1.84	2.07
07/07/2016	7.81	23.7	27.79	0.324801669	2	4.26
08/07/2016	3.86	23.33	27.08	0.343074216	2.13	2.01
09/07/2016	4.79	23.47	26.95	0.418218159	2.06	0.46
10/07/2016	19.96	22.93	29.89	0.778585234	1.86	1.2
11/07/2016	6.71	22.7	28.27	0.44214478	1.7	6.18
12/07/2016	8.86	23.12	27.44	0.326999345	1.64	3.79
13/07/2016	22.84	22.82	28.72	0.499104321	1.94	5.24
14/07/2016	19.74	22.09	28.91	0.618838956	1.53	1.38
15/07/2016	22.77	21.75	29.13	0.652551425	1.44	0.94
16/07/2016	17.88	22.18	27.98	0.475847925	1.4	2.97
17/07/2016	7.95	21.7	28	0.479044908	1.52	2.97
18/07/2016	12.57	21.75	26.43	0.263758345	1.46	12.95
19/07/2016	7.27	20.3	25.81	0.295104995	1.49	10.75
20/07/2016	23.09	19.12	29.17	0.635880336	1.31	0.49
21/07/2016	16.62	21.92	29.64	0.725558067	1.46	0.1
22/07/2016	22.29	21.17	29.87	0.72343422	1.33	3.12
23/07/2016	17.52	22.88	27.02	0.327966244	1.23	7.35
24/07/2016	23.16	22.6	28.99	0.574529828	1.37	2.48
25/07/2016	21.01	21.97	29.34	0.671111995	1.52	0.18
26/07/2016	22.06	21.47	29.79	0.763241401	1.5	0.32
27/07/2016	23.37	21.99	29.15	0.744905215	1.77	0.57
28/07/2016	15.75	22.34	28.77	0.603977546	1.51	3.27
29/07/2016	11.4	21.54	27.18	0.310905637	1.57	11.83
30/07/2016	18.31	21.8	28.96	0.605463999	1.88	4.41
31/07/2016	13.31	21.94	27.55	0.418096487	1.63	1.21
01/08/2016	18.14	22.77	30.13	0.792791796	1.5	0.09
02/08/2016	11.25	22.08	28.84	0.625058209	1.02	0.78
03/08/2016	17.06	22.7	28.29	0.410793582	0.7	20.71
04/08/2016	17.17	22.59	28.05	0.370647792	0.73	11.68
05/08/2016	19.52	21.69	28.35	0.378710168	0.99	17.2
06/08/2016	19.05	22.74	28.08	0.311372408	0.97	6.12
07/08/2016	20.04	22.83	29.55	0.530621877	1.26	0.6
08/08/2016	15.8	23.32	28.49	0.406657839	1.25	1.55
09/08/2016	21.21	23.42	29	0.498053676	1.68	0.59
10/08/2016	21.61	23.06	28.99	0.608913659	1.97	0.56
11/08/2016	13.83	22.49	27.45	0.485119468	1.35	1.38
12/08/2016	14.05	22.4	27.88	0.414229527	1.08	2.43
13/08/2016	18.69	22.08	28.61	0.516662807	0.87	10.07
14/08/2016	12.46	22.69	27.52	0.323025975	1.12	15.02
15/08/2016	10.61	22.92	27.44	0.285713394	1	5.61
16/08/2016	20.05	22.51	28.65	0.45905844	1.34	5.96
17/08/2016	13.67	22.92	27.23	0.311817558	1.71	4.65
18/08/2016	15.96	23.04	28.85	0.540153439	1.87	0.51
19/08/2016	20.19	22.71	29.7	0.644762855	1.57	0.52
20/08/2016	20.56	22.82	29.41	0.625489509	1.68	1.78
21/08/2016	9.25	22.04	27.76	0.336145998	1.37	5.17
22/08/2016	10.8	23.2	27.66	0.334930364	1.77	4.88
23/08/2016	13.92	22.5	29.22	0.633260922	1.81	0.07
24/08/2016	14.08	22.43	29.6	0.672539082	1.47	0.02
25/08/2016	18.91	22.52	29.76	0.662454346	1.12	3.91
26/08/2016	22.21	22.79	29.94	0.597124598	0.67	9.21
27/08/2016	21.67	22.58	29.9	0.551937428	0.5	19.78
28/08/2016	19.82	23.35	28.13	0.353358904	0.48	18.54
29/08/2016	20.36	23	29.24	0.463223838	0.54	23.98
30/08/2016	20.65	23.01	28.54	0.484576456	0.56	7.26
31/08/2016	18.82	21.87	28.69	0.519063266	0.62	13.52
01/09/2016	10.68	22.67	27.81	0.415902753	0.52	22
02/09/2016	19.14	21.9	27.88	0.392112294	0.61	6.29
03/09/2016	20.2	22.18	27.82	0.272698462	1.05	9.35
04/09/2016	15.81	22.42	27.55	0.327637617	1.27	2.87
05/09/2016	11.77	22.14	27.41	0.280471201	1.52	10.28
06/09/2016	16.15	22.14	26.73	0.301049989	1.34	6.63
07/09/2016	19.72	21.14	26.67	0.341548276	1.41	3.04
08/09/2016	18.46	21.53	27.32	0.336684507	1.03	1.98
09/09/2016	18.45	21.81	27.18	0.274201499	1.02	3.6
10/09/2016	19.82	22.75	28.52	0.375461589	1.1	4.19
11/09/2016	17.49	22.11	28.41	0.393949473	0.89	16.45
12/09/2016	18.64	22.09	28.38	0.458872291	0.67	9.96
13/09/2016	19.94	22.04	27.63	0.359096819	0.74	8.89
14/09/2016	13.41	22.39	28.1	0.333757661	0.95	9.84
15/09/2016	21.34	22.14	28.61	0.380945931	0.91	6.71
16/09/2016	11.67	22.72	26.84	0.242331254	1.01	18.52
17/09/2016	16.32	22.51	27.75	0.389895424	1.3	9.18
18/09/2016	17.98	22.83	27.94	0.369786074	1.39	1.74
19/09/2016	14.7	22.73	28.34	0.423924534	1.49	1.01
20/09/2016	18.29	22.6	28.58	0.48531117	1.28	0.83
21/09/2016	18.12	21.62	26.74	0.298421639	1.13	4.83
22/09/2016	20.46	20.36	28.06	0.457991895	1.12	9.75
23/09/2016	18.21	20.77	27.61	0.384508387	0.87	3.7
24/09/2016	20.68	21.3	28.12	0.407894091	1.03	1.61
25/09/2016	18.35	22.4	27.98	0.333319782	1.12	7.79
26/09/2016	17.8	22.58	27.18	0.251531297	1.12	10.29
27/09/2016	22.74	21.66	28.27	0.459784554	1.34	5.06
28/09/2016	12.12	21.55	28.63	0.321869323	1.24	6.95
29/09/2016	18.16	22.56	27.48	0.297002646	1.32	2.55
30/09/2016	21.25	22.67	28.32	0.403818345	1.19	2.51
01/10/2016	24.02	21.61	29.46	0.523771626	1.05	3.43
02/10/2016	23.72	21.08	29.3	0.615431037	0.74	4.31
03/10/2016	20.02	21.19	29.45	0.580538561	0.64	4.81
04/10/2016	21.62	22.07	29.25	0.506512184	0.69	1.26
05/10/2016	18.59	23.16	28.29	0.372401658	0.68	3.82
06/10/2016	21.24	22.34	25.87	0.197547589	0.6	40.56
07/10/2016	16.97	21.5	25.78	0.206438865	0.53	26.67
08/10/2016	20.1	21.42	27.88	0.337756383	1.09	12.05
09/10/2016	15.53	21.37	26.97	0.281509146	1.31	18.83
10/10/2016	17.17	22.04	26.55	0.241008046	1.24	4.03
11/10/2016	19.22	22.96	27.75	0.303210659	1.17	2.12
12/10/2016	19.64	22.48	28.28	0.394056038	1.21	3.97
13/10/2016	18.22	22.08	27.87	0.36303579	1.26	11.45
14/10/2016	17.1	21.67	28.13	0.323310084	1.27	16.3
15/10/2016	18.5	22.47	27.26	0.230659025	0.99	12.22
16/10/2016	14.18	22.13	26.44	0.203964707	0.83	3.96
17/10/2016	15.82	20.69	28.6	0.482747038	0.52	11.56
18/10/2016	17.4	22.38	26.82	0.254730387	0.55	29.86
19/10/2016	11.97	21.77	26.59	0.257565342	0.69	15.51
20/10/2016	14.71	21.77	27.89	0.319198929	0.56	6.26
21/10/2016	12.99	22.1	27.08	0.28440459	0.8	4.95
22/10/2016	20.15	21.1	28	0.49527732	1.15	1.16
23/10/2016	20.18	20.95	27.9	0.47363555	1.49	0.84
24/10/2016	17.94	20.77	28.51	0.41412926	1.45	6.29
25/10/2016	19.59	22.06	28.32	0.425739912	1.2	7.74
26/10/2016	20.45	21.46	26.4	0.359535156	1.18	2.05
27/10/2016	21.37	19.78	28.02	0.548009785	0.85	4.13
28/10/2016	18.53	21.08	28.76	0.546421421	0.42	2.41
29/10/2016	14.79	21.64	25.09	0.293253922	0.65	0.8
30/10/2016	19.52	21.5	27.21	0.289463386	0.6	8.94
31/10/2016	18.17	22.77	27.01	0.233004499	0.51	9.68
01/11/2016	14.34	22.42	25.98	0.163965136	0.68	21.6
02/11/2016	12.96	21.67	27.16	0.274239791	0.67	8.75
03/11/2016	18.63	21.69	28.6	0.412778034	0.7	4.28
04/11/2016	14.6	22.75	27.4	0.303271257	1.3	4.14
05/11/2016	18.97	21.06	27.45	0.434669968	1.5	2.37
06/11/2016	19.43	20.7	27.37	0.433368701	1.46	0.15
07/11/2016	22.53	19.1	26.82	0.453793553	1.3	0.1
08/11/2016	21	18.42	27.76	0.410596939	1.09	0.18
09/11/2016	16.7	20.75	27.98	0.411747966	0.99	1.23
10/11/2016	13.47	22.09	27.69	0.346639484	1.43	2.36
11/11/2016	10.24	22.24	26.73	0.247078279	1.4	5.57
12/11/2016	11.3	21.58	26.05	0.223230263	1.22	2.34
13/11/2016	11.96	21.31	25.94	0.222117875	1.17	2.15
14/11/2016	13.68	20.15	26.31	0.293696324	1.31	5.11
15/11/2016	15.45	19.18	26	0.305826085	1.11	8.37
16/11/2016	18.9	19.77	26.75	0.326667338	1.09	9
17/11/2016	19.39	20.21	26.73	0.373946843	1.15	1.28
18/11/2016	13.83	21.1	27.47	0.305247165	1.59	9.15
19/11/2016	14.59	21.66	26.69	0.299993154	1.7	2.33
20/11/2016	17.91	19.67	25	0.364450026	1.88	5.53
21/11/2016	19.51	18.25	24.53	0.412202006	1.8	0.78
22/11/2016	21.23	16.91	25.84	0.452256603	1.39	0.07
23/11/2016	9.25	18.98	26.68	0.378440072	1.54	1.12
24/11/2016	7.35	21.19	26.64	0.279241135	1.95	23.33
25/11/2016	16.43	22.27	26.43	0.248263403	1.62	5.62
26/11/2016	14.26	22.22	26.38	0.197065061	1.28	2.58
27/11/2016	16.7	21.57	27.46	0.431997856	1.54	0.19
28/11/2016	18.66	20.7	27.4	0.418820521	1.34	0.19
29/11/2016	13.67	20.73	27.74	0.426106456	0.87	0.04
30/11/2016	10.56	21.19	28.13	0.409652895	0.89	0.1
01/12/2016	13.67	21.67	27.57	0.417480825	0.99	0.02
02/12/2016	18.25	21.12	27.73	0.432175193	1.22	0.07
03/12/2016	15.93	20.9	27.82	0.434076182	1.08	4.65
04/12/2016	13.22	20.8	27.73	0.353395192	0.75	11.91
05/12/2016	16.86	21.41	27.83	0.462362639	0.59	12.56
06/12/2016	18.73	21.45	27.37	0.336215516	1.06	1.99
07/12/2016	16.31	20.99	27.45	0.404692729	1.37	0.04
08/12/2016	10.1	20.67	27.25	0.39745518	1.69	0.43
09/12/2016	7.95	20.83	26.31	0.342588727	1.59	0.54
10/12/2016	11.43	20.75	26.31	0.366180166	1.64	0.58
11/12/2016	7.2	20.95	25.28	0.276642896	2.19	3.85
12/12/2016	3.58	21.17	23.63	0.124156267	1.52	6.75
13/12/2016	6.62	21.29	25.93	0.24237989	1.43	1.79
14/12/2016	13.75	22.14	27.85	0.374587659	1.74	0.64
15/12/2016	12.26	21.55	27.33	0.438889934	1.71	0.52
16/12/2016	16.94	21.36	26.71	0.342702667	1.69	1.33
17/12/2016	11.51	21.5	26.87	0.354067137	1.67	1.38
18/12/2016	15.4	21.53	27.88	0.441969785	1.76	0.17
19/12/2016	16.17	21.66	27.41	0.473773849	2.38	0.49
20/12/2016	18.29	20.87	27.03	0.495448257	2.35	0.41
21/12/2016	16.79	20.1	26.73	0.460511857	1.88	1.23
22/12/2016	18.72	19.39	26.75	0.459650068	1.69	0.05
23/12/2016	14.24	18.87	26.81	0.440146574	1.67	0.32
24/12/2016	7.22	21.26	26.47	0.339622103	1.92	0.6
25/12/2016	8.04	20.81	27.19	0.357174922	1.85	3.66
26/12/2016	10.34	21.92	27.08	0.341285508	2.16	4.52
27/12/2016	17.77	20.72	26.66	0.47293026	2.15	0.41
28/12/2016	11.98	20.28	26.82	0.460135388	2.15	0.41
29/12/2016	14.57	19.97	27.33	0.487171457	1.82	0.18
30/12/2016	17.78	19.26	26.62	0.529969069	2.03	0.02
31/12/2016	13.43	17.53	26.74	0.452366527	1.72	0.48
01/01/2017	19.05	20.43	27.43	0.472867715	1.71	0.16
02/01/2017	17.34	20.47	27.41	0.447878588	1.75	0.5
03/01/2017	19.54	18.96	26.94	0.492484047	1.53	0.25
04/01/2017	9.6	20.82	28.11	0.483261448	1.77	1.08
05/01/2017	19.94	19.61	26.76	0.501699333	1.62	0.5
06/01/2017	19.4	19.25	27.12	0.533569243	1.33	0
07/01/2017	17.56	18.84	28.17	0.545569775	1.34	0.24
08/01/2017	17.49	20.43	27.38	0.577798985	2.54	2.17
09/01/2017	10.77	19.46	26.41	0.609437726	3.03	0.71
10/01/2017	16.98	18.04	26.08	0.686394444	2.72	0.16
11/01/2017	10.74	18.86	27.09	0.588472144	2.44	0.49
12/01/2017	13.65	18.59	26.48	0.559463382	2.47	0.63
13/01/2017	14.61	19.17	26.77	0.590168219	2.49	0.38
14/01/2017	13.95	17.41	26.53	0.553493029	2.08	0.04
15/01/2017	17.32	18.07	26.09	0.53695277	1.83	0.34
16/01/2017	13.53	18.73	27.04	0.51001507	1.78	1.24
17/01/2017	15.26	20.13	27.32	0.580127724	2	0.59
18/01/2017	16.37	19.31	27.82	0.58051152	1.82	0.36
19/01/2017	16.76	19.06	27.17	0.662804941	1.54	0.17
20/01/2017	17.15	17.72	27.88	0.6680154	0.93	0
21/01/2017	17.42	19.82	28.63	0.689160595	0.67	0
22/01/2017	21.26	18.61	29.02	0.988848599	1.06	0
23/01/2017	20.85	17.5	30.52	0.990542525	0.85	0
24/01/2017	20.12	18.87	28.03	0.91816729	1.1	0
25/01/2017	17.98	16.82	27.36	0.811681943	1.18	0.01
26/01/2017	16.79	17.05	28.22	0.686337332	1.27	0.11
27/01/2017	12.1	18.85	28.68	0.70804626	1.64	0
28/01/2017	21.45	19.31	28.39	0.853789601	1.8	0
29/01/2017	16.63	18.32	28.06	0.798171152	1.99	0.08
30/01/2017	20.3	19.3	28.17	0.917289224	2.22	0.03
31/01/2017	16.88	19.19	27.84	0.779406341	2.24	0.46
01/02/2017	13.46	19.37	28.03	0.634170735	2.16	3.22
02/02/2017	15.98	19.05	28.57	0.825292221	2.21	0.29
03/02/2017	15.3	19.83	28.04	0.703404802	2.24	2.85
04/02/2017	15.25	20.15	28.64	0.687601088	2.22	2.62
05/02/2017	17.68	20.74	28.69	0.710814117	2.27	1.62
06/02/2017	20.6	20.41	29.35	0.93070977	2.23	0.13
07/02/2017	19.35	20.24	29.8	0.979839532	1.83	0.02
08/02/2017	19.19	19.44	29.91	1.025675395	1.74	0.01
09/02/2017	20.07	20.41	30.26	1.092912793	2.01	0.04
10/02/2017	16.35	20.48	30.49	1.094311222	2.58	0.06
11/02/2017	14.9	19.9	29.25	1.147769597	2.23	0
12/02/2017	18.87	19.32	29.19	1.176564288	2.16	0.04
13/02/2017	17.85	17.54	29.44	1.224009466	1.78	0.16
14/02/2017	23.48	17.03	29.93	1.366605531	1.27	0.02
15/02/2017	21.86	16.25	30.98	1.415738045	0.96	0.68
16/02/2017	23.64	17.74	31.17	1.599201073	1.03	0.07
17/02/2017	22.78	18.15	29.81	1.277583116	1.37	0.43
18/02/2017	23.24	18.76	30.57	1.428990112	1.26	0
19/02/2017	22.7	18.63	31.03	1.426515169	1.26	0
20/02/2017	24	17.98	31.25	1.507733886	1.28	0
21/02/2017	22.27	19.51	32.23	1.652927116	1.09	0
22/02/2017	22.29	19.92	33.06	1.834738729	0.33	0.04
23/02/2017	19.95	21.56	32.07	1.648554325	0.54	0
24/02/2017	21.75	20.26	33.59	2.037425856	0.96	0
25/02/2017	24.93	18.09	34.4	2.309582449	0.91	0
26/02/2017	18.8	20.38	32.42	1.748525175	1.41	0.04
27/02/2017	21.3	20.29	31.7	1.739534287	1.94	0.15
28/02/2017	14.44	20.19	31.85	1.567912294	2.28	0.35
01/03/2017	21.48	21.1	31.71	1.552267047	2.29	0.68
02/03/2017	22.35	20.06	31.64	1.568457618	2.43	0.39
03/03/2017	20.24	20.59	31.18	1.258783881	2.74	2.17
04/03/2017	22.33	19.67	31.3	1.606952336	2.88	0.12
05/03/2017	20.54	20.23	31.45	1.582490893	2.57	0.34
06/03/2017	23.35	20.16	32.18	1.650189355	2.3	0.51
07/03/2017	20.91	20.51	31.25	1.332521829	2.38	2.09
08/03/2017	15.69	21.16	31.72	1.555015896	2.59	0.62
09/03/2017	16.66	21.2	31.62	1.288759034	2.62	1.51
10/03/2017	21.39	20.83	32.3	1.600543878	2.31	0.46
11/03/2017	17.57	20.46	32.68	1.699300423	2.12	0.26
12/03/2017	21.21	21.44	33.41	1.868994466	1.9	0.38
13/03/2017	21.55	20.88	33.56	1.908573501	1.74	0.35
14/03/2017	22.16	20.71	32.48	1.701751986	1.64	0.22
15/03/2017	19.09	21.66	32.26	1.55597818	2.3	0.92
16/03/2017	14.73	21.57	31.44	1.444043356	2.63	0.85
17/03/2017	14.37	20.81	32.17	1.634875256	2.76	0.31
18/03/2017	21.31	21.76	33.01	1.712989623	2.58	0.91
19/03/2017	19	21.77	32.39	1.403350849	2.46	1.39
20/03/2017	18.01	21.41	32	1.50528965	2.46	0.08
21/03/2017	19.93	20.43	31.52	1.725114135	2.31	0.03
22/03/2017	22.92	18.44	33.26	2.405919752	2.22	0.01
23/03/2017	25.91	20.26	32.9	2.360849704	2.32	0.2
24/03/2017	26.31	19.06	32.67	2.072138983	2.08	0.51
25/03/2017	25.76	19.69	33.8	2.414997983	1.49	0
26/03/2017	25.14	20.46	33.58	2.41977886	1.44	0
27/03/2017	23.7	19.46	33.83	2.624267235	1.34	0
28/03/2017	25.06	19.96	35	2.750382212	0.94	0
29/03/2017	22.04	20.19	35.18	2.728521923	1.02	0
30/03/2017	20.88	21.82	33.82	2.240454695	0.79	0
31/03/2017	23.93	21.5	36.11	3.007242324	1.04	0
01/04/2017	21.92	21.14	35.39	2.408026783	1.72	0.14
02/04/2017	24.46	22.84	34.07	2.035618729	1.72	1.24
03/04/2017	14.54	23.55	33.14	1.748809724	1.63	0.11
04/04/2017	22.37	23.62	35.07	2.16012857	2.01	0
05/04/2017	21.32	23.7	34.85	2.352872729	2.16	0
06/04/2017	23.49	21.79	35.8	2.401943364	2.28	0
07/04/2017	24.54	22.17	34.8	2.622937466	2.48	0
08/04/2017	24.82	21.63	34.6	2.598433416	2.39	0.11
09/04/2017	19.35	21	33.19	1.86897104	1.92	3.85
10/04/2017	20.61	20.62	33.94	2.204659787	2.04	0.06
11/04/2017	22.22	21.39	33.34	1.962557826	2.25	1.44
12/04/2017	19.42	21.29	32.08	1.583181861	2.29	2.41
13/04/2017	20.42	20.98	32.72	1.63784926	2.31	2.34
14/04/2017	20.89	21.13	31.87	1.562616501	2.5	1.96
15/04/2017	21.59	21.04	33.4	1.823768118	2.4	0.81
16/04/2017	22.54	20.56	34.93	2.2670974	2.28	0.1
17/04/2017	20.89	22.32	34.72	1.862718862	1.95	8.59
18/04/2017	22.31	23.19	32.5	1.111194902	1.32	11.32
19/04/2017	20.88	22.5	31.94	1.065752548	1.35	5.95
20/04/2017	20.01	22.63	29.25	0.793048725	0.8	6.61
21/04/2017	23.79	22.18	35.16	2.008867745	0.44	0.87
22/04/2017	21.75	23.38	34.24	1.73354944	0.49	3.01
23/04/2017	19.51	23.13	35.14	2.041736049	0.71	1.09
24/04/2017	21.74	23.44	34.39	2.007548351	1.39	0.91
25/04/2017	22.93	22.69	35.43	2.208059811	1.11	1.53
26/04/2017	21.6	23.26	35.34	2.103870467	0.78	1.34
27/04/2017	18.89	24.29	33.49	1.609397391	0.8	1.54
28/04/2017	21.21	23.72	34.35	1.610925525	1.56	3.82
29/04/2017	23.32	23.56	35.65	2.122052951	1.72	1.15
30/04/2017	23.37	22.98	35.11	1.919151072	1.41	1.88
01/05/2017	19.97	24.05	34.69	1.785660579	1.16	2.27
02/05/2017	21.01	23.77	33.79	1.653905328	1.56	1.43
03/05/2017	15.71	23.63	32.17	1.231190516	1.49	8.41
04/05/2017	21.57	23.18	32.07	1.130818641	0.91	7.38
05/05/2017	8.95	23.1	30.31	0.89115658	0.94	14.63
06/05/2017	19.23	22.8	30.65	0.931072886	1.16	12.7
07/05/2017	19.57	22.08	32.13	1.054292855	1.69	11.39
08/05/2017	16.19	22.55	30.58	0.822226329	1.62	15.39
09/05/2017	14.93	22.72	31.74	0.888116741	1.47	6.29
10/05/2017	18.84	23.47	30.86	0.762913582	1.66	4.17
11/05/2017	18.44	23.27	31.58	0.817967126	1.37	10.14
12/05/2017	18.94	23.02	31.8	0.994431367	0.92	1.63
13/05/2017	17.5	23.43	29.88	0.723849674	0.69	1.44
14/05/2017	21.78	23.39	28.62	0.557270527	0.63	2.98
15/05/2017	16.45	23.53	31.57	1.17388693	0.37	2.12
16/05/2017	17.82	23.05	29.79	0.761566708	0.49	11.89
17/05/2017	17.91	23.07	32.1	0.864833504	0.71	6.39
18/05/2017	22.21	21.87	32.3	1.02098665	0.7	20.9
19/05/2017	18.16	23.78	31.06	0.762648418	0.97	4.61
20/05/2017	20.95	23.41	29.31	0.529445618	1.09	12.14
21/05/2017	4.84	23.05	27.2	0.292896542	1.26	20.77
22/05/2017	11.37	23.01	28	0.354093084	1.33	11.45
23/05/2017	20.33	22.66	30.83	0.763387574	1.22	0.9
24/05/2017	18.8	23.33	30.2	0.665243318	0.86	3.13
25/05/2017	21.73	24.03	28.33	0.381349036	0.59	11.63
26/05/2017	9.28	22.8	28.9	0.478477724	1.1	3.58
27/05/2017	19.74	22.62	28.07	0.395717027	1.4	5.21
28/05/2017	24.56	21.28	29.43	0.737755623	1.33	3.92
29/05/2017	23.98	20.36	29.81	0.778370028	1.27	10.07
30/05/2017	18.85	21.4	29.66	0.581779338	1.24	6.65
31/05/2017	19.48	22.91	30.31	0.59999942	1.44	6.52
01/06/2017	20.99	23.24	29.69	0.559056106	1.51	3.72
02/06/2017	13.43	23.06	30.46	0.808342092	1.62	0.9
03/06/2017	19.44	22.54	31.37	0.961321991	1.47	0.45
04/06/2017	17.68	22.71	31.7	0.941664159	1.58	2.01
05/06/2017	22.88	23.54	31.7	0.767057121	1.04	5.96
06/06/2017	20.43	23.92	28.51	0.45029266	0.63	27.48
07/06/2017	16.8	23.82	29.88	0.602226095	0.54	11.59
08/06/2017	21.05	23.64	29.03	0.417568145	0.47	23.3
09/06/2017	20.26	23.8	28.33	0.3459463	0.43	30.06
10/06/2017	7.16	23.3	28.13	0.443505363	0.67	29.24
11/06/2017	11.21	22.6	28.77	0.425942335	1.1	4.39
12/06/2017	19.87	22.07	30.03	0.576020004	1.54	9.26
13/06/2017	24.3	22.69	29.63	0.509838757	1.66	14.33
14/06/2017	15.08	22.4	26.65	0.299288232	0.89	5.43
15/06/2017	15.96	22.28	28.57	0.44913066	0.75	16.6
16/06/2017	15.19	22.37	28.19	0.411466504	0.75	13.82
17/06/2017	12.58	21.28	28.34	0.404287703	1.25	27.24
18/06/2017	8.2	22.14	27.68	0.352736088	1.38	11.59
19/06/2017	16.2	21.75	28.39	0.418592459	0.92	6.16
20/06/2017	20.12	21.79	28.11	0.438810513	0.49	9.95
21/06/2017	12.1	22.75	27.48	0.370978644	0.62	8.92
22/06/2017	9.09	22.97	26.78	0.304396498	0.48	6.38
23/06/2017	17.64	22.71	29.3	0.585717766	0.71	0.61
24/06/2017	21.55	22.65	29.55	0.554572125	1.24	0.77
25/06/2017	15.47	22.38	27.72	0.389584986	1.53	0.46
26/06/2017	10.18	21.55	27.32	0.307297174	1.25	9.02
27/06/2017	12.98	21.07	27.67	0.352900565	1.32	26.15
28/06/2017	22.45	21.84	28.44	0.393086901	1.27	6.76
29/06/2017	19.4	21.87	28.31	0.536189964	1.82	1.59
30/06/2017	13.97	21.53	29.03	0.49651337	1.72	3.06
01/07/2017	1.77	23.19	27.15	0.276952838	1.8	4.84
02/07/2017	11.92	23.09	27.23	0.316870157	1.9	2.66
03/07/2017	14.21	22.79	28.62	0.435171928	1.84	3.02
04/07/2017	16.83	22.69	27.33	0.342689907	1.32	7.67
05/07/2017	16.3	21.82	28.27	0.450964667	1.61	2.96
06/07/2017	11.59	22.83	27.57	0.35047773	1.98	6.14
07/07/2017	11.2	22.69	27.21	0.316138717	1.64	4.51
08/07/2017	10.12	22.2	28.08	0.446388945	1.66	1.09
09/07/2017	17.79	21.63	28.75	0.448713118	1.66	2.29
10/07/2017	14.9	22.59	28.95	0.528128578	1.71	0.74
11/07/2017	8.28	21.93	27.64	0.308293886	1.43	7.61
12/07/2017	13.71	20.79	26.73	0.342404935	1.57	13.69
13/07/2017	17.32	20.21	26.88	0.422160168	1.66	2.3
14/07/2017	22.68	20.3	28.06	0.440187413	1.44	0.73
15/07/2017	22.18	22.07	28.94	0.538188449	1.33	0.08
16/07/2017	16.24	22.26	28.48	0.492597427	1.39	1.81
17/07/2017	8.99	22.59	27.44	0.3080005	1.73	8.73
18/07/2017	5.99	22.48	27.35	0.401605699	1.87	0.36
19/07/2017	15.79	22.14	28.65	0.430832814	1.76	2.39
20/07/2017	8.34	23.59	27.19	0.311447891	1.84	3.73
21/07/2017	13.25	22.9	26.16	0.218246438	1.79	4.56
22/07/2017	16.83	22.49	28.4	0.493020426	1.62	0.93
23/07/2017	21.61	22.59	28.73	0.422987811	1.53	2.55
24/07/2017	14.49	22.97	28.15	0.364432812	1.66	2.06
25/07/2017	17.6	22.91	28.87	0.438340493	1.85	2.93
26/07/2017	12.18	23.12	27.03	0.384159663	1.96	1.09
27/07/2017	15.46	22.57	27.34	0.339258189	1.7	2.5
28/07/2017	21.36	22.33	27.9	0.378307951	1.52	1.86
29/07/2017	14.26	22.75	28.03	0.386855493	1.25	4.56
30/07/2017	18.17	22.78	27.39	0.271400203	1.36	21.27
31/07/2017	14.51	20.12	27.3	0.315634835	1.22	20.16
01/08/2017	13.09	19.41	27.83	0.416388019	0.91	6.24
02/08/2017	16.57	21.59	27.48	0.303960784	1.39	1.84
03/08/2017	12.79	22.26	28.16	0.442374751	1.53	1.23
04/08/2017	12.1	22.84	28.14	0.375257909	1.35	3.19
05/08/2017	12.35	23.1	27.47	0.266084759	1.16	8.24
06/08/2017	15.94	23.12	28.34	0.343452029	0.82	4.97
07/08/2017	16.47	23.09	28.48	0.423501807	0.58	6.07
08/08/2017	18.9	22.31	28.27	0.331704453	0.75	6.89
09/08/2017	13.01	22.92	27.54	0.269013078	0.98	6.98
10/08/2017	16.96	21.19	27.46	0.374934634	1.29	18.99
11/08/2017	17.86	22.61	27.04	0.296943694	1.1	3.73
12/08/2017	21.16	21.79	28.08	0.384569576	1.14	4.44
13/08/2017	10.7	21.54	27.16	0.368408632	1.49	8.05
14/08/2017	19.79	20.67	27.51	0.371629704	1.44	1.13
15/08/2017	21.93	22.23	29.06	0.532700663	1.67	0.2
16/08/2017	14.13	22.39	28.54	0.446402427	1.63	1.51
17/08/2017	14.7	22.78	27.58	0.397833104	1.55	0.68
18/08/2017	20.29	22.2	28.95	0.538100794	1.43	0.69
19/08/2017	17.94	22.51	28.42	0.362071441	1.15	8.65
20/08/2017	12.57	21.71	26.72	0.287913447	1.26	11.86
21/08/2017	21.34	20.76	28.27	0.406865231	0.93	4.11
22/08/2017	17.8	21.9	28.26	0.377885078	0.96	5.14
