Date	GlobRad	Tmin	Tmax	VP	WindSpeed	Rain
25/04/2015	22.44	22.14	36.3	3.153308457	1.89	0
26/04/2015	22.53	20.6	37.28	3.152768163	1.5	0
27/04/2015	19.54	24.41	36.71	2.831243436	0.93	0.03
28/04/2015	19.64	25	36.96	2.781314983	0.76	1.21
29/04/2015	20.1	25.73	37.25	3.086647222	0.81	0.08
30/04/2015	8.78	24.91	32.72	1.90390086	0.77	1.77
01/05/2015	19.46	23.39	34.97	1.922862359	1.45	8.8
02/05/2015	22.88	22.92	34.04	1.940115161	1.6	1.88
03/05/2015	17.02	22.32	33.26	1.700964875	1.89	5.19
04/05/2015	23.59	22.16	34.69	2.424303327	1.81	0
05/05/2015	20.86	21.91	34.96	2.362188663	1.91	0.13
06/05/2015	23.09	22.98	35.82	2.472145233	1.85	0.22
07/05/2015	21.36	22.95	35.5	2.180801318	1.95	1.48
08/05/2015	21.46	23.35	35.27	2.202918148	2.31	0.46
09/05/2015	21.68	23.4	35.13	2.257791329	2.73	0
10/05/2015	18.77	23.12	35.22	2.323601879	2.82	0.24
11/05/2015	19.78	23.06	35.01	2.313665873	2.93	0
12/05/2015	19.76	23.48	34.82	2.265018541	2.82	0.01
13/05/2015	19.28	23.48	34.39	2.191582664	2.97	0.09
14/05/2015	19.78	23.11	33.32	1.860119843	2.74	1.68
15/05/2015	19.93	22.73	31.85	1.651722621	2.54	1.66
16/05/2015	21.55	22.21	33.84	2.032874631	2.41	1.01
17/05/2015	12.82	23.11	30.89	1.301936542	2.27	1.12
18/05/2015	18.02	22.79	34.42	2.27462727	2.31	0.2
19/05/2015	16.01	22.35	33.61	2.383811524	2.14	0.01
20/05/2015	23.46	22.18	32.89	2.120876297	1.63	0.11
21/05/2015	17.46	22.81	33.73	1.741002766	1.72	1.02
22/05/2015	16.42	23.72	31.14	1.291200221	2.29	1.28
23/05/2015	16.56	23.03	33.4	1.798594981	2.58	1.5
24/05/2015	20.17	22.56	34.46	2.241533314	2.59	0.48
25/05/2015	12.17	22.87	34.05	2.050400893	2.52	0.31
26/05/2015	22.85	22.09	34.86	2.355289326	2.43	0.27
27/05/2015	20.66	21.6	35.06	2.502607442	2.09	0
28/05/2015	21.89	22.91	35.17	2.624986912	2.16	0
29/05/2015	16.41	22.8	34.92	2.532512557	2	0
30/05/2015	18.17	22.79	34.41	2.224452054	1.8	0.62
31/05/2015	16.64	23.24	32.34	1.40182232	2.06	4.1
01/06/2015	15.65	22.83	31.18	0.988623566	1.87	6.63
02/06/2015	19.06	22.99	33.21	1.171131641	1.19	7.78
03/06/2015	19.95	23.58	30.51	0.908823932	1.05	3.72
04/06/2015	20.545	23.46	31.01	0.889323001	0.85	8.9
05/06/2015	21.14	23.47	30.77	0.78159349	1.12	5.37
06/06/2015	21.08	23.27	31.88	1.081951841	1.37	5.48
07/06/2015	10.05	22.39	27.43	0.502079621	0.96	8.09
08/06/2015	4.91	21.57	27.59	0.585303775	0.97	3.53
09/06/2015	19.71	21.83	31.11	0.997788971	0.9	5.98
10/06/2015	19.35	22.27	28.1	0.45374335	0.71	12.58
11/06/2015	17.08	22.1	29.57	0.684194957	1.11	7.41
12/06/2015	16.34	22.69	27.63	0.502809435	1.18	4.18
13/06/2015	17.76	22.77	29.05	0.533195436	1.1	7.13
14/06/2015	20.94	22.8	29.31	0.713529786	1.67	1.26
15/06/2015	20.28	22.4	32.39	1.166465614	2	3.43
16/06/2015	19.29	23.26	31.76	1.141150371	2.49	1.56
17/06/2015	19.44	22.98	30.74	1.056994431	2.25	0.74
18/06/2015	16.76	23.39	30.95	0.918949781	2.27	2.85
19/06/2015	16.295	23.34	31.36	0.99970198	2.63	2.88
20/06/2015	15.83	23.73	31.13	1.168425501	2.68	0.23
21/06/2015	17.15	23.15	31.03	1.285391741	2.46	0.34
22/06/2015	22.75	22.2	31.95	1.515720704	2.67	0.17
23/06/2015	18.61	22.68	31.97	1.380434663	2.74	0.16
24/06/2015	18.04	23.4	29.99	0.929176056	2.53	0.57
25/06/2015	17.76	23.82	32.04	1.232180636	2.89	0.39
26/06/2015	16.51	23.82	31.4	1.339791162	2.75	0.24
27/06/2015	21.17	22.39	33.07	1.669842504	2.74	0.23
28/06/2015	18.1	23.26	32.22	1.262554881	2.37	1.59
29/06/2015	15.4	23.76	30.76	0.973668731	2.33	1.26
30/06/2015	23.15	23.23	33.06	1.760643511	2.86	0.06
01/07/2015	18.51	21.52	32.93	1.62675766	2.34	0.67
02/07/2015	18.4	22.65	31.73	1.264546013	2.62	0.91
03/07/2015	19.23	23.02	33.09	1.698980195	2.83	0.04
04/07/2015	16.42	22.63	32.14	1.455496827	2.72	0.46
05/07/2015	16.49	23.42	32.9	1.486645941	2.57	0.7
06/07/2015	16.37	22.87	32.33	1.485210403	2.7	1.46
07/07/2015	11.86	22.15	32.82	1.693327245	2.74	1.55
08/07/2015	11.27	21.89	29.85	0.820911681	2.02	4.91
09/07/2015	5.13	22.67	27.58	0.528233954	1.78	3.73
10/07/2015	8.74	22.54	28.73	0.673866056	2.18	2.6
11/07/2015	12.79	22.53	32.3	1.390454383	2.38	2.93
12/07/2015	21.95	22.16	32.99	1.508733094	1.94	2.6
13/07/2015	19.98	21.99	30.54	0.982059802	1.65	3.22
14/07/2015	13.28	22.2	28.08	0.7175598	1.34	0.41
15/07/2015	18.14	21.5	31.89	1.345418388	1.72	0.72
16/07/2015	13.92	22.45	31.33	1.040517128	1.85	2.3
17/07/2015	21.5	22.21	33.81	1.760352229	1.9	0.49
18/07/2015	15.27	22.23	31.59	1.156660011	1.53	9.04
19/07/2015	16.27	22.68	29.24	0.737020765	1.47	4.17
20/07/2015	16.77	22.02	32.42	1.589524137	1.59	0.54
21/07/2015	19.31	22.13	32.03	1.310444344	1.76	2.28
22/07/2015	13.15	21.9	31.95	1.314003422	1.78	1.1
23/07/2015	4.15	23.07	30.15	0.993301404	1.94	0.95
24/07/2015	8.93	23.21	29.03	0.658010455	2.07	2.28
25/07/2015	22.49	23.28	32.41	1.532256656	2.6	0.01
26/07/2015	20.58	22.19	32.24	1.66156113	2.23	0.04
27/07/2015	22.27	22.29	33.32	1.732770423	2.32	0.29
28/07/2015	21.06	23.3	33.32	1.812555602	2.33	0.24
29/07/2015	16.52	22.57	32.43	1.408462918	2.26	2.06
30/07/2015	11.15	22.5	27.48	0.515268462	1.97	3.64
31/07/2015	16.97	21.69	29.45	1.025180188	1.82	0.67
01/08/2015	15.25	22.2	30.98	0.91290231	1.78	7.32
02/08/2015	19.19	23.21	31.6	1.275693451	2.04	0.1
03/08/2015	23.62	22.72	32.93	1.709321491	2.42	0.05
04/08/2015	20.05	22.38	33.08	1.624858961	2.48	0.49
05/08/2015	18.18	23.18	31.96	1.273527334	2.51	1.74
06/08/2015	20.06	23.15	33.46	1.771649378	2.5	0.07
07/08/2015	19.85	22.18	34.11	1.824754295	1.96	0.38
08/08/2015	17.61	23.11	34.31	1.884069803	1.75	0.27
09/08/2015	19.32	22.98	34.62	1.884318023	1.77	2.12
10/08/2015	18.01	22.86	31.47	0.88154223	1.84	9.93
11/08/2015	12.62	21.8	29.13	0.728326389	1.61	4.04
12/08/2015	15.41	21.52	31.62	1.358007176	1.95	0.15
13/08/2015	17.1	22.39	31.84	1.250796941	1.87	1.27
14/08/2015	18.03	22.41	30.18	0.834455435	1.78	4.47
15/08/2015	14.43	22.88	30.38	1.042411058	1.69	1.12
16/08/2015	5.03	22.64	31.39	1.148199468	1.58	1.03
17/08/2015	19.03	22.94	32.75	1.460304163	2.03	0.08
18/08/2015	20.6	22.61	33.84	1.772249678	2.03	0.02
19/08/2015	20.8	22.49	33.58	1.702096217	1.91	0.4
20/08/2015	18.25	22.71	31.79	1.288087656	1.86	1.33
21/08/2015	21.17	22.58	33.36	1.785861338	2	0.03
22/08/2015	12.36	22.66	32.56	1.532020321	2.11	0.29
23/08/2015	10.51	23.25	32.57	1.523565726	2.13	0.18
24/08/2015	22.36	23.03	35	2.269149555	1.9	0.09
25/08/2015	21.11	21.91	34.2	2.0310535	1.5	0.08
26/08/2015	18.86	22.92	33.83	1.884399633	1.41	0.26
27/08/2015	19.4	23.81	31.84	1.371735547	1.58	0.02
28/08/2015	19.32	23.06	34.66	1.934237986	1.74	0.19
29/08/2015	17.84	23.65	34.5	1.916609711	1.75	3.42
30/08/2015	20.97	23.17	34.42	1.444276842	1.59	10.47
31/08/2015	19.39	23.38	31.68	0.851061704	1.36	15.71
01/09/2015	16.64	23.66	30.52	0.904977812	1.47	3.28
02/09/2015	12.28	22.79	28.68	0.672310149	1.32	7.34
03/09/2015	13.75	21.79	29.49	1.072399106	1.67	2.75
04/09/2015	17.71	20.37	31.77	1.097268343	1.43	8.41
05/09/2015	20.53	21.61	32	1.223225911	1.48	1.71
06/09/2015	14.56	22.81	31.8	1.302902287	1.68	0.27
07/09/2015	16.88	22.45	31.45	1.143370383	1.67	1.67
08/09/2015	12.18	22.26	33.27	1.431609849	1.92	1.42
09/09/2015	9.73	22.94	31.31	1.043902369	1.7	5.59
10/09/2015	8.07	22.27	32.55	1.236290397	1.43	2.96
11/09/2015	23.63	23.11	33.68	1.662051252	1.47	0.85
12/09/2015	18.63	22.68	31.78	1.15088471	1.15	5.38
13/09/2015	14.64	22.38	30.64	1.034716504	1.28	6.73
14/09/2015	17.55	21.47	31.71	1.186505657	1.6	0.84
15/09/2015	20.15	23.63	31.22	1.031762994	1.58	1.77
16/09/2015	20.55	23.07	31.62	1.128884131	1.37	0.66
17/09/2015	21.85	22.44	31.71	1.20659217	1.15	7.99
18/09/2015	13.34	22.52	29.59	0.591030442	0.8	25.5
19/09/2015	18.55	22.62	28.36	0.498429994	0.84	4.35
20/09/2015	20.58	22.86	30.07	0.677750002	1.1	12.5
21/09/2015	18.09	23.29	28.43	0.356862905	1.17	21.42
22/09/2015	15.55	22.56	26.88	0.347203756	1.26	16.87
23/09/2015	14.94	21.87	27.45	0.360458022	1.24	18.6
24/09/2015	13.73	21.67	27.56	0.374188752	0.86	5.4
25/09/2015	15.72	21.62	29.45	0.525522884	0.76	2.69
26/09/2015	18.47	22.71	28.76	0.415438091	0.83	10.06
27/09/2015	19.44	23.46	29.79	0.610844325	0.61	5.86
28/09/2015	20.94	22.81	28.91	0.430202516	0.91	4.08
29/09/2015	21.27	23.63	30.07	0.518204333	1	1.96
30/09/2015	20.88	22.19	30.77	0.810820216	0.8	1.38
01/10/2015	23.18	21.24	31.47	0.951125543	0.51	2.44
02/10/2015	23.23	21.87	30.3	0.64621465	0.94	8.51
03/10/2015	20.72	22.28	30.33	0.728942305	0.96	4.86
04/10/2015	18.01	22.3	30.75	0.760797871	0.55	1.63
05/10/2015	21.22	22.75	30.73	0.793508746	1.08	0.22
06/10/2015	23.54	22.99	30.64	0.903728604	1.28	0.09
07/10/2015	20.96	22.17	31.19	1.031365645	1.55	1.88
08/10/2015	18.92	22.35	29.75	0.762742422	1.57	2.79
09/10/2015	20.11	21.39	28.86	0.484117875	1.34	11.15
10/10/2015	17.1	22.52	29.45	0.576843478	1.38	3.67
11/10/2015	20	22.54	27.54	0.31201107	1.21	4.47
12/10/2015	18.37	21.15	28.08	0.414151851	0.95	16.1
13/10/2015	21.4	21.46	28.58	0.446658068	0.72	6.58
14/10/2015	17.62	22.21	28.51	0.411796137	0.78	9.84
15/10/2015	18.78	22.72	27.87	0.313956648	0.75	17.65
16/10/2015	16.88	21.75	27.84	0.369507421	0.67	9.88
17/10/2015	18.55	22.49	27.3	0.336290616	0.54	5.1
18/10/2015	18.75	21.82	29.16	0.631475857	0.62	8.29
19/10/2015	18.24	21.9	27.87	0.367531589	0.65	4.53
20/10/2015	18.92	23.01	27.4	0.248594948	0.88	5.78
21/10/2015	19.93	22.82	29.2	0.50707666	1.07	0.68
22/10/2015	20.71	22.54	29.59	0.591444329	1.25	0.04
23/10/2015	18.66	22.33	29.77	0.627288732	1.17	0.54
24/10/2015	17.59	22.9	29.06	0.592915509	0.91	2.38
25/10/2015	18.44	21.96	29.31	0.541256327	0.94	4.48
26/10/2015	19.69	21.82	30.01	0.647438657	0.78	6.13
27/10/2015	21.24	22.11	29.21	0.467281889	0.82	11.58
28/10/2015	20	22.1	29.84	0.619739022	0.69	4.58
29/10/2015	21.17	22.53	29.11	0.466605474	0.8	4.05
30/10/2015	17.27	22.57	29.02	0.447364879	0.83	3.91
31/10/2015	19.43	22.86	29.86	0.607420011	0.99	0.33
01/11/2015	20.02	22.61	29.99	0.611121718	0.85	1.9
02/11/2015	20	22.58	29.46	0.535274061	0.91	4.82
03/11/2015	20.44	22.6	28.49	0.45909223	1.13	6.81
04/11/2015	20.11	21	28.58	0.657883605	1.05	6.1
05/11/2015	20.25	20.82	28.58	0.433383265	0.83	8.33
06/11/2015	17.98	21.85	26.35	0.150107986	1.04	10.78
07/11/2015	17.21	21.34	28.33	0.427141705	1.29	2.67
08/11/2015	19.03	21.76	28.77	0.500156569	1.19	2.49
09/11/2015	14.7	22.18	28.88	0.471170855	1.43	1.34
10/11/2015	15.73	22.13	27.16	0.314495173	1.21	2.52
11/11/2015	14.65	20.71	24.8	0.28197741	1.39	8.52
12/11/2015	17.28	20.76	28.14	0.389720182	1.29	2.61
13/11/2015	15.49	21.92	28.12	0.430322564	1.31	2.74
14/11/2015	14.8	22.47	26.89	0.320874515	1.51	5.76
15/11/2015	16.49	22.11	28.62	0.389776295	1.64	7.41
16/11/2015	15.95	22.19	28.72	0.405817472	1.58	9.04
17/11/2015	16.66	21.87	29.03	0.5377893	0.97	2.76
18/11/2015	17.82	22.11	28.69	0.505310644	0.64	3.29
19/11/2015	16.38	22.11	28.73	0.357215963	0.92	13.03
20/11/2015	12	22.89	27.88	0.289773234	1.19	20.48
21/11/2015	13.32	22.22	27.17	0.283391369	1.26	6.95
22/11/2015	16.34	21.76	27.98	0.423436782	1.28	1.48
23/11/2015	18.6	21.4	27.89	0.419722211	1.45	1.67
24/11/2015	18.58	20.81	27.71	0.530773638	1.57	0.04
25/11/2015	19.67	20.23	27.92	0.529046296	1.56	0.15
26/11/2015	19.77	20.02	28	0.48961485	1.61	0.94
27/11/2015	13.08	20.7	28.26	0.513555785	1.51	0.57
28/11/2015	20.45	21.15	28.27	0.588631602	1.72	0.47
29/11/2015	19.83	19.06	26.91	0.705549088	1.83	0.11
30/11/2015	21.3	18.08	28.4	0.683505591	1.47	0.12
01/12/2015	19	19.11	28.62	0.761159532	1.18	0.21
02/12/2015	15.44	19.77	29.19	0.589697742	1.02	0.8
03/12/2015	18.32	21.08	30.25	0.664141627	1.12	1.28
04/12/2015	16.49	22.18	29.26	0.555941706	1.78	4.22
05/12/2015	6.42	22.49	26.84	0.377782784	1.93	2.36
06/12/2015	18.16	22.38	29.05	0.696885231	1.98	0.5
07/12/2015	17.6	21.62	28.75	0.656903388	1.68	0.89
08/12/2015	15.57	20.62	28.76	0.600077243	1.57	2.58
09/12/2015	20.02	20.44	29.11	0.686823934	1.48	0.74
10/12/2015	16.76	21.03	29.76	0.788675931	1.43	0.35
11/12/2015	13.56	20.81	29.91	0.771469779	1.54	0.31
12/12/2015	14.73	22.35	30.79	0.872038968	1.62	0.06
13/12/2015	14.91	22.26	30.8	0.881408076	1.29	0.31
14/12/2015	18.59	21.75	31.11	1.019008917	0.9	3.13
15/12/2015	18.63	20.17	30.42	0.784792378	0.8	6.14
16/12/2015	19.53	21.2	30.72	0.817342437	0.83	1.13
17/12/2015	18.97	21.43	30.32	0.961584386	1.03	0.01
18/12/2015	16.15	21.24	30.28	0.879293334	1.46	1.68
19/12/2015	14.47	22.69	29.18	0.582889959	2.38	6.35
20/12/2015	16.5	22.41	29.41	0.745917745	2.56	1.02
21/12/2015	17.09	22.07	29.59	0.879509587	2.13	0.24
22/12/2015	14.72	21.53	29.87	0.766756153	1.96	1.09
23/12/2015	16.79	21.95	30.83	0.896247227	1.71	0.56
24/12/2015	14.98	22.13	30.8	0.873867091	2.08	0.7
25/12/2015	16.07	21.5	30.32	0.986616655	2.52	0.32
26/12/2015	16.56	21.87	29.88	0.979722116	2.54	0.28
27/12/2015	16.39	20.98	29.9	1.005284506	1.97	0.19
28/12/2015	19.35	21.18	31.05	1.052431995	1.6	0.32
29/12/2015	17.14	21.49	31.23	1.071443389	1.76	0.16
30/12/2015	17.76	22.26	31.03	0.987864002	2.12	0.97
31/12/2015	11.77	21.83	29.76	0.83088911	2.45	1.77
01/01/2016	17.81	20.87	30.48	1.128966193	2.25	0.03
02/01/2016	18.18	21.08	30.62	1.170520974	2.01	0.02
03/01/2016	16.64	20.44	30.63	1.038519051	1.8	1.4
04/01/2016	14.42	21.3	31.01	1.087748426	1.75	0.3
05/01/2016	17.71	20.98	31.38	1.288756288	1.78	0.52
06/01/2016	15.6	20.91	30.5	1.054819598	1.74	0.47
07/01/2016	18.36	20.31	31.31	1.315609241	1.35	0
08/01/2016	18.63	20.02	32.17	1.410019979	1.17	0
09/01/2016	19.67	19.32	32.25	1.442405378	1	0
10/01/2016	19.12	20.02	31.81	1.46665352	1.22	0
11/01/2016	16.74	19.49	29.95	1.235075685	1.51	0.05
12/01/2016	17.94	20.27	30.95	1.362765838	1.62	0.09
13/01/2016	17.95	20.44	30.92	1.292104589	1.71	0.13
14/01/2016	18.59	20.33	31.72	1.358710914	1.37	0
15/01/2016	21.34	19.99	32.09	1.563076082	1.21	0
16/01/2016	19.38	19	32.54	1.604706714	1.13	0.02
17/01/2016	20.74	20.54	33.31	1.56874183	1.23	0.03
18/01/2016	12.67	21.45	31.5	1.437427106	2.24	0.08
19/01/2016	10.79	20.02	29.14	1.126795274	2.75	0.76
20/01/2016	18.07	18.74	29.99	1.195985953	2.12	0.73
21/01/2016	20.77	19.2	31.67	1.543627473	1.55	0.05
22/01/2016	18.33	20.27	32.24	1.547485235	1.45	0.04
23/01/2016	17.06	20.03	31.26	1.43209124	2.43	0.16
24/01/2016	20.98	17.08	29.66	1.663888906	2.51	0.09
25/01/2016	18.28	17.66	29.95	1.492823262	1.99	0.08
26/01/2016	18.81	18.97	32	1.50528965	1.81	0.02
27/01/2016	19.46	19.58	32.87	1.636249106	1.39	0.01
28/01/2016	20.73	19.65	32.57	1.697155127	1.39	0.04
29/01/2016	13.01	20.94	32.66	1.62839089	1.96	0.29
30/01/2016	16.8	20.77	31.66	1.454715708	2.07	0.27
31/01/2016	18.17	20.46	32.04	1.57627743	1.77	0.33
01/02/2016	19.55	20.56	32.2	1.749062863	1.73	0.18
02/02/2016	21.35	19.06	32.72	1.933077523	1.33	0.05
03/02/2016	21.28	19.01	33.29	2.045405444	1.26	0
04/02/2016	21.92	19.55	32.72	1.841591378	1.61	0.04
05/02/2016	18.94	20.96	31.78	1.731954863	2.57	0.08
06/02/2016	21.3	19.33	31.62	1.894331707	2.22	0.12
07/02/2016	18.59	18.16	31.67	1.798568363	2.7	0.33
08/02/2016	16.93	18.51	30.31	1.309560202	2.9	0.83
09/02/2016	18.66	19.02	30.43	1.651699309	3.04	0.08
10/02/2016	17.88	19.02	29.51	1.698616893	3.33	0.47
11/02/2016	19.27	18.62	30.08	1.486541195	3.31	0.55
12/02/2016	19.21	19.09	30.56	1.299095921	2.67	1.72
13/02/2016	16.91	20.95	32.31	1.494167983	2.82	0.5
14/02/2016	20.22	20.5	31.74	1.608717258	2.72	0.36
15/02/2016	19.14	20.64	31.74	1.493140422	2.15	1.34
16/02/2016	21.91	19.52	33.22	1.922972764	1.82	0.01
17/02/2016	18.45	20.39	33.47	1.890231472	2.43	0.07
18/02/2016	17.845	21.72	32.56	1.791277759	3.04	0.16
19/02/2016	17.24	21.74	33.11	1.79894581	3.13	0.1
20/02/2016	13.97	21.57	33.28	1.832996774	3.03	0.13
21/02/2016	20.79	21.33	32.76	1.732236037	2.73	0.2
22/02/2016	19.14	21.28	33.47	1.844329534	2.1	0.48
23/02/2016	21.59	21.55	34.7	2.22240484	1.58	0
24/02/2016	21.69	21.88	35.35	2.508060745	1.36	0.06
25/02/2016	18.54	22.18	33.59	2.161519837	2.46	0.34
26/02/2016	21.87	19.95	32.97	1.988492029	2.75	0.74
27/02/2016	18.7	21.1	31.79	1.467340656	2.92	1.76
28/02/2016	21.89	19.53	31.41	1.805313213	2.87	0.07
29/02/2016	20.25	19.18	32.85	2.116616671	2.24	0.1
01/03/2016	20.12	18.78	33.16	1.997115183	1.99	0.42
02/03/2016	14.98	20.79	34.07	2.335335188	2.19	0
03/03/2016	20	21.34	33.89	2.238653646	2.31	0.06
04/03/2016	17.97	22.15	33.07	1.991606175	2.28	0.38
05/03/2016	18.92	21.81	34.19	2.251117091	2.08	0.11
06/03/2016	16.84	21.33	33.66	1.902580496	1.82	2.82
07/03/2016	19.25	20.94	34.23	1.917682318	1.57	2.06
08/03/2016	16.35	21.75	33.29	1.738032983	1.65	0.94
09/03/2016	19.12	21.3	35.33	2.251964973	1.85	0.29
10/03/2016	15.43	22.74	35.58	2.046640478	2.29	0.36
11/03/2016	17.95	22.82	35.41	2.157379735	2.49	0.04
12/03/2016	21.9	21.64	35.22	2.578811576	2.06	0.01
13/03/2016	23.39	20.54	34.67	2.655951053	1.79	0.02
14/03/2016	23.77	20.06	34.82	2.620838832	1.76	0
15/03/2016	22.18	20.92	34.98	2.593653673	2.15	0
16/03/2016	24.24	20.67	34.75	2.564735591	1.89	0.19
17/03/2016	25.94	19.8	34.94	2.774854717	1.59	0
18/03/2016	23.44	20.58	35.73	2.718920421	1.33	0
19/03/2016	21.81	22.51	36.78	2.97396632	1.35	0
20/03/2016	18.36	23.02	36.8	2.781335339	1.7	0.03
21/03/2016	21.83	21.6	34.82	2.109347163	2.31	3.64
22/03/2016	20.05	21.73	33.5	1.838125447	2.98	1.28
23/03/2016	19.86	21.52	34	2.084543878	2.75	0.37
24/03/2016	21.3	21.63	34.81	2.363228717	2.23	0.01
25/03/2016	22.36	21.3	35.69	2.47787562	2.31	0.02
26/03/2016	21.34	22.25	36.07	2.558120046	2.25	0
27/03/2016	22.65	21.18	35.65	2.38338092	2.16	0.02
28/03/2016	21.52	22.57	35.55	2.560736187	2.11	0
29/03/2016	22.02	21.66	35.59	2.785079324	1.94	0.02
30/03/2016	20.49	22.25	35.64	2.56356125	1.65	0.04
31/03/2016	23.28	23.08	36.25	2.737465696	1.37	0.37
01/04/2016	20.47	22.85	35.11	2.068864064	0.96	5.32
02/04/2016	24.15	22.19	37.84	3.059799087	0.75	0.69
03/04/2016	19.95	24.13	35.82	2.405759204	2.04	0
04/04/2016	20.85	23.25	36	2.706733337	2.44	0
05/04/2016	20.74	23.04	35.62	2.693224304	2.62	0.02
06/04/2016	18.34	23.34	35.36	2.59593678	2.51	0.04
07/04/2016	19.78	23.34	35.76	2.770837657	2.53	0
08/04/2016	27.39	19.75	35.87	3.367900212	2.08	0
09/04/2016	20.72	22.25	35.41	2.708786697	2.84	0.16
10/04/2016	17.68	22.13	34.97	2.561387206	2.82	0.2
11/04/2016	20.46	22.93	35.8	2.729401072	2.43	0
12/04/2016	17.4	23.4	35.52	2.525883033	2.03	0
13/04/2016	20.47	23.32	36.08	2.908738732	1.78	0
14/04/2016	22.4	23.46	35.72	2.920750969	1.65	0
15/04/2016	24.08	22.97	36.12	3.068018057	1.72	0.02
16/04/2016	23.68	22.59	36.08	2.934959691	1.75	0.02
17/04/2016	23.13	23.04	36.43	2.896386801	1.79	0.76
18/04/2016	20.63	23.49	36.19	2.825607821	1.91	0
19/04/2016	22.85	23.8	36.43	3.020916855	2.15	0
20/04/2016	17.84	24.16	34.72	2.478096154	2.01	0.09
21/04/2016	21.87	22.51	36.68	3.039068251	2.02	0.61
22/04/2016	23.79	24.08	37.41	3.198183477	1.85	0.19
23/04/2016	21.31	24.61	36.52	2.728147139	1.68	0.77
24/04/2016	21.48	25.05	34.84	2.151200598	1.5	1.32
25/04/2016	12.87	24.45	33.69	1.688563368	1.44	2.64
26/04/2016	16.4	24.19	34.48	1.775903776	1.18	5.54
27/04/2016	16.86	24	32.59	1.328914133	0.61	7.3
28/04/2016	17.27	24.07	34.21	1.635528377	0.89	2.37
29/04/2016	20.85	23.73	34.9	1.869083593	0.72	2.15
30/04/2016	15.89	24.66	34.15	1.767215485	0.62	0.99
01/05/2016	18.88	24.85	34.5	1.780606343	0.66	2.52
02/05/2016	21.32	24.13	34.19	1.546737023	0.72	6.56
03/05/2016	22.04	23.65	37.17	2.568523724	0.84	1.84
04/05/2016	19.79	24.91	32.27	1.445479773	0.53	1.19
05/05/2016	20.77	24.5	30.12	0.749670008	0.55	3.07
06/05/2016	15.61	24.04	35.68	2.160536339	1.08	1.63
07/05/2016	23.96	21.81	32.78	2.309267821	1.31	0.07
08/05/2016	24.5	20.78	34.19	2.49754274	1.77	0.44
09/05/2016	22.71	22.24	34.71	2.383888296	1.43	0.35
10/05/2016	25.79	21.44	36.13	2.934052659	1.48	0.02
11/05/2016	23.22	23.2	36.28	2.605199604	1.84	0.17
12/05/2016	22.01	23.25	35.4	2.274448762	2.18	0.89
13/05/2016	19.8	23.37	35.09	2.268610546	2.33	0.67
14/05/2016	21.22	23.84	36.18	2.683845707	2.51	0.06
15/05/2016	16.01	24.28	34.68	1.963414619	2.2	2.73
16/05/2016	12.3	24.58	32.53	1.098395191	1.89	5.56
17/05/2016	17.49	24.16	31.3	0.857558489	1.63	6.53
18/05/2016	19.25	23.58	33.29	1.3224164	1.54	6.46
19/05/2016	18.27	23.03	34.28	1.621400216	1.85	1.6
20/05/2016	20.71	24.15	34.56	1.93889082	1.88	0.34
21/05/2016	22.63	23.53	35.36	2.2413726	2.16	0.02
22/05/2016	23.06	22.86	35.4	2.189487021	1.95	1.31
23/05/2016	22.06	23.38	35.66	2.193101615	1.56	0.12
24/05/2016	20.99	24.49	37.07	2.544518936	1.57	0
25/05/2016	22.55	25.49	35.76	2.141367987	1.82	4.96
26/05/2016	22.86	24.08	34.23	1.483459638	1.54	13.44
27/05/2016	19.36	23.94	34.07	1.405254218	1.22	22.7
28/05/2016	18.26	23.47	33.61	1.334331483	0.8	7.15
29/05/2016	22.04	24.3	29.54	0.657840169	0.49	11.93
30/05/2016	18.32	23.73	29.46	0.580873003	0.61	14.2
31/05/2016	20.53	23.18	29.67	0.624525128	0.66	6.39
01/06/2016	14.2	23.2	30.19	0.729549415	0.72	11.8
02/06/2016	20.86	22.72	30.19	0.645156441	1.03	17.56
03/06/2016	17.27	22.26	29.21	0.676222491	0.58	1.66
04/06/2016	12.19	22.76	29.35	0.578836164	0.8	14.05
05/06/2016	6.3	22.52	28.56	0.601353656	0.87	9.54
06/06/2016	22.23	21.19	30.67	0.915404542	0.7	16.01
07/06/2016	22.45	22.35	31.65	0.967864561	0.68	8.91
08/06/2016	18.61	23.67	28.59	0.463715527	0.68	33.71
09/06/2016	21.83	23.18	28.34	0.388886266	0.79	4.81
10/06/2016	9.36	22.99	27.06	0.293004316	1.02	1.96
11/06/2016	10.93	22.91	27.23	0.264539664	1.38	11.68
12/06/2016	2.4	22.23	27.81	0.442036678	1.65	2.3
13/06/2016	25.22	21.23	29.41	0.663993775	1.35	2.99
14/06/2016	22.46	20.77	28.31	0.50620945	1.02	10.13
15/06/2016	19.64	22.42	27.37	0.365325084	1.04	5.93
16/06/2016	18.44	21.54	29.24	0.547999479	1.11	12.36
17/06/2016	18.27	23.05	27.34	0.310199672	1.24	20.3
18/06/2016	21.79	22.53	28.18	0.412753218	1.18	10.4
19/06/2016	21.5	22.72	28.87	0.469310201	1.47	3.97
20/06/2016	24.13	22.48	29.61	0.674583542	1.83	1.19
21/06/2016	18.16	22.09	27.99	0.4346245	1.79	6.42
22/06/2016	20.16	21.29	28.06	0.520118174	0.94	3.31
23/06/2016	4.82	22.28	27.72	0.393670243	1.35	2.29
