Date	GlobRad	Tmin	Tmax	VP	WindSpeed	Rain	AvgPar30
29/11/2014	16.96	20.66	27.18	0.403745515	2.26	2.33	8.10666666666667
30/11/2014	15.24	20.63	27.04	0.365112258	1.94	1.25	8.04133333333333
01/12/2014	13.76	21.24	27.77	0.385508417	2.01	2.52	7.94016666666667
02/12/2014	12.52	20.69	26.62	0.368401626	2.46	2.84	7.9775
03/12/2014	15.46	20.14	26.31	0.431484005	2.17	0.52	8.06366666666667
04/12/2014	15.53	19.89	26.6	0.486219036	1.84	0.23	8.14
05/12/2014	14.7	20.79	26.79	0.350296906	1.48	0.16	8.057
06/12/2014	17.57	21.25	27.59	0.434186301	1.8	0.5	7.972
07/12/2014	19.32	19.91	26.56	0.497913941	1.99	0.18	7.91716666666667
08/12/2014	20.76	17.58	25.32	0.506880993	1.93	0.01	7.90083333333333
09/12/2014	19.38	17.25	25.7	0.467980685	1.6	0.02	7.878
10/12/2014	19.49	17.07	25.82	0.412528051	1.63	1.92	7.8735
11/12/2014	17.98	18.02	25.6	0.477345455	1.76	0.1	7.85366666666667
12/12/2014	16.47	17.75	25.68	0.487849568	1.86	0.67	7.808
13/12/2014	17.62	18.51	25.95	0.435461298	1.7	1.95	7.77983333333333
14/12/2014	19.99	17.75	25.17	0.528586266	1.38	0.04	7.84583333333333
15/12/2014	20.21	16.71	25.82	0.476300503	1.33	0.32	7.9665
16/12/2014	16.7	17.46	25.88	0.509994441	1.31	0.31	8.05833333333333
17/12/2014	18.18	17.99	26.84	0.511470623	1.69	0.17	8.21166666666667
18/12/2014	18.13	18.41	27.29	0.474080616	1.47	0.21	8.3155
19/12/2014	17.02	19.85	27.35	0.447399651	1.2	0.1	8.35466666666667
20/12/2014	13.52	19.84	26.72	0.402798618	1.47	0.52	8.33133333333333
21/12/2014	16.95	18.49	26.16	0.429376144	1.54	0.3	8.35833333333333
22/12/2014	19.15	18.26	26.56	0.40943446	1.32	0.11	8.4155
23/12/2014	17.22	19.58	27.3	0.418188977	1.18	0.06	8.48283333333333
24/12/2014	18.69	19.99	28.73	0.489153502	1.02	0.18	8.52333333333333
25/12/2014	13.36	21.24	27.9	0.464252912	2.01	1.25	8.477
26/12/2014	13.01	20.52	25.87	0.445065057	2.33	1.04	8.37966666666667
27/12/2014	14.745	20.24	27.54	0.487310576	1.98	0.62	8.41641666666667
28/12/2014	16.48	21.07	27.68	0.519100062	1.78	0.07	8.43525
29/12/2014	19.26	19.59	26.86	0.509952871	1.67	0.04	8.47358333333333
30/12/2014	14.82	18.4	26.52	0.478050033	1.85	0.2	8.46658333333333
31/12/2014	18.47	19.59	27.03	0.567143793	2.3	0.16	8.54508333333333
01/01/2015	17.58	20.32	27.1	0.549419491	2.5	0.38	8.62941666666667
02/01/2015	15.11	20.68	27.35	0.511729252	2.33	0.96	8.62358333333333
03/01/2015	13.46	21.76	28.19	0.50689009	2.3	1.21	8.58908333333333
04/01/2015	14.77	20.66	27.39	0.575587008	2.27	0.62	8.59025
05/01/2015	17.33	20.8	27.04	0.546062321	2.77	1.2	8.58625
06/01/2015	17.54	20.55	26.86	0.521606919	2.81	2.06	8.55658333333333
07/01/2015	14.31	19.86	26.3	0.636251603	2.64	0.5	8.44908333333333
08/01/2015	12.84	18.96	26.04	0.597284522	2.52	0.16	8.34008333333333
09/01/2015	15.97	19.47	26.59	0.647563065	2.45	0.02	8.28141666666667
10/01/2015	15.12	19.87	27.22	0.577462517	2.52	0.39	8.23375
11/01/2015	14.63	20.08	27.97	0.635727485	2.2	0.07	8.20308333333333
12/01/2015	17.72	20.86	28.5	0.624914269	2.02	0.22	8.20475
13/01/2015	15.71	20.73	28.6	0.703208033	1.97	0.06	8.13341666666667
14/01/2015	16.07	20.24	28.74	0.654552792	2.01	0.32	8.06441666666667
15/01/2015	10.27	20.8	28.62	0.655105942	2.04	1.2	7.95725
16/01/2015	18.35	20.38	28.32	0.708028164	2.11	0.22	7.96008333333333
17/01/2015	16.91	18.88	27.2	0.748273209	1.81	0	7.93975
18/01/2015	17.89	18.84	26.21	0.577139526	1.55	0	7.95425
19/01/2015	19.15	18.86	26.93	0.703541069	1.65	0.01	8.04808333333333
20/01/2015	16.07	19.01	28.12	0.714669982	1.6	0.05	8.03341666666667
21/01/2015	18.28	19.04	27.96	0.697876198	1.5	0.18	8.01891666666667
22/01/2015	16.72	19.6	27.55	0.639463317	1.5	0.42	8.01058333333333
23/01/2015	21.08	19.32	27.84	0.690021449	1.35	0.17	8.05041666666667
24/01/2015	20.48	17.91	28.04	0.765837181	1.57	0.03	8.16908333333333
25/01/2015	15.19	19.15	28.14	0.760411057	1.98	0.46	8.20541666666667
26/01/2015	17.72	18.63	27.89	0.747548138	2.05	0.82	8.255
27/01/2015	20.01	19.42	27.55	0.766694086	2.22	0.84	8.31383333333333
28/01/2015	22.54	16.98	26.61	0.977534463	2.53	0.07	8.3685
29/01/2015	21.57	16.25	27.25	0.989302075	2.33	0.27	8.481
30/01/2015	18.48	17.82	26.7	0.584246212	2.19	2.99	8.48116666666667
31/01/2015	15.33	19.24	27.88	0.766980644	2.33	1.55	8.44366666666667
01/02/2015	17.46	18.21	28.94	0.813262545	2.05	0.16	8.48283333333333
02/02/2015	19.26	19.26	29.41	0.885598113	1.81	0.18	8.5795
03/02/2015	16.61	20.22	29	0.901697177	2.11	0.05	8.61016666666667
04/02/2015	21.65	18.46	28.38	0.952478397	1.91	0.01	8.68216666666667
05/02/2015	20.65	18.18	29.85	1.033071557	1.52	0.13	8.734
06/02/2015	18.27	19.43	29.71	0.998956875	2.11	1.83	8.8
07/02/2015	15.39	19.25	28.47	0.796078518	1.96	2.46	8.8425
08/02/2015	15.37	19.05	28.6	0.9346139	1.43	0.03	8.8325
09/02/2015	20.03	19.29	30.64	1.205264509	0.88	0.07	8.91433333333333
10/02/2015	14.83	19.74	28.72	0.874613408	1.15	0.37	8.91766666666667
11/02/2015	21.38	19.42	29.6	1.177357518	1.59	0.16	8.97866666666667
12/02/2015	20.72	17.93	30.02	1.07883499	1.63	0.64	9.06216666666667
13/02/2015	21.41	18.74	29.54	1.22282335	2.43	0.02	9.15116666666667
14/02/2015	22.28	17.52	27.93	1.302332628	2.85	0	9.35133333333333
15/02/2015	20.35	17.72	28.56	1.319702187	2.64	0.11	9.38466666666667
16/02/2015	20.92	17.08	29.82	1.243926713	2.07	0	9.4515
17/02/2015	18.95	19.78	31.62	1.325474492	1.46	0	9.46916666666667
18/02/2015	21.29	19.02	32.19	1.535446388	1.63	0.01	9.50483333333333
19/02/2015	16.87	19.95	30.61	1.14571861	2.53	1.09	9.51816666666667
20/02/2015	16.61	19.13	28.95	1.169142644	2.96	0.34	9.49033333333333
21/02/2015	14.79	18.02	29.86	1.136653086	2.45	0.94	9.45816666666667
22/02/2015	22	20.51	30.78	1.290697212	2.37	0.72	9.4735
23/02/2015	18.59	21.18	31.61	1.414834475	2.59	0.1	9.442
24/02/2015	19.68	20	31.15	1.373387707	2.26	0.89	9.51683333333333
25/02/2015	18.58	20.58	31.56	1.357565166	1.53	1.78	9.53116666666667
26/02/2015	24.08	18.85	32.31	1.737236061	1.35	0.05	9.599
27/02/2015	22.06	20.04	31.85	1.644659953	1.95	0.05	9.591
28/02/2015	22.83	19.76	31.41	1.561451265	2.46	0.39	9.612
01/03/2015	21.49	20.22	31.69	1.572906558	2.66	0.43	9.66216666666667
02/03/2015	17.38	20.4	31.28	1.43098426	2.84	1.14	9.69633333333333
03/03/2015	20.48	19.18	31.49	1.633604084	2.44	0.09	9.74666666666667
04/03/2015	19.34	19.28	31.91	1.670093382	2.25	0.2	9.748
05/03/2015	17.48	20.49	32.18	1.317752953	2.34	1.87	9.7625
06/03/2015	13.51	21.48	31.53	1.431551839	2.89	0.96	9.62683333333333
07/03/2015	19.71	19.37	30.25	1.368690575	3.19	1.36	9.61116666666667
08/03/2015	20.41	19.37	31.06	1.699976638	3.17	0.65	9.64683333333333
09/03/2015	18.27	19.09	30.86	1.479981132	2.69	1.21	9.69483333333333
10/03/2015	14.56	19.8	32.24	1.642789147	2.38	0.01	9.68133333333333
11/03/2015	14.75	21.09	32.85	1.629431191	2.76	0.12	9.59333333333333
12/03/2015	19.45	22.16	32.46	1.610653541	2.96	0.12	9.67033333333333
13/03/2015	20.67	20.53	32.16	1.773389824	2.6	0.32	9.6585
14/03/2015	16.95	19.73	31.01	1.472478265	2.5	1.57	9.59566666666667
15/03/2015	20.29	20.59	30.93	1.520305725	2.42	1.06	9.577
16/03/2015	22.99	19.42	31.64	1.742472198	2.42	0.57	9.58883333333333
17/03/2015	18.95	19.88	31.93	1.51873767	2.08	0.17	9.5655
18/03/2015	22.38	19.42	32.41	2.001701607	1.69	0	9.58983333333333
19/03/2015	23.8	19.34	32.63	2.030581207	1.6	0.24	9.67066666666667
20/03/2015	23.25	19.51	33.23	2.141338792	1.66	0.02	9.70333333333333
21/03/2015	24	20.14	33.02	1.989550672	1.74	0.59	9.82216666666667
22/03/2015	22.87	20.06	32.97	1.957398333	1.51	0.5	9.9265
23/03/2015	24.27	20.3	34.07	2.333201975	1.53	0.06	10.0845
24/03/2015	22.5	20.62	33.44	2.130605986	1.82	0.48	10.0928333333333
25/03/2015	22.49	20.31	33.8	2.248464513	1.93	0	10.1578333333333
26/03/2015	23.94	19.99	34.56	2.405254892	1.58	0	10.2288333333333
27/03/2015	25.97	20.56	35.46	2.600489641	1.08	0.34	10.352
28/03/2015	21.83	21.01	34.21	2.322418046	1.8	0.85	10.3145
29/03/2015	22.91	21.5	34.19	2.345070225	2.1	0.14	10.3286666666667
30/03/2015	23.9	20.8	32.36	1.864743207	1.95	1.9	10.3465
31/03/2015	22.75	20.87	33.97	2.23910655	2.25	1.6	10.3675
01/04/2015	20.58	21.3	32.84	1.747008295	1.96	2.24	10.4208333333333
02/04/2015	22.77	21.1	33.27	1.908983136	2.15	0.73	10.459
03/04/2015	22.32	21.19	33.73	2.014162803	2.42	0.25	10.5086666666667
04/04/2015	21.96	21.15	33.33	1.798218245	2.6	1.03	10.5833333333333
05/04/2015	18.59	21.95	33.34	1.944637262	2.82	0.02	10.668
06/04/2015	19.46	21.22	33.46	2.175773065	2.66	0.06	10.6638333333333
07/04/2015	23.25	20.64	33.21	2.119117974	2.65	0.54	10.7111666666667
08/04/2015	22.64	21.12	33.62	2.249398879	2.53	0.41	10.784
09/04/2015	22.16	21.18	33.76	2.293250591	2.4	0.09	10.9106666666667
10/04/2015	22.64	21.3	34.68	2.390411785	2.39	0.06	11.0421666666667
11/04/2015	22.63	22.27	34.71	2.298788899	2.45	0.22	11.0951666666667
12/04/2015	23.65	21.94	35.33	2.427524456	2.34	0.06	11.1448333333333
13/04/2015	21.71	22.68	35.25	2.289305629	2.38	0.15	11.2241666666667
14/04/2015	20.25	22.68	33.94	1.855218034	2.23	3.33	11.2235
15/04/2015	18.43	22.5	34.48	2.152908233	2.26	0.32	11.1475
16/04/2015	23.21	22.19	34.95	2.393921917	2.21	0.11	11.2185
17/04/2015	23.26	22.3	34.87	2.372760539	2.18	0	11.2331666666667
18/04/2015	21.91	22.3	35.24	2.517359351	1.96	0.02	11.2016666666667
19/04/2015	22.13	22.55	36.06	2.626365022	1.91	0.03	11.183
20/04/2015	24.69	22.21	36.69	3.006839263	1.49	0.01	11.1945
21/04/2015	23.47	22.74	36.55	2.754636465	1.83	0	11.2045
22/04/2015	23.5	23.47	36.15	2.543640599	2.55	0.02	11.1916666666667
23/04/2015	24.2	22.73	36.14	2.819071934	2.41	0.04	11.22
24/04/2015	24.42	21.84	36.17	2.899768235	2.22	0	11.2521666666667
25/04/2015	22.44	22.14	36.3	3.153308457	1.89	0	11.2271666666667
26/04/2015	22.53	20.6	37.28	3.152768163	1.5	0	11.1698333333333
27/04/2015	19.54	24.41	36.71	2.831243436	0.93	0.03	11.1316666666667
28/04/2015	19.64	25	36.96	2.781314983	0.76	1.21	11.0771666666667
29/04/2015	20.1	25.73	37.25	3.086647222	0.81	0.08	11.0138333333333
30/04/2015	8.78	24.91	32.72	1.90390086	0.77	1.77	10.781
01/05/2015	19.46	23.39	34.97	1.922862359	1.45	8.8	10.7623333333333
02/05/2015	22.88	22.92	34.04	1.940115161	1.6	1.88	10.7641666666667
03/05/2015	17.02	22.32	33.26	1.700964875	1.89	5.19	10.6758333333333
04/05/2015	23.59	22.16	34.69	2.424303327	1.81	0	10.703
05/05/2015	20.86	21.91	34.96	2.362188663	1.91	0.13	10.7408333333333
06/05/2015	23.09	22.98	35.82	2.472145233	1.85	0.22	10.8013333333333
07/05/2015	21.36	22.95	35.5	2.180801318	1.95	1.48	10.7698333333333
08/05/2015	21.46	23.35	35.27	2.202918148	2.31	0.46	10.7501666666667
09/05/2015	21.68	23.4	35.13	2.257791329	2.73	0	10.7421666666667
10/05/2015	18.77	23.12	35.22	2.323601879	2.82	0.24	10.6776666666667
11/05/2015	19.78	23.06	35.01	2.313665873	2.93	0	10.6301666666667
12/05/2015	19.76	23.48	34.82	2.265018541	2.82	0.01	10.5653333333333
13/05/2015	19.28	23.48	34.39	2.191582664	2.97	0.09	10.5248333333333
14/05/2015	19.78	23.11	33.32	1.860119843	2.74	1.68	10.517
15/05/2015	19.93	22.73	31.85	1.651722621	2.54	1.66	10.542
16/05/2015	21.55	22.21	33.84	2.032874631	2.41	1.01	10.5143333333333
17/05/2015	12.82	23.11	30.89	1.301936542	2.27	1.12	10.3403333333333
18/05/2015	18.02	22.79	34.42	2.27462727	2.31	0.2	10.2755
19/05/2015	16.01	22.35	33.61	2.383811524	2.14	0.01	10.1735
20/05/2015	23.46	22.18	32.89	2.120876297	1.63	0.11	10.153
21/05/2015	17.46	22.81	33.73	1.741002766	1.72	1.02	10.0528333333333
22/05/2015	16.42	23.72	31.14	1.291200221	2.29	1.28	9.93483333333333
23/05/2015	16.56	23.03	33.4	1.798594981	2.58	1.5	9.8075
24/05/2015	20.17	22.56	34.46	2.241533314	2.59	0.48	9.73666666666667
25/05/2015	12.17	22.87	34.05	2.050400893	2.52	0.31	9.5655
26/05/2015	22.85	22.09	34.86	2.355289326	2.43	0.27	9.57083333333333
27/05/2015	20.66	21.6	35.06	2.502607442	2.09	0	9.5895
28/05/2015	21.89	22.91	35.17	2.624986912	2.16	0	9.627
29/05/2015	16.41	22.8	34.92	2.532512557	2	0	9.5655
30/05/2015	18.17	22.79	34.41	2.224452054	1.8	0.62	9.722
31/05/2015	16.64	23.24	32.34	1.40182232	2.06	4.1	9.675
01/06/2015	15.65	22.83	31.18	0.988623566	1.87	6.63	9.5545
02/06/2015	19.06	22.99	33.21	1.171131641	1.19	7.78	9.5885
03/06/2015	19.95	23.58	30.51	0.908823932	1.05	3.72	9.52783333333333
04/06/2015	20.545	23.46	31.01	0.889323001	0.85	8.9	9.52258333333333
05/06/2015	21.14	23.47	30.77	0.78159349	1.12	5.37	9.49008333333333
06/06/2015	21.08	23.27	31.88	1.081951841	1.37	5.48	9.48541666666667
07/06/2015	10.05	22.39	27.43	0.502079621	0.96	8.09	9.29525
08/06/2015	4.91	21.57	27.59	0.585303775	0.97	3.53	9.01575
09/06/2015	19.71	21.83	31.11	0.997788971	0.9	5.98	9.03141666666667
10/06/2015	19.35	22.27	28.1	0.45374335	0.71	12.58	9.02425
11/06/2015	17.08	22.1	29.57	0.684194957	1.11	7.41	8.97958333333333
12/06/2015	16.34	22.69	27.63	0.502809435	1.18	4.18	8.93058333333333
13/06/2015	17.76	22.77	29.05	0.533195436	1.1	7.13	8.89691666666667
14/06/2015	20.94	22.8	29.31	0.713529786	1.67	1.26	8.91375
15/06/2015	20.28	22.4	32.39	1.166465614	2	3.43	8.89258333333333
16/06/2015	19.29	23.26	31.76	1.141150371	2.49	1.56	9.00041666666667
17/06/2015	19.44	22.98	30.74	1.056994431	2.25	0.74	9.02408333333333
18/06/2015	16.76	23.39	30.95	0.918949781	2.27	2.85	9.03658333333333
19/06/2015	16.295	23.34	31.36	0.99970198	2.63	2.88	8.91716666666667
20/06/2015	15.83	23.73	31.13	1.168425501	2.68	0.23	8.89
21/06/2015	17.15	23.15	31.03	1.285391741	2.46	0.34	8.90216666666667
22/06/2015	22.75	22.2	31.95	1.515720704	2.67	0.17	9.00533333333333
23/06/2015	18.61	22.68	31.97	1.380434663	2.74	0.16	8.97933333333333
24/06/2015	18.04	23.4	29.99	0.929176056	2.53	0.57	9.07716666666667
25/06/2015	17.76	23.82	32.04	1.232180636	2.89	0.39	8.99233333333333
26/06/2015	16.51	23.82	31.4	1.339791162	2.75	0.24	8.92316666666667
27/06/2015	21.17	22.39	33.07	1.669842504	2.74	0.23	8.91116666666667
28/06/2015	18.1	23.26	32.22	1.262554881	2.37	1.59	8.93933333333333
29/06/2015	15.4	23.76	30.76	0.973668731	2.33	1.26	8.89316666666667
30/06/2015	23.15	23.23	33.06	1.760643511	2.86	0.06	9.00166666666667
01/07/2015	18.51	21.52	32.93	1.62675766	2.34	0.67	9.04933333333333
02/07/2015	18.4	22.65	31.73	1.264546013	2.62	0.91	9.03833333333333
03/07/2015	19.23	23.02	33.09	1.698980195	2.83	0.04	9.02633333333333
04/07/2015	16.42	22.63	32.14	1.455496827	2.72	0.46	8.95758333333333
05/07/2015	16.49	23.42	32.9	1.486645941	2.57	0.7	8.88008333333334
06/07/2015	16.37	22.87	32.33	1.485210403	2.7	1.46	8.80158333333333
07/07/2015	11.86	22.15	32.82	1.693327245	2.74	1.55	8.83175
08/07/2015	11.27	21.89	29.85	0.820911681	2.02	4.91	8.93775
09/07/2015	5.13	22.67	27.58	0.528233954	1.78	3.73	8.69475
10/07/2015	8.74	22.54	28.73	0.673866056	2.18	2.6	8.51791666666667
11/07/2015	12.79	22.53	32.3	1.390454383	2.38	2.93	8.44641666666667
12/07/2015	21.95	22.16	32.99	1.508733094	1.94	2.6	8.53991666666667
13/07/2015	19.98	21.99	30.54	0.982059802	1.65	3.22	8.57691666666667
14/07/2015	13.28	22.2	28.08	0.7175598	1.34	0.41	8.44925
15/07/2015	18.14	21.5	31.89	1.345418388	1.72	0.72	8.41358333333333
16/07/2015	13.92	22.45	31.33	1.040517128	1.85	2.3	8.32408333333333
17/07/2015	21.5	22.21	33.81	1.760352229	1.9	0.49	8.35841666666667
18/07/2015	15.27	22.23	31.59	1.156660011	1.53	9.04	8.33358333333333
19/07/2015	16.27	22.68	29.24	0.737020765	1.47	4.17	8.33316666666667
20/07/2015	16.77	22.02	32.42	1.589524137	1.59	0.54	8.34883333333333
21/07/2015	19.31	22.13	32.03	1.310444344	1.76	2.28	8.38483333333333
22/07/2015	13.15	21.9	31.95	1.314003422	1.78	1.1	8.22483333333333
23/07/2015	4.15	23.07	30.15	0.993301404	1.94	0.95	7.98383333333333
24/07/2015	8.93	23.21	29.03	0.658010455	2.07	2.28	7.832
25/07/2015	22.49	23.28	32.41	1.532256656	2.6	0.01	7.91083333333333
26/07/2015	20.58	22.19	32.24	1.66156113	2.23	0.04	7.97866666666667
27/07/2015	22.27	22.29	33.32	1.732770423	2.32	0.29	7.997
28/07/2015	21.06	23.3	33.32	1.812555602	2.33	0.24	8.04633333333333
29/07/2015	16.52	22.57	32.43	1.408462918	2.26	2.06	8.065
30/07/2015	11.15	22.5	27.48	0.515268462	1.97	3.64	7.865
31/07/2015	16.97	21.69	29.45	1.025180188	1.82	0.67	7.83933333333333
01/08/2015	15.25	22.2	30.98	0.91290231	1.78	7.32	7.78683333333333
02/08/2015	19.19	23.21	31.6	1.275693451	2.04	0.1	7.78616666666667
03/08/2015	23.62	22.72	32.93	1.709321491	2.42	0.05	7.90616666666667
04/08/2015	20.05	22.38	33.08	1.624858961	2.48	0.49	7.9655
05/08/2015	18.18	23.18	31.96	1.273527334	2.51	1.74	7.99566666666667
06/08/2015	20.06	23.15	33.46	1.771649378	2.5	0.07	8.13233333333333
07/08/2015	19.85	22.18	34.11	1.824754295	1.96	0.38	8.27533333333333
08/08/2015	17.61	23.11	34.31	1.884069803	1.75	0.27	8.48333333333333
09/08/2015	19.32	22.98	34.62	1.884318023	1.77	2.12	8.65966666666667
10/08/2015	18.01	22.86	31.47	0.88154223	1.84	9.93	8.74666666666667
11/08/2015	12.62	21.8	29.13	0.728326389	1.61	4.04	8.59116666666667
12/08/2015	15.41	21.52	31.62	1.358007176	1.95	0.15	8.515
13/08/2015	17.1	22.39	31.84	1.250796941	1.87	1.27	8.57866666666667
14/08/2015	18.03	22.41	30.18	0.834455435	1.78	4.47	8.57683333333333
15/08/2015	14.43	22.88	30.38	1.042411058	1.69	1.12	8.58533333333333
16/08/2015	5.03	22.64	31.39	1.148199468	1.58	1.03	8.31083333333333
17/08/2015	19.03	22.94	32.75	1.460304163	2.03	0.08	8.3735
18/08/2015	20.6	22.61	33.84	1.772249678	2.03	0.02	8.44566666666667
19/08/2015	20.8	22.49	33.58	1.702096217	1.91	0.4	8.51283333333333
20/08/2015	18.25	22.71	31.79	1.288087656	1.86	1.33	8.49516666666667
21/08/2015	21.17	22.58	33.36	1.785861338	2	0.03	8.62883333333333
22/08/2015	12.36	22.66	32.56	1.532020321	2.11	0.29	8.76566666666667
23/08/2015	10.51	23.25	32.57	1.523565726	2.13	0.18	8.792
24/08/2015	22.36	23.03	35	2.269149555	1.9	0.09	8.78983333333333
25/08/2015	21.11	21.91	34.2	2.0310535	1.5	0.08	8.79866666666667
26/08/2015	18.86	22.92	33.83	1.884399633	1.41	0.26	8.74183333333333
27/08/2015	19.4	23.81	31.84	1.371735547	1.58	0.02	8.71416666666667
28/08/2015	19.32	23.06	34.66	1.934237986	1.74	0.19	8.76083333333333
29/08/2015	17.84	23.65	34.5	1.916609711	1.75	3.42	8.87233333333333
30/08/2015	20.97	23.17	34.42	1.444276842	1.59	10.47	8.939
31/08/2015	19.39	23.38	31.68	0.851061704	1.36	15.71	9.008
01/09/2015	16.64	23.66	30.52	0.904977812	1.47	3.28	8.9655
02/09/2015	12.28	22.79	28.68	0.672310149	1.32	7.34	8.7765
03/09/2015	13.75	21.79	29.49	1.072399106	1.67	2.75	8.6715
04/09/2015	17.71	20.37	31.77	1.097268343	1.43	8.41	8.66366666666667
05/09/2015	20.53	21.61	32	1.223225911	1.48	1.71	8.6715
06/09/2015	14.56	22.81	31.8	1.302902287	1.68	0.27	8.58333333333333
07/09/2015	16.88	22.45	31.45	1.143370383	1.67	1.67	8.57116666666667
08/09/2015	12.18	22.26	33.27	1.431609849	1.92	1.42	8.45216666666667
09/09/2015	9.73	22.94	31.31	1.043902369	1.7	5.59	8.31416666666667
10/09/2015	8.07	22.27	32.55	1.236290397	1.43	2.96	8.23833333333333
11/09/2015	23.63	23.11	33.68	1.662051252	1.47	0.85	8.37533333333333
12/09/2015	18.63	22.68	31.78	1.15088471	1.15	5.38	8.40083333333333
13/09/2015	14.64	22.38	30.64	1.034716504	1.28	6.73	8.34433333333333
14/09/2015	17.55	21.47	31.71	1.186505657	1.6	0.84	8.39633333333333
15/09/2015	20.15	23.63	31.22	1.031762994	1.58	1.77	8.64833333333333
16/09/2015	20.55	23.07	31.62	1.128884131	1.37	0.66	8.67366666666667
17/09/2015	21.85	22.44	31.71	1.20659217	1.15	7.99	8.6945
18/09/2015	13.34	22.52	29.59	0.591030442	0.8	25.5	8.57016666666667
19/09/2015	18.55	22.62	28.36	0.498429994	0.84	4.35	8.57516666666667
20/09/2015	20.58	22.86	30.07	0.677750002	1.1	12.5	8.56533333333333
21/09/2015	18.09	23.29	28.43	0.356862905	1.17	21.42	8.66083333333333
22/09/2015	15.55	22.56	26.88	0.347203756	1.26	16.87	8.74483333333333
23/09/2015	14.94	21.87	27.45	0.360458022	1.24	18.6	8.62116666666667
24/09/2015	13.73	21.67	27.56	0.374188752	0.86	5.4	8.49816666666667
25/09/2015	15.72	21.62	29.45	0.525522884	0.76	2.69	8.44583333333333
26/09/2015	18.47	22.71	28.76	0.415438091	0.83	10.06	8.43033333333333
27/09/2015	19.44	23.46	29.79	0.610844325	0.61	5.86	8.43233333333333
28/09/2015	20.94	22.81	28.91	0.430202516	0.91	4.08	8.484
29/09/2015	21.27	23.63	30.07	0.518204333	1	1.96	8.489
30/09/2015	20.88	22.19	30.77	0.810820216	0.8	1.38	8.51383333333333
01/10/2015	23.18	21.24	31.47	0.951125543	0.51	2.44	8.62283333333333
02/10/2015	23.23	21.87	30.3	0.64621465	0.94	8.51	8.80533333333333
03/10/2015	20.72	22.28	30.33	0.728942305	0.96	4.86	8.9215
04/10/2015	18.01	22.3	30.75	0.760797871	0.55	1.63	8.9265
05/10/2015	21.22	22.75	30.73	0.793508746	1.08	0.22	8.938
06/10/2015	23.54	22.99	30.64	0.903728604	1.28	0.09	9.08766666666667
07/10/2015	20.96	22.17	31.19	1.031365645	1.55	1.88	9.15566666666667
08/10/2015	18.92	22.35	29.75	0.762742422	1.57	2.79	9.268
09/10/2015	20.11	21.39	28.86	0.484117875	1.34	11.15	9.441
10/10/2015	17.1	22.52	29.45	0.576843478	1.38	3.67	9.5915
11/10/2015	20	22.54	27.54	0.31201107	1.21	4.47	9.531
12/10/2015	18.37	21.15	28.08	0.414151851	0.95	16.1	9.52666666666667
13/10/2015	21.4	21.46	28.58	0.446658068	0.72	6.58	9.63933333333333
14/10/2015	17.62	22.21	28.51	0.411796137	0.78	9.84	9.6405
15/10/2015	18.78	22.72	27.87	0.313956648	0.75	17.65	9.61766666666667
16/10/2015	16.88	21.75	27.84	0.369507421	0.67	9.88	9.5565
17/10/2015	18.55	22.49	27.3	0.336290616	0.54	5.1	9.5015
18/10/2015	18.75	21.82	29.16	0.631475857	0.62	8.29	9.59166666666667
19/10/2015	18.24	21.9	27.87	0.367531589	0.65	4.53	9.5865
20/10/2015	18.92	23.01	27.4	0.248594948	0.88	5.78	9.55883333333333
21/10/2015	19.93	22.82	29.2	0.50707666	1.07	0.68	9.5895
22/10/2015	20.71	22.54	29.59	0.591444329	1.25	0.04	9.6755
23/10/2015	18.66	22.33	29.77	0.627288732	1.17	0.54	9.7375
24/10/2015	17.59	22.9	29.06	0.592915509	0.91	2.38	9.80183333333333
25/10/2015	18.44	21.96	29.31	0.541256327	0.94	4.48	9.84716666666667
26/10/2015	19.69	21.82	30.01	0.647438657	0.78	6.13	9.8675
27/10/2015	21.24	22.11	29.21	0.467281889	0.82	11.58	9.8975
28/10/2015	20	22.1	29.84	0.619739022	0.69	4.58	9.88183333333333
29/10/2015	21.17	22.53	29.11	0.466605474	0.8	4.05	9.88016666666667
30/10/2015	17.27	22.57	29.02	0.447364879	0.83	3.91	9.82
31/10/2015	19.43	22.86	29.86	0.607420011	0.99	0.33	9.7575
01/11/2015	20.02	22.61	29.99	0.611121718	0.85	1.9	9.704
02/11/2015	20	22.58	29.46	0.535274061	0.91	4.82	9.692
03/11/2015	20.44	22.6	28.49	0.45909223	1.13	6.81	9.7325
04/11/2015	20.11	21	28.58	0.657883605	1.05	6.1	9.714
05/11/2015	20.25	20.82	28.58	0.433383265	0.83	8.33	9.65916666666667
06/11/2015	17.98	21.85	26.35	0.150107986	1.04	10.78	9.6095
07/11/2015	17.21	21.34	28.33	0.427141705	1.29	2.67	9.581
08/11/2015	19.03	21.76	28.77	0.500156569	1.19	2.49	9.563
09/11/2015	14.7	22.18	28.88	0.471170855	1.43	1.34	9.523
10/11/2015	15.73	22.13	27.16	0.314495173	1.21	2.52	9.45183333333333
11/11/2015	14.65	20.71	24.8	0.28197741	1.39	8.52	9.38983333333333
12/11/2015	17.28	20.76	28.14	0.389720182	1.29	2.61	9.32116666666667
13/11/2015	15.49	21.92	28.12	0.430322564	1.31	2.74	9.28566666666667
14/11/2015	14.8	22.47	26.89	0.320874515	1.51	5.76	9.21933333333333
15/11/2015	16.49	22.11	28.62	0.389776295	1.64	7.41	9.21283333333333
