Date	GlobRad	Tmin	Tmax	VP	WindSpeed	Rain	AvgPar30
12/12/2013	16.71	21.91	27.19	0.452949649	2.08	0.96	8.30716666666667
13/12/2013	13.46	21.18	26.48	0.359852373	1.94	0.83	8.27216666666667
14/12/2013	11.55	21.47	27.47	0.408460235	1.65	1.37	8.223
15/12/2013	4.97	21.37	25.58	0.22430912	1.55	1.55	8.08316666666667
16/12/2013	8.79	21.15	25.36	0.330967614	2.03	0.38	7.9715
17/12/2013	14.67	20.64	26.16	0.419548276	2.15	1.44	7.944
18/12/2013	11.89	20.91	26.26	0.442144736	2.1	0.18	7.8985
19/12/2013	15.17	20.67	26.48	0.426159144	1.99	0.91	7.7865
20/12/2013	12.12	20.21	27.23	0.433440841	1.71	0.72	7.68116666666667
21/12/2013	16.78	19.97	27.4	0.400230577	1.66	1.09	7.6365
22/12/2013	15.57	19.76	27.72	0.405183241	1.63	1.28	7.60766666666667
23/12/2013	13.33	19.85	27.14	0.454137597	1.57	1.09	7.60083333333333
24/12/2013	17.47	20.03	27.05	0.481388126	1.8	0.66	7.58416666666667
25/12/2013	16.68	18.77	26.48	0.521475128	1.45	0	7.56033333333333
26/12/2013	20.65	17.23	26.61	0.499033258	1.33	0	7.64533333333333
27/12/2013	13.23	17.91	26.66	0.450941621	1.43	0.35	7.5615
28/12/2013	14.11	19.57	27.8	0.476479541	1.88	0.27	7.58066666666667
29/12/2013	16.1	20.76	27.91	0.517096895	1.69	0.3	7.556
30/12/2013	18.7	20.32	27.86	0.522706564	1.71	0.53	7.63666666666667
31/12/2013	15.91	20.34	27.61	0.521042075	1.86	0.66	7.59383333333333
01/01/2014	14.82	20.08	27.88	0.548057528	2	1.16	7.5295
02/01/2014	18.96	18.29	27	0.500630264	1.55	0.86	7.54533333333333
03/01/2014	13.19	19.96	27.16	0.501754585	1.83	1.17	7.45566666666667
04/01/2014	12.41	20.34	27.92	0.503871508	1.88	0.96	7.3515
05/01/2014	16.19	20.35	27.73	0.57747227	1.49	0.5	7.34316666666667
06/01/2014	14.22	19.82	27.07	0.495896781	1.52	1.9	7.38683333333333
07/01/2014	15.87	18.77	27.01	0.509474669	1.48	0.59	7.33283333333333
08/01/2014	12.68	19.82	27.57	0.518353617	1.82	2.23	7.29966666666667
09/01/2014	15.16	19.56	27.57	0.536024763	1.94	1.62	7.25866666666667
10/01/2014	17.59	18.67	27.89	0.563380483	1.88	1.02	7.31583333333333
11/01/2014	17.85	19.26	27.61	0.576024561	1.59	1.25	7.33483333333333
12/01/2014	16.16	19.46	27.31	0.587402768	2.02	0.71	7.37983333333333
13/01/2014	19.3	17.9	27.51	0.606787296	1.76	0.98	7.509
14/01/2014	17.97	18.54	27.54	0.606749443	1.49	0.26	7.72566666666667
15/01/2014	15.93	19.23	28.25	0.658425009	1.71	0.99	7.84466666666667
16/01/2014	21.01	19.21	26.82	0.770532997	2.34	0.11	7.95033333333333
17/01/2014	17.06	18	26.85	0.749656468	2.14	0.43	8.0365
18/01/2014	12.28	19.04	27.03	0.601029743	2.49	2.17	7.98833333333333
19/01/2014	18.09	17.88	27.3	0.700847038	2.28	0.47	8.08783333333333
20/01/2014	15.74	20.15	27.58	0.68405192	2.37	0.19	8.0705
21/01/2014	16.41	19.87	28.48	0.761604532	1.74	0.14	8.0845
22/01/2014	15.43	19.86	27.73	0.751754441	2.43	0.27	8.1195
23/01/2014	17.12	18.7	27.9	0.761494874	2.15	0.03	8.11366666666667
24/01/2014	15.82	20.06	28.26	0.769567177	2.21	0.26	8.09933333333333
25/01/2014	14.73	19.96	28.85	0.797539329	2.02	0.39	8.00066666666667
26/01/2014	15.3	20.05	28.36	0.808358621	1.94	0.04	8.03516666666667
27/01/2014	14.32	19.21	28.27	0.843257911	1.67	0.05	8.03866666666667
28/01/2014	14.88	18.91	29.21	0.818350691	1.68	0.61	8.01833333333333
29/01/2014	21.09	18.68	28.6	0.938131895	1.59	0.03	8.05816666666667
30/01/2014	20.16	18.94	28.8	0.867996616	1.93	0.16	8.129
31/01/2014	20.34	18.46	28.22	1.010961508	1.92	0.12	8.221
01/02/2014	20	19.08	28.34	0.918310639	1.83	0.29	8.23833333333333
02/02/2014	21	18.02	28.78	0.920315389	1.55	0.19	8.3685
03/02/2014	20.57	19	29.51	0.988353608	1.5	0	8.5045
04/02/2014	17.58	19.26	28.17	0.923007984	1.48	0	8.52766666666667
05/02/2014	19.55	19.21	29.91	1.049704781	1.71	0.02	8.6165
06/02/2014	19.21	19.24	29.02	1.02329209	1.9	0.13	8.67216666666667
07/02/2014	17.24	18.4	29.18	1.076042351	1.79	0.06	8.74816666666667
08/02/2014	21.41	19.1	29.45	1.030106965	1.73	0.52	8.85233333333333
09/02/2014	13.72	19.83	30.07	1.057255967	2.24	0.02	8.78783333333333
10/02/2014	16.33	20.41	30.18	1.080639054	2.29	0.01	8.7625
11/02/2014	17.91	20.34	30.34	1.17224661	2.04	0.03	8.79166666666667
12/02/2014	19.14	20.9	31.66	1.249760565	1.79	0.1	8.789
13/02/2014	20.37	20.49	32.4	1.43814036	1.65	0.38	8.829
14/02/2014	18.04	20.88	31.09	1.305572115	1.87	0.14	8.86416666666667
15/02/2014	20.71	19.96	31.27	1.409668867	2.1	0.04	8.85916666666667
16/02/2014	15.59	20.26	30.51	1.25961339	2.62	0.17	8.83466666666667
17/02/2014	20.02	19.83	30.49	1.338798914	2.26	0.08	8.96366666666667
18/02/2014	19.3	19.67	30.36	1.207762404	2.17	0.34	8.98383333333333
19/02/2014	17.61	19.41	30.99	1.424615836	2.1	0.05	9.015
20/02/2014	17.62	18.6	31.31	1.29140678	2	0.2	9.03516666666667
21/02/2014	17.71	19.66	31.25	1.192807279	2.18	0.7	9.07316666666667
22/02/2014	15.76	20.89	31.41	1.370862361	2.24	0.31	9.0505
23/02/2014	22.07	18.72	31.45	1.564999719	2.04	0.01	9.15466666666667
24/02/2014	22.32	19.67	31.33	1.655866889	2.06	0.04	9.28116666666667
25/02/2014	19.34	18.6	31.13	1.489347012	1.88	0.32	9.3485
26/02/2014	24.84	19.12	31.94	1.785088193	1.49	0.02	9.52383333333333
27/02/2014	24.92	18.83	33.2	1.945712998	1.19	0	9.69116666666667
28/02/2014	25.02	19.2	33.51	2.07331152	1.21	0	9.75666666666667
01/03/2014	21.69	20.23	32.15	1.89833843	1.96	0	9.78216666666667
02/03/2014	19.55	19.35	31.37	1.692164972	2.07	0.01	9.769
03/03/2014	22.37	19.21	32.23	1.768381863	1.66	0.2	9.8085
04/03/2014	19.46	20.2	31.49	1.531647997	1.6	0.66	9.78283333333333
05/03/2014	22.22	20.68	32.16	1.764764853	1.36	0	9.81033333333333
06/03/2014	22.33	20.08	33.38	1.983375581	1.24	0.08	9.8895
07/03/2014	21.49	20.43	32.88	1.820295309	1.37	1.64	9.92183333333333
08/03/2014	20.71	20.34	32.85	1.752971067	1.58	1.21	9.94683333333333
09/03/2014	20.04	20.75	32.89	1.820818234	1.63	0	9.9935
10/03/2014	21.33	20.44	32.99	1.898342706	1.78	0	9.99216666666667
11/03/2014	22.85	20.48	33.44	2.116704014	1.45	0	10.1443333333333
12/03/2014	23.88	20.15	34.14	2.239512574	1.24	0	10.2701666666667
13/03/2014	19.67	20.58	33.61	2.188366008	1.79	0	10.2995
14/03/2014	19.89	20.29	32.35	1.952324476	2.35	0	10.312
15/03/2014	21.35	20.65	33.01	1.969837539	2.1	0	10.3283333333333
16/03/2014	25.28	20.73	33.8	2.267376831	1.64	0	10.449
17/03/2014	25.52	19.62	35.25	2.838716206	0.76	0.01	10.5291666666667
18/03/2014	19.87	20.62	33.7	2.145056065	1.69	0.41	10.6005
19/03/2014	21.4	19.95	33.84	2.299817764	1.93	0.04	10.6235
20/03/2014	23.33	20.77	33.48	2.052292938	2.29	0.29	10.6906666666667
21/03/2014	22.94	20.69	34.03	2.332270203	2.29	0.09	10.7795
22/03/2014	21.61	20.8	33.94	2.366144233	2.12	0	10.846
23/03/2014	24.31	19.98	34.49	2.493649906	2.05	0.02	10.956
24/03/2014	23.38	20.73	33.65	2.200552118	2	0.2	11.083
25/03/2014	24.25	19.52	35.11	2.610655609	1.57	0	11.1193333333333
26/03/2014	22.88	21.54	34.57	2.316663975	2.56	0.04	11.1286666666667
27/03/2014	22.11	21.32	33.45	2.192073054	2.67	0.12	11.1748333333333
28/03/2014	18	21.24	34.11	2.317555543	2.39	0	11.0608333333333
29/03/2014	24.08	19.21	34.7	2.61342438	2.04	0	11.0468333333333
30/03/2014	22.46	20.66	34.2	2.387736791	2.18	0.02	11.0041666666667
31/03/2014	20.95	21.03	33.29	2.053574812	2.44	0.51	10.9918333333333
01/04/2014	21.51	21.46	34.29	2.279859768	2.46	0.02	11.0245
02/04/2014	21.38	21.44	34.49	2.370823454	2.29	0.01	11.008
03/04/2014	23.78	21.54	34.72	2.413406897	2.07	0.04	11.08
04/04/2014	23.43	21.06	35.78	2.659576556	1.86	0	11.1001666666667
05/04/2014	22.64	21.8	35.84	2.899494777	2.01	0	11.1053333333333
06/04/2014	22.46	21.19	35.3	2.732945036	1.88	0.01	11.1215
07/04/2014	21.83	21.95	36.98	2.903282821	1.4	0	11.1401666666667
08/04/2014	21.53	23.36	37.91	3.203750616	1.6	0.04	11.165
09/04/2014	25.42	23.43	35.31	2.296323254	2.98	0.36	11.2331666666667
10/04/2014	19.14	20.72	33.31	2.353879481	3.43	0.03	11.1713333333333
11/04/2014	19.83	22.09	34.33	2.395850419	2.87	0.28	11.1038333333333
12/04/2014	23.65	20.4	33.55	2.438522114	2.45	0.43	11.1701666666667
13/04/2014	22.51	19.04	33.65	2.434464973	2.14	0.04	11.2138333333333
14/04/2014	18.47	20.8	35.15	2.567734649	1.7	0	11.1658333333333
15/04/2014	23.44	22.58	35.92	2.650570922	1.5	0.35	11.1351666666667
16/04/2014	19.58	22.53	34.8	2.577398429	2.3	0.15	11.0361666666667
17/04/2014	23.49	22.19	33.6	2.305073496	2.37	0	11.0965
18/04/2014	21.57	22.55	34.4	2.455696672	2.47	0.03	11.0993333333333
19/04/2014	18.35	22.51	34.77	2.513242869	2.45	0	11.0163333333333
20/04/2014	23.22	22.26	35.45	2.666408511	2.37	0.01	11.021
21/04/2014	23.46	22.41	35.85	2.997594663	2.1	0	11.0518333333333
22/04/2014	19.36	22.68	35.98	2.968688428	1.92	0.01	10.9693333333333
23/04/2014	19.72	22.43	35.71	2.842648624	2.06	0.18	10.9083333333333
24/04/2014	22.64	22.9	35.97	2.785801955	2.01	0	10.8815
25/04/2014	20.66	23.08	36.59	2.66322827	1.98	0.05	10.8445
26/04/2014	22.79	23.52	36.06	2.816258594	2.11	0.12	10.8558333333333
27/04/2014	17.76	22.97	35.72	2.460348536	2	0.1	10.8518333333333
28/04/2014	21.89	23.86	36.48	2.697823024	1.82	0.46	10.8153333333333
29/04/2014	19.93	24.14	35.88	2.541016869	1.49	0.88	10.7731666666667
30/04/2014	19	24.29	35.04	2.244906798	1.5	1.19	10.7406666666667
01/05/2014	15.55	23.58	33.01	1.562700921	1.59	10.68	10.6413333333333
02/05/2014	21.18	22.34	33.05	1.550593491	1.48	13.27	10.638
03/05/2014	19.51	22.46	34.37	2.139261355	1.32	0.35	10.5668333333333
04/05/2014	22.07	23.2	34.06	1.953469174	1.58	0.9	10.5441666666667
05/05/2014	17.83	23.15	35.13	2.326226387	1.81	0.41	10.464
06/05/2014	22.13	22.38	34.6	2.000865131	1.78	4.07	10.4585
07/05/2014	15.66	21.68	33.71	1.758401425	1.43	3.65	10.3556666666667
08/05/2014	21.85	21.72	34.92	2.076324865	1.43	2.29	10.361
09/05/2014	17	22.68	34.4	1.880473762	1.42	5.28	10.2206666666667
10/05/2014	21.93	21.94	34.51	1.991450871	1.41	2.45	10.2671666666667
11/05/2014	20.14	22.53	34.18	2.021284112	1.7	0.94	10.2723333333333
12/05/2014	20.43	21.78	33.85	1.967630236	1.77	4.09	10.2186666666667
13/05/2014	25.88	20.52	35.12	2.642622122	1.66	0.02	10.2748333333333
14/05/2014	23.06	21.45	34.23	2.395488686	1.35	0.14	10.3513333333333
15/05/2014	19.48	22.59	33.86	2.059388872	1.47	0.65	10.2853333333333
16/05/2014	19.71	23.56	35.45	2.390672398	2.34	0.88	10.2875
17/05/2014	18.34	21.96	33.71	1.798127497	2.13	1.6	10.2016666666667
18/05/2014	19.63	22.82	34.3	2.231971535	1.96	0	10.1693333333333
19/05/2014	23.57	22.22	35.14	2.328642972	1.87	0.86	10.2563333333333
20/05/2014	22.63	22.52	35.17	2.273552689	1.62	1.96	10.2465
21/05/2014	23	22.96	32.67	1.478408537	1.78	3.36	10.2388333333333
22/05/2014	16.16	21.99	31.57	1.221157544	1.85	10.27	10.1855
23/05/2014	17.64	22.45	33.14	1.712861406	2.07	1.22	10.1508333333333
24/05/2014	20.98	22.26	34.03	2.02736698	2.09	0.45	10.1231666666667
25/05/2014	18.1	22.7	34.19	1.915570184	2.19	0.01	10.0805
26/05/2014	19.62	22.75	34.56	2.028217898	2.17	0.02	10.0276666666667
27/05/2014	20.72	21.7	34.37	2.144141799	2.28	0.13	10.077
28/05/2014	23.72	23	35.19	2.252230841	1.99	0.21	10.1075
29/05/2014	18.1	23.1	34.94	2.107165795	1.55	1.12	10.077
30/05/2014	12.94	23.51	31.85	1.221841562	1.16	7.51	9.976
31/05/2014	16.11	23.14	30.88	0.782053791	1.41	16.3	9.98533333333333
01/06/2014	15.64	23.05	28	0.448845071	1.18	10.11	9.893
02/06/2014	21.16	23.32	29.48	0.60004975	1.12	10.23	9.9205
03/06/2014	19.18	22.75	31.2	0.83590845	1.34	8.93	9.87233333333333
04/06/2014	20.87	22.66	32.38	1.222085588	1.37	6.57	9.923
05/06/2014	22.56	21.83	32.4	1.39005664	1.42	2.08	9.93016666666667
06/06/2014	24.44	22.27	33.56	1.525511085	1.59	3.25	10.0765
07/06/2014	24.44	22.23	33.7	1.869740784	1.57	0.77	10.1196666666667
08/06/2014	23.18	22.63	33.65	1.770756782	1.59	0.06	10.2226666666667
09/06/2014	18.44	22.88	33.73	1.778680013	1.65	0.39	10.1645
10/06/2014	16.98	23.43	30.34	1.062064934	1.54	0.58	10.1118333333333
11/06/2014	17.47	23.47	32.45	1.342348535	1.51	0.31	10.0625
12/06/2014	19.98	23.48	33.13	1.456862389	1.85	0.91	9.96416666666667
13/06/2014	18.12	23.59	32.4	1.274947128	1.69	2.6	9.88183333333333
14/06/2014	9.72	23.53	28.75	0.466850907	1.62	21.53	9.71916666666667
15/06/2014	14.15	21.73	27.94	0.408908914	1.77	19.53	9.6265
16/06/2014	16.91	20.72	27.18	0.453404054	1.73	10.42	9.60266666666667
17/06/2014	13.92	21.67	27.81	0.484970983	1.83	6.72	9.5075
18/06/2014	16.9	21.76	29.43	0.694285865	1.76	5.44	9.39633333333333
19/06/2014	18.55	22.9	30.21	0.79600445	1.93	1.49	9.32833333333333
20/06/2014	22.98	22.51	29.39	0.852664654	1.87	0.14	9.328
21/06/2014	19.57	22.56	31.1	0.949390991	1.83	1.28	9.38483333333333
22/06/2014	16.48	23.06	29.64	0.72846362	1.66	3.31	9.3655
23/06/2014	4.43	23.22	27.68	0.422764576	1.71	5.57	9.08966666666667
24/06/2014	9.99	22.74	28.58	0.594633075	1.96	0.7	8.9545
25/06/2014	18.27	22.16	31.03	1.12134699	2.13	0.32	8.932
26/06/2014	10.46	21.89	31.07	0.933807587	2.03	3.64	8.761
27/06/2014	12.46	22.89	29.36	0.754391227	1.75	3.53	8.57333333333333
28/06/2014	20.93	22.83	30.31	1.024873201	2.22	0.25	8.6205
29/06/2014	18.91	22.3	30.72	0.964826162	2.1	2.28	8.72
30/06/2014	17.34	23.09	30.42	0.917616752	2.07	1.79	8.7405
01/07/2014	18.67	22.54	30.93	1.099339237	2.04	1.87	8.791
02/07/2014	19.24	22.6	30.92	1.003580716	1.73	1.27	8.759
03/07/2014	6.8	23.24	28.13	0.465186157	1.63	5.42	8.55266666666667
04/07/2014	21.01	22.66	30.4	0.994610605	2.12	0.89	8.555
05/07/2014	15.86	21.86	31.29	1.072821781	2.07	0.67	8.44333333333333
06/07/2014	23.88	21.75	30.94	1.3011788	2.2	0.04	8.434
07/07/2014	13.81	20.41	31.37	1.197757714	2.03	0.28	8.25683333333333
08/07/2014	21.42	22.87	31.03	1.026515642	2.43	1.31	8.2275
09/07/2014	22.62	22.5	31.74	1.454302862	2.85	0.01	8.29716666666667
10/07/2014	21.67	20.86	31.84	1.464910037	2.46	0.03	8.37533333333333
11/07/2014	19.41	22.09	32.23	1.431157791	2.63	0.23	8.40766666666667
12/07/2014	20.09	23.08	31.79	1.270256206	2.49	0.37	8.4095
13/07/2014	6.1	23.35	28.08	0.611367017	1.87	2.4	8.20916666666667
14/07/2014	11.62	23.48	29.13	0.78838208	2.1	1.96	8.24083333333333
15/07/2014	22.54	22.96	32.26	1.458639192	2.24	0.01	8.38066666666667
16/07/2014	17.34	21.88	32.75	1.369654346	2.11	0.81	8.38783333333333
17/07/2014	19.16	23.04	31.41	1.054898105	2.06	2.99	8.47516666666667
18/07/2014	20.6	23.65	31.57	1.216986608	2.21	0.06	8.53683333333333
19/07/2014	15.66	23.69	30.93	1.212848247	2.35	0.23	8.48866666666667
20/07/2014	22.21	22.7	32.25	1.401468998	2.32	0.92	8.47583333333333
21/07/2014	12.72	23.44	31.8	1.300085201	2.37	0.51	8.36166666666667
22/07/2014	15.49	22.81	32.15	1.208730121	2.62	0.44	8.34516666666667
23/07/2014	18.26	23.16	31.22	1.284819792	2.72	0.14	8.57566666666667
24/07/2014	19.74	22.4	31.44	1.244389066	2.26	2.06	8.73816666666667
25/07/2014	17.17	23.32	30.67	1.114864983	2.14	0.76	8.71983333333333
26/07/2014	20.61	23.29	31.79	1.320465816	2.26	1.25	8.889
27/07/2014	16.72	23.29	29.7	1.037118546	2.12	0.7	8.96
28/07/2014	8.28	23.28	28.07	0.672794754	1.94	2.45	8.74916666666667
29/07/2014	20.43	21.41	31.76	1.371160565	2.17	0.49	8.7745
30/07/2014	20.93	22.4	33.24	1.761178582	2.26	0	8.83433333333334
31/07/2014	22.92	22.65	33.17	1.738058146	2	0.01	8.90516666666667
01/08/2014	21.75	21.92	33.02	1.711436031	1.7	0.03	8.947
02/08/2014	23.29	22.16	33.79	1.852373967	1.65	0.04	9.22183333333333
03/08/2014	16.49	22.43	34.04	1.91935103	1.66	1.28	9.1465
04/08/2014	18.46	22.51	31.47	1.138217098	1.33	3.52	9.18983333333333
05/08/2014	20.25	23.13	29.92	0.98155236	1.79	1.84	9.12933333333333
06/08/2014	19.12	21.94	32.56	1.304618713	1.85	4.48	9.21783333333333
07/08/2014	14.58	22.76	32.07	1.228072858	1.58	2.6	9.10383333333333
08/08/2014	8.07	23.18	30.59	1.197007363	1.4	0.84	8.86133333333333
09/08/2014	15.36	22.63	28.54	0.738161081	1.23	1.62	8.75616666666667
10/08/2014	13.75	22.69	31.21	1.003478875	1.33	3.27	8.66183333333333
11/08/2014	20.81	22.78	30.39	0.929043579	1.48	2.36	8.67383333333333
12/08/2014	17.51	22.68	31.45	1.272713007	1.49	1.15	8.864
13/08/2014	19.38	20.99	32.81	1.420005686	1.92	0.25	8.99333333333333
14/08/2014	14.97	23.08	29.66	0.966584814	1.93	1.5	8.86716666666667
15/08/2014	21.2	22.85	32.3	1.583640126	2.06	0.26	8.9315
16/08/2014	12.72	22.57	28.68	0.69587242	1.86	2.2	8.82416666666667
17/08/2014	19.32	23.31	32.98	1.645378156	2.06	0.11	8.80283333333333
18/08/2014	10.4	23.01	31.97	1.362420749	2.04	0.25	8.71516666666667
19/08/2014	9.43	21.65	29.06	0.854247937	2.1	1.04	8.50216666666667
20/08/2014	10.91	21	30.35	1.28272984	1.67	0.52	8.472
21/08/2014	18.39	21.95	30.57	1.181631223	1.61	0.3	8.52033333333333
22/08/2014	21.14	21.76	32.04	1.44301726	1.6	0.73	8.56833333333333
23/08/2014	20.74	21.61	32.43	1.632260134	1.16	1.85	8.585
24/08/2014	22.09	21.29	33.66	1.502777964	0.77	6.25	8.667
25/08/2014	22.72	23.1	33.95	1.682492984	0.81	2.31	8.70216666666667
26/08/2014	20.44	22.86	32.29	1.171011064	0.58	11.76	8.76416666666667
27/08/2014	20.85	22.3	31.95	1.050729223	0.77	31.72	8.97366666666667
28/08/2014	9.89	21.77	27.63	0.541231317	0.85	13.7	8.798
29/08/2014	17.43	20.88	28.1	0.563856799	1.05	4.74	8.73966666666667
30/08/2014	19.29	21.77	28.41	0.538152763	0.83	9.02	8.67916666666667
31/08/2014	20.08	22.11	28.05	0.374433775	1.11	12.12	8.65133333333333
01/09/2014	19.08	22.67	29.92	0.776552598	1.41	1.25	8.58116666666667
02/09/2014	19.61	22.63	28.42	0.492045804	1.44	5.79	8.63316666666667
03/09/2014	10.45	22.69	27.99	0.36067797	1.31	12.46	8.49966666666667
04/09/2014	14.05	21.7	28.34	0.612977164	1.59	5.76	8.39633333333333
05/09/2014	13.01	21.25	27.29	0.38607329	1.58	15.7	8.2945
06/09/2014	17.93	21.24	27.75	0.585215173	1.35	1.57	8.35033333333333
07/09/2014	16.81	21.33	29.11	0.534241125	1.37	7.58	8.496
08/09/2014	15.87	22.51	27.55	0.329476212	1.24	8.69	8.5045
09/09/2014	15.96	22.37	28.21	0.505186995	1.16	1.27	8.54133333333333
10/09/2014	19.29	21.32	29.77	0.623106807	1.14	4.17	8.516
11/09/2014	20.35	21.75	27.4	0.416633469	1.15	8.17	8.56333333333333
12/09/2014	16.89	20.12	25.96	0.198936983	1.31	21.48	8.52183333333333
13/09/2014	18.9	21.79	27.4	0.346647794	1.17	24.99	8.58733333333333
14/09/2014	11.68	21.64	27.07	0.306047328	1.28	27	8.42866666666667
15/09/2014	14.08	20.74	27.46	0.303605606	0.96	9.76	8.45133333333333
16/09/2014	15	21.42	27.78	0.466606887	1.14	1.44	8.37933333333333
17/09/2014	20.59	20.4	28.26	0.498225762	1.03	2.62	8.54916666666667
18/09/2014	19.09	21.1	27.97	0.422059741	0.9	5.87	8.71016666666667
19/09/2014	18.66	21.16	28.17	0.414800779	0.82	28.08	8.83933333333333
20/09/2014	20.66	20.49	28.26	0.512406034	0.68	50.42	8.87716666666667
21/09/2014	20.57	21.58	29.05	0.532794236	0.82	5.52	8.86766666666667
22/09/2014	21.64	22.46	27.94	0.373547885	0.78	10.63	8.88266666666667
23/09/2014	19.98	21.87	27.54	0.295105877	0.9	24.87	8.8475
24/09/2014	17.765	22.04	27.76	0.318277772	0.85	30.58	8.76491666666667
25/09/2014	15.55	22.48	26.93	0.366309438	0.61	5.46	8.68341666666667
26/09/2014	16.93	21.78	27.24	0.288166871	0.59	11.84	8.61808333333333
27/09/2014	17.42	22.24	27.57	0.306668014	0.65	21.7	8.74358333333333
28/09/2014	19.97	22.03	28.81	0.446713208	0.87	6.63	8.78591666666667
29/09/2014	19.97	22.37	27.68	0.295675838	0.73	15.28	8.79725
30/09/2014	14.86	21.93	27.82	0.332094428	0.87	0.57	8.71025
01/10/2014	21.75	21.99	28.36	0.356957598	1.11	0.21	8.75475
02/10/2014	14.06	22.81	27.75	0.349715361	1.35	0.02	8.66225
03/10/2014	18.24	22.24	28.41	0.424104584	1.41	0.13	8.79208333333333
04/10/2014	13.95	22.51	28.05	0.422515766	1.42	0.69	8.79041666666667
05/10/2014	18.63	21.44	28.59	0.473872733	1.5	1.04	8.88408333333333
06/10/2014	18.85	21.66	28.69	0.455015338	1.45	2.08	8.89941666666667
07/10/2014	15.49	22.22	27.15	0.252526388	1.42	15.77	8.87741666666667
08/10/2014	16.16	21.35	26.4	0.239575529	1.59	14.83	8.88225
09/10/2014	6.37	21.27	25.42	0.181968381	1.07	14.44	8.72241666666667
10/10/2014	11.5	21.42	26.63	0.236570811	0.71	20.98	8.59258333333333
11/10/2014	14.54	22.03	25.42	0.16153343	0.47	20.88	8.49575
12/10/2014	14.66	21.02	27.33	0.254839317	0.88	25.82	8.45858333333333
13/10/2014	19.01	20.97	26.93	0.293614922	0.91	9.66	8.46041666666667
14/10/2014	13.34	21.36	27.11	0.267703402	1.08	30.85	8.48808333333333
15/10/2014	13.71	21.18	27.69	0.504573623	0.38	5.94	8.48191666666667
16/10/2014	17.73	21.66	26.86	0.287113355	0.8	7.95	8.52741666666667
17/10/2014	18.52	21.39	27.27	0.259733816	0.92	8.57	8.49291666666667
18/10/2014	20.6	21.66	27.83	0.382000498	0.79	6.71	8.51808333333333
19/10/2014	17.42	21.93	27.24	0.279500198	0.93	18.47	8.49741666666667
20/10/2014	19.47	21.12	27.94	0.404770921	0.61	10.06	8.47758333333333
21/10/2014	15.18	21.14	26.32	0.314053865	0.72	10.39	8.38775
22/10/2014	15.31	20.78	27.66	0.298661661	0.95	9.99	8.28225
23/10/2014	18.36	21.68	27.75	0.326276991	0.9	1.63	8.25525
24/10/2014	22.55	21.89	29.12	0.478959738	0.66	0.64	8.335
25/10/2014	19.55	22.64	28.19	0.393145175	0.55	12.97	8.40166666666667
26/10/2014	18.11	21.62	26.37	0.309148065	0.96	6.43	8.42133333333333
27/10/2014	16.67	19.74	27.85	0.480864277	0.59	8.7	8.40883333333333
28/10/2014	19.89	21.98	27.68	0.340879413	0.86	4.11	8.4075
29/10/2014	16.66	21.44	28.17	0.337406884	1.12	6.48	8.35233333333333
30/10/2014	18.98	21.58	26.26	0.333057369	1.19	4.18	8.421
31/10/2014	19.16	21.18	27.28	0.363043984	1.21	4.23	8.37783333333333
01/11/2014	19.83	21.02	26.39	0.27996989	1.46	12.48	8.474
02/11/2014	10.28	21.03	26.44	0.356249168	2.36	2.24	8.34133333333333
03/11/2014	10.29	21.45	27.09	0.364394552	2.39	2.26	8.28033333333333
04/11/2014	10.95	21.77	27.58	0.379414904	1.93	1.69	8.15233333333333
05/11/2014	19.68	20.49	27.06	0.410563364	1.93	2.52	8.16616666666667
06/11/2014	22.67	18.43	26.33	0.509697207	1.43	0.14	8.28583333333333
07/11/2014	22.61	17.39	26.45	0.419890908	1.41	0.12	8.39333333333333
08/11/2014	21.74	18.8	26.6	0.450743827	1.26	0.07	8.6495
09/11/2014	20.75	18.04	26.79	0.486054543	1.06	0	8.80366666666667
10/11/2014	19.76	18.16	26.84	0.411292928	1.04	0.46	8.89066666666667
11/11/2014	19.17	20.41	27.7	0.420290702	0.88	0.69	8.96583333333333
12/11/2014	19.21	20.21	27.34	0.377034262	0.92	3.08	8.96916666666667
13/11/2014	19.31	20.01	27.28	0.417699659	1.08	1.39	9.06866666666667
14/11/2014	16.03	20.65	26.4	0.38840796	1.5	1.21	9.10733333333333
15/11/2014	12.97	19.75	26.55	0.342266102	1.69	0.54	9.028
16/11/2014	11.19	20.82	27.49	0.385852831	1.43	1.17	8.90583333333333
17/11/2014	8.98	21.6	26.54	0.227349973	1.22	7.24	8.71216666666667
18/11/2014	11.9	22.21	26.04	0.213339936	1.33	2.06	8.62016666666667
19/11/2014	14.67	22.35	26.8	0.300531514	1.85	4.4	8.54016666666667
20/11/2014	14.92	21.82	27.28	0.371730979	1.63	1.86	8.53583333333333
21/11/2014	15.33	21.11	27.8	0.392899731	1.69	0.67	8.53616666666667
22/11/2014	15.72	21.08	27.58	0.358418157	1.46	3.48	8.49216666666667
23/11/2014	13.18	20.75	27.57	0.284210932	1.3	13.01	8.336
24/11/2014	16.26	21.7	28.47	0.379805492	0.92	6.14	8.28116666666667
25/11/2014	16.14	22.2	27.39	0.253185424	1.16	12.81	8.24833333333333
26/11/2014	18.85	22.02	27.05	0.330329389	1.75	3.68	8.28466666666667
27/11/2014	12.54	21.64	26.89	0.447172422	2.17	0.98	8.16216666666667
28/11/2014	15.35	21.67	26.88	0.404481769	2.27	2.75	8.14033333333333
